Datetime,Username,Text,Location,Cleaned_Tweets
2022-03-07 04:02:23+00:00,ellobello_my,"To excited butterflies in your stomach. 
To hunger for adventure without restraint. 
To getting lost in each other’s eyes over a hot scoop of gelato.
See you around in Ello Bello 😉 @ Ello Bello https://t.co/nHOvISFQOt",,excited butterfly stomach hunger adventure without restraint getting lost others eye hot scoop gelato see around ello bello ello bello
2022-03-07 22:44:06+00:00,tcwcs3006,"Continue…
I was worried &amp; i saw a few skeletons &amp; I thought it was a fun fair cuz when I turn left, i saw a big Ferris wheel. Then, a skeleton with no head keep warning me and showing a “NO” sign by the movement of his hands. Then, my friend says he is hungry.
Tbc…",My Own World of Imperfection,continue worried amp saw skeleton amp thought fun fair cuz turn left saw big ferris wheel skeleton head keep warning showing sign movement hand friend say hungry tbc
2022-03-08 05:03:34+00:00,apisulaiman,I'm hungry i need to eat,,im hungry need eat
2022-03-08 10:51:41+00:00,UKRinMAS,"60% of #Ukraine’s agricultural products are exported through seaports.
The closure of ports and the sea by the Russian army threatens the global supply chain of food.
Defending Ukraine also protects the world from hunger and famine.

#StandWithUkraine️ 🇺🇦","Kuala Lumpur, Malaysia",agricultural product exported seaport closure port sea russian army threatens global supply chain food defending ukraine also protects world hunger famine
2022-03-09 15:01:34+00:00,AlannaEloa,Can you please courier to me.. hungry now,,please courier hungry
2022-03-10 03:28:36+00:00,a_naddie,"OMG it's D-day! I'm so excited I'm nervous I'm hungry but I'm too overwhelmed to eat I feel dizzy

Anyways let's listen to the beautiful #StayAlive by #Jungkook (prod by #SUGA of #BTS) while waiting 
@bts_twt",🇲🇾,omg dday im excited im nervous im hungry im overwhelmed eat feel dizzy anyways let listen beautiful prod waiting
2022-03-10 16:03:49+00:00,FxndTaha,Waiting for #MyrideEp7 on GMM25 and this food show is making me hungry and its 12.03am. https://t.co/rp5u4bFdqu,Kampung Chumphon,waiting gmm food show making hungry
2022-03-10 18:02:25+00:00,panadolsandpot,"Fucking high and hungry. But if I move now, bubba and the doggos would wake up and it will become a disaster.",,fucking high hungry move bubba doggos would wake become disaster
2022-03-10 18:02:42+00:00,panadolsandpot,Or maybe I am not hungry. Just bored probably.,,maybe hungry bored probably
2022-03-12 01:11:14+00:00,wisterrya,"@flnrshin Meat and lettuce
Now I'm hungry",Malaysia,meat lettuce im hungry
2022-03-12 03:12:42+00:00,AlannaEloa,"No more restaurant on top of the pool which turn my tummy always hungry. Unfortunately I don't have space this weekend most probably to pamper myself in this pool. Let see tonight/evening/tomorrow morning, after finish my stuffs, if not crowded, maybe 1 hour or 2 swimming just.. https://t.co/gse6PYy7Rp",,restaurant top pool turn tummy always hungry unfortunately dont space weekend probably pamper pool let see tonighteveningtomorrow morning finish stuff crowded maybe hour swimming
2022-03-12 07:04:57+00:00,McNastyPrime,"@NaaMurad Hungry, irritated people? https://t.co/gKGxw5sWBd",Malaysia,hungry irritated people
2022-03-12 07:26:08+00:00,jfkjohan,"Can someone advise me if this image is fake or real? 🙏🏻 I can’t seem to find the article @therakyatpost. If real, I will give a term scholarship to Terengganu’s local council @UKEngMatters. Because #EnglishMatters! 😊

🇬🇧 Can’t solve world hunger, but we can maybe, feed a few? 😊",AirAsia- The World’s Best!,someone advise image fake real cant seem find article real give term scholarship terengganus local council cant solve world hunger maybe feed
2022-03-13 13:27:05+00:00,_vftv,"Our goal is:

✨ To bring a change to the stray’s situation in Malaysia.
✨ To feed the hungry stray dogs and cats around Seremban area.
✨ To contact the nearest shelter to rehome the dogs and cats if they’re in danger.
✨ To build homes for the strays in the future.","Seremban, Negeri Sembilan",goal bring change stray situation malaysia feed hungry stray dog cat around seremban area contact nearest shelter rehome dog cat theyre danger build home stray future
2022-03-13 13:37:01+00:00,AwareSpirit369,Discontent is good. Stay ambitious. Stay hungry. Stay succeeding.,,discontent good stay ambitious stay hungry stay succeeding
2022-03-13 15:52:46+00:00,syncsooya,One thing about being positive is that you cannot go downstairs to make food if you’re hungry and dat sucks,W.A ♡,one thing positive go downstairs make food youre hungry dat suck
2022-03-15 03:53:52+00:00,UKRinMAS,"Russian invaders continue hitting civilian targets in #Ukraine deliberately destroying 🇺🇦 agricultural machinery. 
#FoodSecurity of Europe, the Middle East, SEA &amp; Africa is under threat. 
Defending #Ukraine also protects the world from hunger and famine!
#StopRussianAggression","Kuala Lumpur, Malaysia",russian invader continue hitting civilian target deliberately destroying agricultural machinery europe middle east sea amp africa threat defending also protects world hunger famine
2022-03-16 01:28:02+00:00,rezarazali,"That is definitely one hungry woman that is recently out of quarantine 😅

If you see such pretty receipt print outs those are among the things we do at @SlurpPos https://t.co/YeZcS7yOJF",Singapore,definitely one hungry woman recently quarantine see pretty receipt print out among thing
2022-03-16 11:16:46+00:00,drlimkt19,@fuchsiadunlop You had to tweet every time when I am hungry 🤦‍♂️,Malaysia/Beijing ,tweet every time hungry
2022-03-16 14:45:42+00:00,itsmepetes,Focused Conor trying to prove himself to the World was really something else. I hope he finds that hunger again.,,focused conor trying prove world really something else hope find hunger
2022-03-17 10:13:59+00:00,TheZeeraffe,"Dear @orkibal, I will never inspired to draw without your work. I need more of your time, more of your word, food idea that always make me hungry, and all of your ghost/bedtime story but, this time, I need to let it all go, i'll keep all the love inside me, Thank you ♥️",Metaverse,dear never inspired draw without work need time word food idea always make hungry ghostbedtime story time need let go ill keep love inside thank
2022-03-18 15:49:03+00:00,Mr_DoubleA,"My lips search for your lips
I'm hungry for your touch",Kuala Lumpur ,lip search lip im hungry touch
2022-03-19 00:35:43+00:00,mikeyipdotcom,"3 weeks in… eating only from 12pm to 8pm and only water between 8pm and 12pm. Surprisingly, I don’t feel hungry or have the urge to eat even when I’m in a restaurant with all the food smell teasing me. 

#smallwin https://t.co/Fvu3dHotG8",mikeyip.com,week eating pm pm water pm pm surprisingly dont feel hungry urge eat even im restaurant food smell teasing
2022-03-19 04:58:27+00:00,waniramli13,"And baby, everything that I hv is yours
You will never go cold or hungry
I'll be there when you're insecure
Let you know that you're always lovely
Girl, 'cause you're the only thing that I got right now
One day when the sky is falling
I'll be standing right next to you
#nexttoyou",,baby everything hv never go cold hungry ill youre insecure let know youre always lovely girl cause youre thing got right one day sky falling ill standing right next
2022-03-19 09:28:45+00:00,tenthofjune,"brother: come over, there's bacon fried rice.
Me: OK, after training. (kept self hungry so I can eat after a 3 hour training)
*arrives to collect food*
Brother: oh finish la...
Me: 😔
Brother: Here's some bacon instead. You can go home and cook.
😑😑😑","Klang, Malaysia ",brother come there bacon fried rice ok training kept self hungry eat hour training arrives collect food brother oh finish la brother here bacon instead go home cook
2022-03-19 14:18:23+00:00,chxrmnjy_,Im hungry. What should I eat ? 😅,,im hungry eat
2022-03-20 08:54:27+00:00,farhahdean,Still hungry after lunch. But I’m enjoying this forecast cuz I know what it feels like when loss of appetite strikes so I’m gonna eat more 😋 https://t.co/Mp3TGTDoBs,Malaysia,still hungry lunch im enjoying forecast cuz know feel like loss appetite strike im gon na eat
2022-03-20 13:06:07+00:00,samshafie,"Always Hungry , and not just for food 😛#todaystee https://t.co/hNR8KjFXBg",Kuala Lumpur,always hungry food
2022-03-20 14:00:32+00:00,aliaattirvh,Husband cook nasi goreng at this hour cz wife damn hungry.,"Kedah, Malaysia",husband cook nasi goreng hour cz wife damn hungry
2022-03-21 01:43:40+00:00,Valiantking93,@plumpkiwis Someone's hungry as heck!,Malaysia,someone hungry heck
2022-03-21 12:13:35+00:00,7partsofsoul,"I cried because I was hungry and my ex offered to buy me food but I didn't want whatever it was he was gonna get me then I cried harder when my pillow was wet, because I cried. Yeap I was stupid.",Damansara ,cried hungry ex offered buy food didnt want whatever gon na get cried harder pillow wet cried yeap stupid
2022-03-22 04:30:09+00:00,nurinabelle,I love you but I'm sorry baby I just woke you so I was going back and sleep in late morning and I sleep in the morning and sleep in my sleep and I woke you so late and I'm so tired of it so I'm so hungry,"Sepang, Selangor",love im sorry baby woke going back sleep late morning sleep morning sleep sleep woke late im tired im hungry
2022-03-22 04:37:12+00:00,IzzatZulkanain7,Fuhhh.. my stomach.. hungry..,Malaysia,fuhhh stomach hungry
2022-03-22 10:27:15+00:00,CurryKhoo,"@flowpetri Ya, that part worry me more. Once the food supply chain got disrupted, world can become chaotic. Hungry man, it’s an angry man.","Penang, Malaysia",ya part worry food supply chain got disrupted world become chaotic hungry man angry man
2022-03-22 12:03:48+00:00,FallenKelvin,hungry mouths https://t.co/dCTucHldq0,Kuala Lumpur Federal Territory,hungry mouth
2022-03-22 19:29:24+00:00,Iraairara_,3 am and i cant sleep also hungry,"Kuantan, Pahang",cant sleep also hungry
2022-03-23 05:14:18+00:00,BCS_Restaurant,Head on over to @BCS_Restaurant for some scrumptious BLR meal today. Settle the hunger pangs once and for all! https://t.co/xx9bmRyPvR,"Metro Prima, Kepong ",head scrumptious blr meal today settle hunger pang
2022-03-23 11:02:36+00:00,haseenasyazlin,i’m superrr hungry but the thought of eating makes me feel sick?? yek 😫,"KL, MY",im superrr hungry thought eating make feel sick yek
2022-03-24 07:14:45+00:00,saunitedfc,"SCL 2021 | MW6

Lupakan kisah semalam. 

Sometimes you will lose. Let if fuel your hunger to win. 

For the 3 point, we go again tonight lads! 💪🏻🔥

@kakijersidotcom 
@faselangormy 
#ArenaLegacy
#SCL2021 
#saunited @ MPSJ https://t.co/DjYFO4UKUg",Shah Alam,scl mw lupakan kisah semalam sometimes lose let fuel hunger win point go tonight lad mpsj
2022-03-26 04:53:21+00:00,glennguan,Hungry anybody? #bestnasilemakintown #villageparknasilemak @ Village Park Restaurant https://t.co/4PwzdRYqKI,Malaysia,hungry anybody village park restaurant
2022-03-26 13:54:53+00:00,Radevengers,@ChePuanCoco Coco always hungry 🤤,,coco always hungry
2022-03-27 03:25:10+00:00,_umaraziz,"Breakfast today was #peetzaduh @Therapisthe okonomiyaki pizza quarter moon with two sunny side crispy eggs, a drizzle of @hungry_dugong sauce and honey, and a half made Malaysiano sbb it's sundays with @ProjekDapurUmar https://t.co/n9q2qXYwBV",Kota Damansara,breakfast today okonomiyaki pizza quarter moon two sunny side crispy egg drizzle sauce honey half made malaysiano sbb sunday
2022-03-27 18:19:46+00:00,josieedotcom,"If you’re ever hungry past midnight, watch Shaba Kitchen on TikTok. You won’t be hungry anymore. They literally made GRAPE PASTA 🤢 like what",Malaysia,youre ever hungry past midnight watch shaba kitchen tiktok wont hungry anymore literally made grape pasta like
2022-03-28 04:03:52+00:00,adz_lina,"@thatshotg Can't wait for Ramadhan.We are not hungry we are blessing. Just a month, we have another 11 month to makan makan.",,cant wait ramadhanwe hungry blessing month another month makan makan
2022-03-28 05:50:54+00:00,ChinGR0423,"If you hungry, go to the kitchen, I'll be there - Food","Tamparuli Sabah, Malaysia",hungry go kitchen ill food
2022-03-28 08:05:42+00:00,shammyzzz,when you're sick and hungry but you don't know what to eat,KUL-BKI,youre sick hungry dont know eat
2022-03-28 11:47:34+00:00,babyaemir,I learn that consume Greek yogurt does quell your hunger! It did works,Kuala Lumpur,learn consume greek yogurt quell hunger work
2022-03-29 08:26:17+00:00,afmnurdin,I have a lot of shit to do at work today. But I am so hungry and I feel like eating Sukiya,,lot shit work today hungry feel like eating sukiya
2022-03-30 02:44:54+00:00,mi_yo_yo,Function untuk muslim hungry month ni 😭☝🏻,,function untuk muslim hungry month ni
2022-04-01 04:02:42+00:00,yukoxuan2510,I'm lazy to go out but then I'm scared I won't have food when I'm suddenly hungry 😂😅,Malaysia,im lazy go im scared wont food im suddenly hungry
2022-04-01 04:48:01+00:00,qstnjnnh,im way too sleepy and so very hungry 😭😭😭😭,your mind,im way sleepy hungry
2022-04-01 13:20:49+00:00,drlimkt19,"@freedomhouse @FRANCE24 Freedom House. You should update your definition of freedom. Freedom from hunger, threat of random shooting, having a roof over ones head, not to be exploited by Big Tech, a decent living wage, etc. Freedom most of all is about human dignity.",Malaysia/Beijing ,freedom house update definition freedom freedom hunger threat random shooting roof one head exploited big tech decent living wage etc freedom human dignity
2022-04-03 04:49:36+00:00,muhdanish,Omg I'm already thirsty and hungry 😭,,omg im already thirsty hungry
2022-04-03 07:40:57+00:00,dream_drippy,"@Fleaxyy Im just gonna say that why both of them have ramadan food on there head, legit making me hungry bc i cant eat ;-;","Kuala Selangor, Selangor",im gon na say ramadan food head legit making hungry bc cant eat
2022-04-03 15:08:53+00:00,srhliy,The only moment of silent that i accepted is when you’re so hungry that you kept silent while enjoying your food. Other than that no cuz imma be anxious and awkward 😂,,moment silent accepted youre hungry kept silent enjoying food cuz imma anxious awkward
2022-04-04 17:21:13+00:00,FahimJefri,on my way to kk mart and try khairul aming oat recipe bcs im hungry as fuck rn,,way kk mart try khairul aming oat recipe bcs im hungry fuck rn
2022-04-05 02:32:20+00:00,kusahafiez,"""What do you want for lunch/dinner?""

Just don't.

Decide on what/where yourself, ask if she wants anything.

When she says she isn't hungry, do NOT believe her because she WILL dig her fingers into your meal. Add chicken nuggets or wings, just in case.

Good luck bois.",,want lunchdinner dont decide whatwhere ask want anything say isnt hungry believe dig finger meal add chicken nugget wing case good luck bois
2022-04-05 04:23:49+00:00,nelsOHnels,When I get hungry and tell my body to go tap into my fat reserves instead https://t.co/1zGHoarcFn,Kuala Lumpur City,get hungry tell body go tap fat reserve instead
2022-04-06 03:41:30+00:00,kidchan,"Stay hungry, stay foolish.

“What lies behind us and what lies before us are tiny matters compared to what lies within us”. - Ralph Waldo Emerson https://t.co/SFRMLffG1m",Kuala Lumpur,stay hungry stay foolish lie behind u lie u tiny matter compared lie within u ralph waldo emerson
2022-04-06 06:05:25+00:00,YaBoiQam,ive come to a point where i watch people cook food (bento box) on youtube to succumb with my hunger… im not ok,"Kuala Lumpur, Wilayah Persekut",ive come point watch people cook food bento box youtube succumb hunger im ok
2022-04-06 15:41:56+00:00,AlannaEloa,"Donate to me also, am always hungry in here 😂",,donate also always hungry
2022-04-07 00:07:00+00:00,kamarulbahrin,Air-conditioned forest? Cool thinking but errr can just cross strait to the north or sea to the east and you will get naturally cool forests that capture #carbon rather than energy hungry artificial ones that release em just to chill. #JustSayin #Singapore #ClimateActionNow,Kuala Lumpur,airconditioned forest cool thinking errr cross strait north sea east get naturally cool forest capture rather energy hungry artificial one release em chill
2022-04-07 09:49:55+00:00,fuadhalmy007,"Rooney said man utd needs young and hunger players, God blessed him by sending back Greenwood to the lads 😂","Victoria, Australia",rooney said man utd need young hunger player god blessed sending back greenwood lad
2022-04-08 01:30:25+00:00,farihahrodzi07,It's 9.30am but I think I'm hungry....,,think im hungry
2022-04-08 22:38:53+00:00,a_naddie,I'm hungry for their new music 😭,🇲🇾,im hungry new music
2022-04-09 06:36:01+00:00,phy_lis,@StockPip @EDNYnews He is out on bail pending appeal. That's why he is free roaming like a hungry ghost. Wonder why he still has money left to pay bail. 🤔,Kuala Lumpur,bail pending appeal thats free roaming like hungry ghost wonder still money left pay bail
