Datetime,Username,Text,Location,Cleaned_Tweets
2023-03-28 12:34:05+00:00,zophanem,"Today will probably be my first and last day going to bazaar. Overrated. Mahal. Semua dah taste dah pun.

Sebelum puasa aku aim nak rasa murtabak, roti john, nasi tomato, nasi briyani. All that done. So back to usual great cheap foods in Bangi. Lagi berbaloi :)",Putrajaya,today probably first last day going bazaar overrated mahal semua dah taste dah pun sebelum puasa aku aim nak rasa murtabak roti john nasi tomato nasi briyani done back usual great cheap food bangi lagi berbaloi
2023-03-26 15:50:55+00:00,MohdRidzuanIsa1,"@JKSteinberger you really like to have billions die don't you? bold of you to assume your ilk wont be the first to go. ramping down fossil fuel without a viable alternative would mean no more modern products, no more cheap products across the globe, markedly less food material etc.",kuala lumpur,really like billion die dont bold assume ilk wont first go ramping fossil fuel without viable alternative would mean modern product cheap product across globe markedly le food material etc
2023-03-26 14:27:56+00:00,loz_dude,"@toadmeister As a vegetarian who loves Italian food, I am very happy at this news.
But I suspect that any food producer that uses bugs will find that they are targeting a very small niche market - it will probably appear in cheap snacks first.","Petaling Jaya, Malaysia",vegetarian love italian food happy news suspect food producer us bug find targeting small niche market probably appear cheap snack first
2022-10-15 01:53:08+00:00,AnthonyHere88,@Rjohnching7 Quality Food but Cheap 💯. I hope we have these in MNL.,Muntinlupa City,quality food cheap hope mnl
2023-03-15 04:17:30+00:00,msiarabbitowner,"Maybe when I was younger idk why but Klang really a nice place actually, cheap food, free parking most of the time because MPK is lazy and fewer traffic jams",Malaysia,maybe younger idk klang really nice place actually cheap food free parking time mpk lazy fewer traffic jam
2022-09-19 09:51:15+00:00,Nik4hm4d,Dont blame us for choosing Indonesia or Thailand. This early October I’m driving to BKK again &amp; onwards to Pattaya. Fuel may cost more but food plus accomodations are damn cheap. It’s worth the trip.,"Putrajaya Federal Territory, Malaysia",dont blame u choosing indonesia thailand early october im driving bkk amp onwards pattaya fuel may cost food plus accomodations damn cheap worth trip
2022-07-11 06:22:04+00:00,MARcomOfficial,"yup. i think i'll drive 2 hours back and forth to &amp; from this shop/gerai every meal time (breakfast, lunch, dinner = total 6 hours) to get cheap food. yay",Tamago no Chuushin,yup think ill drive hour back forth amp shopgerai every meal time breakfast lunch dinner total hour get cheap food yay
2022-06-26 16:58:06+00:00,dettol_sprayz,Cheap food 404 not found,Dettol Manufacturing Factory,cheap food found
2022-03-28 08:32:19+00:00,manzlovelinus,this restaurant sell food and drink so cheap 😳🥹😭 https://t.co/7GD9y8fRKW,🇲🇾 x 🇰🇷,restaurant sell food drink cheap
2022-05-27 19:08:55+00:00,avionajo_,I love Penang. I really enjoy the food here coz it's so good and cheap. Guess I'm coming back here again next time for a short vacation ☺💛✨,"Kuching, Sarawak",love penang really enjoy food coz good cheap guess im coming back next time short vacation
2022-10-23 00:39:39+00:00,Nadnarcotic,"I was at uitm shah alam for a year doing my Tesl foundation. Penat betul had to rush everyday sebab my faculty wasn't even at the main campus. Everday had to travel from seksyen 2 to seksyen 17. So I decided for my degree I nak Uni yang tenang, no rush, no curfew, and cheap food.",Naddo's Crib Ipoh,uitm shah alam year tesl foundation penat betul rush everyday sebab faculty wasnt even main campus everday travel seksyen seksyen decided degree nak uni yang tenang rush curfew cheap food
2022-03-06 07:06:44+00:00,elossawp,the bread and food here is quite cheap. I recommend you come here if you're in ipoh https://t.co/s4sRiLC0nT,,bread food quite cheap recommend come youre ipoh
2022-11-13 11:09:39+00:00,emceejason,"@lyssiegab @ushardaniele Not that. I mean, why undertake food running jobs when clearly they know how to make more money than that 😂

Those bikes aren't cheap and food running job alone can't get them enough money to afford it really.

I know I can't afford the things I have now if I work full time 🤣","Kota Kinabalu, Sabah (BKI)",mean undertake food running job clearly know make money bike arent cheap food running job alone cant get enough money afford really know cant afford thing work full time
2022-07-25 05:22:20+00:00,avenfauzi,"Bland, slow service and cheap food. Upperstar holds a soft spot in me and will always be the to-go-food  in KK. https://t.co/jFgpSUyW5C","Kuala Lumpur, Malaysia",bland slow service cheap food upperstar hold soft spot always togofood kk
2022-05-20 01:39:38+00:00,EdwinNurdjajadi,Spoiled for choice! Dunno which to choose for my #breakfast 😅#food quite cheap too &amp; no pork served here #fridaymorning #foodblogger #CostOfLivingCrisis #Sarawak #weekendmood @khalidainie @SimpletonED @PittbullSarawak https://t.co/eUzF0zaNmt,"Kuching, Sarawak",spoiled choice dunno choose quite cheap amp pork served
2022-09-01 11:37:10+00:00,HareenaHans,Spent the afternoon amongst many Harley bikes at Route 77 with the mister...the more I'm around these bikes the more I want to learn riding one of it which mister is against because of how clumsy I am. Also the food there was unexpectedly good. And cheap! 🤣🤣🤣,"Kuala Lumpur, Malaysia",spent afternoon amongst many harley bike route misterthe im around bike want learn riding one mister clumsy also food unexpectedly good cheap
2022-07-10 05:52:36+00:00,AlannaEloa,"Yesterday, after dancing at KLCC. To buy hair care at Sephora KLCC, new colour for hair, DIM at my place. Hopefully cheap, if expansive I need to rethink if I am affordable, else forget is better to save money. Can I withdraw my EPF, Employees Provident Funds again to buy food? https://t.co/Hz9OXZH9Xu",,yesterday dancing klcc buy hair care sephora klcc new colour hair dim place hopefully cheap expansive need rethink affordable else forget better save money withdraw epf employee provident fund buy food
