Datetime,ID,Username,Text,Translated_Tweets,Location
2023-03-04 07:16:27+00:00,1631916496657199104,pmnilamm,"@0rchidr Duduk KL kalau kau leh dpt income lebih 3.5K

Dia antara kau ikat perut or ikat kaki nak jalan2 mana2 🤣😂😂","@0rchidr sitting KL if you can earn more than 3.5k

He is one of you to tie his stomach or to the foot of the road 🤣😂😂",
2023-03-04 05:29:45+00:00,1631889647017271296,aiamir_,"@AnyssRosicky Betoi sis. Sanggup ikat perut, curi curi bernafas sebab nak saving duit bayaq.","@Anyssrosicky betoi sis. Willing to tie stomach, steal breathing for saving money.",ֆօʍɛաɦɛʀɛ օռʟʏ աɛ ӄռօա
2023-03-03 14:26:42+00:00,1631662388742361088,nrdeanna,"Allahu, kenapa wujud manusia macam ni. Dia tahu tak kat luar tuh ramai ikat perut. Dia tak rasa beli beras sekilo untuk tahan 1 bulan.","Allahu, why is a human being like this. He knows that there is no outside of his stomach. He doesn't feel like buying a kilo rice for 1 month.","Kuala Lumpur, Wilayah Persekut"
2023-03-03 05:50:37+00:00,1631532509942153217,lewanjxhnski,"@FaktaBukanAuta sial lah, aku yg ikat perut ni makan maggie je kekadang. Dapat menu rahmah time waktu lunch kt tempat kerja pun dh bersyukur.","@Faktabukanauta damn it, i'm the stomach to eat maggie sometimes. Get the menu of lunch time at the workplace and be grateful.",Witchcraft School of Hogwarts
2023-03-01 13:41:35+00:00,1630926255800582146,tkyolily,"bulan ni kena ikat perut, miskin hina dah ni.","This month is a stomach ache, the poor is despicable.",Malaysia
2023-03-01 06:50:02+00:00,1630822686464303105,noorupawan,lepasni memang kena ada cash. kan tak pasal kena ikat perut😪,Then there is a cash. I don't know about stomach ache😪,"Johor Bahru, Johor"
2023-02-27 09:08:40+00:00,1630132801633910785,syedh4fez,"Hopefully esok gaji. Kalau tak, taktahu lah nak makan apa. Malam ni pun terpaksa ikat perut 😭","Hopefully tomorrow pay. If not, what do you want to eat. Tonight has to be tied up 😭","Petaling Jaya, Selangor"
2023-02-27 08:12:50+00:00,1630118748173787136,kholeed94,"Tadi sy ke JPJ BANGI nk renew lesen, service down. Pastu sy ke pos office, sekali x leh renew sb ade saman. Xleh bantu rakyat ke? Ekonomi tgh teruk nk makan pun ikat perut @anthonyloke","I went to JPJ Bangi to renew my license, service down. I have to go to the post office, once x leh renew sb ade suit. Xleh help the people? The economy is not bad at eating @anthonyloke stomach",Kuala Lumpur City
2023-02-27 07:52:02+00:00,1630113514332516352,noraaalee,"Duit belanja aku seminggu RM 50 je, kalau minggu tu aku kena balik beli tiket bas dah berapa je balance tinggal so minggu tu konfem aku ikat je perut tak makan. Sebab tu laa dulu kurus sangat tak macam sekarang hahaha 😂😂","I spent a week for RM 50, if that week I had to go back to buy a bus ticket for a long time so that week I was in my stomach. That's why it used to be so skinny now hahaha 😂😂","Malacca, Malaysia"
2023-02-26 11:37:07+00:00,1629807772408897542,aweiliwei,@ivor_xianz I know some uni students they really ikat perut on their daily meal to save money.,@ivor_xianz I know some uni students they really tie stomach on their daily meal to save money.,"Kuala Krai, Kelantan"
2023-02-23 08:07:17+00:00,1628667800901554177,macs_aswad,"Tak perlu rasa bersalah, just hormat Diroang and balas jasa baik. Tanggungjawab mak ayah, rasa Bersalah perlu Tapi Jangan sampai ikat perut separuh mati, Itu bodoh orang panggil. Buang la mindset Bila guna duit mak ayah Kita rasa useless. Lain la Kalau dah kerja","No need to feel guilty, just respect and respond to good service. The responsibility of the father, the guilt is necessary but do not get the stomach to die, it is a fool of the call. Throw away the mindset when we use our dad's money useless. Other than that when it comes to work",
2023-02-21 22:26:15+00:00,1628159191067295744,Paniculata16,"Smlm ak mkn kt utm
nasi + sayur1 + sayur2 = rm3.50
Air barli ais rm2.90
Klu nak lg jimat bole mnum air masak je

Ni ak bkn ikat perut ye, Still sdp n knyang gila

Mlm kdg2 aku xmkn, just oat 3 in 1

My point: masih bole dilaksanakan tanpa menggadaikan kesihatan diri","Smlm ak mkn kt utm
Rice + vegetables1 + vegetables2 = RM3.50
Ice barley water rm2.90
I need to save some cooking water

This is not a stomach ache, still sdp n knyang crazy

Mlm kdg2 aku xmkn, just oat 3 in 1

My Point: Still Bole is implemented without paying off personal health","Johor Bahru, Johor"
2023-02-21 15:05:17+00:00,1628048219572957186,MFirdausIqbal,Oh aku automatic ikat perut lah ya? Sebab makan nasi kuah tomyam dengan ayam goreng je dulu 😭,Oh I automatically tie my stomach? Because you eat tomato sauce with fried chicken first 😭,"Primorsk, Erangel"
2023-02-21 14:05:17+00:00,1628033120183410688,yosheema,"Bersyukur sangat sbb masa zaman I belajar for both diploma and degree, tak pernah sampai kena ikat perut bagai. I was comfortable.","Grateful for the time when I studied for both diploma and degree, I never had a stomach ache. I was comfortable.",Tragic Kingdom
2023-02-21 13:23:30+00:00,1628022603683332096,aimshah0509,Dalam otak fikir cepat lah kerja boleh ada duit banyak. Last2 sama juga ada gaji pun ikat perut juga. Begitu lah kehidupan rakyat marhaenn..,In the brain think quickly work can have a lot of money. Last2 is the same as a paycheck too. So is the life of the people of marhaenn ..,"Johor Bahru, Johor"
2023-02-21 11:40:52+00:00,1627996773158625285,ismadLonggaq,"Nasib baik dulu ada tok keramat, tapi sampai sekarang ikat perut tak makan sayur🫠","Fortunately there were Tok Keramat, but to this day the stomach is not eating vegetables🫠",dalam peti ais
2023-02-20 16:07:33+00:00,1627701498145816578,livingchoker,@amnsykrrr The strokes je 🥲 kau tau tk aku dah start mkn sumi ni ikat perut?? 🥹,@amnsykrrr the strokes je 🥲 Do you know I started to start sumi ni stomach ?? 🥹,
2023-02-16 12:31:29+00:00,1626197574683361281,HamzahNazari,"Awak, ahli politik yang nampak sangat berebut kuasa masa orang lain tengah susah, awak yang membazir duit semasa kami ikat perut, rakyat tak semudah lupa macam dulu.
Lagi tepat katakami akan lupa, tapi nanti terbangkit jugak sebab kan sekarang ada internet?","You, a politician who seems to be overwhelming the power of others in the middle of the day, you waste money while we have stomachs, the people are not as easy as forgetting.
What's more is the frightened, but it will arise because now there is internet?",Malaysia
2023-02-14 12:31:41+00:00,1625472848663027713,BorneoBah,"Just do what you have to to my dear PM. Do this now rather then later. Ikat perut kah apa, we need to go through some bumps along the way.","Just do what you have to my dear pm. Do this now rather then later. What a stomach ache, we need to go through some bumps along the way.","North Borneo, Malaysia. Earth."
2023-02-14 01:59:45+00:00,1625313818791510016,aziznorzali_pg,"Fakta 1 - Kisah nabi miskin sampai berpuasa (ikat perut) memang betul. Tapi bukan seluruh kehidupan Nabi begitu kerana Nabi SAW 'ikat perut' tu cuma zaman awal hijrah sahaja.

Malah sebelum Nabi SAW diangkat menjadi Rasul sendiri beliau adalah jutawan.","Fact 1 - The story of the poor prophet to fast (stomach tie) is true. But it was not the whole life of the Prophet because the Prophet (saws) was just the early days of the pilgrimage.

Even before the Prophet (peace be upon him) he was appointed his own apostle he was a millionaire.",Malaysia
2023-02-14 01:59:45+00:00,1625313816157511681,aziznorzali_pg,"Menjadi kaya sering dikatakan tidak selari dengan dengan cara hidup Nabi. Fakta ini selalu disebut-sebutkan:

1. 'Nabi miskin sampai ikat perut'

2. ""Nabi ingatkan sahabat jangan terleka dengan dunia"".

Betul ke fakta ini? Baca thread ini sampai habis 🧵","Being rich is often said to be unmatched in the way of life of the Prophet. This fact is always mentioned:

1. 'Poor Prophet to a belly'

2. ""The Prophet reminds his companions not to be overwhelmed by the world"".

Right to this fact? Read this thread to the end 🧵",Malaysia
2023-02-06 13:30:12+00:00,1622588471796973569,AzraeeMamat,"@jungledweller1 @ArwahMaklampir Teringat masa PKP dulu ada student UM yg anak orang susah, ikat perut dan cuma dapat makan 2 hari sekali. Kerja sambilan takde, mak bapak pun susah. Teringat juga masa belajar dulu, takde duit sampai cari makan sample yg orang buat demo kat supermarket 😓","@jungledweller1 @arwahmaklampir remembers when the CPP had a student who was a poor, stomach ache and only eating once every 2 days. The part -time work is gone, my dad is hard. Remembering the first time studying, no money to find a sample that people did a demo in the supermarket 😓",
2023-02-03 03:27:12+00:00,1621349558289829890,ShafiqTRULLY,Dok bayaq itu ini sekali ada satu terlepas... Terus lari bajet... Jenuh ikat perut lagi sampai nak tunggu gaji... Adehhh...,This dock is one missed ... keep running the budget ... saturated with stomach up to wait for pay ... adehhh ...,PENANG
2023-02-02 20:02:38+00:00,1621237680750338048,n37salim,"Dua tahun pkp kena scam. Rakyat ikat perut sengsara, angkat bendera putih. Yidin @MuhyiddinYassin PPBM parti setahun jagung income ratus² juta mana dpt. @SPRMMalaysia jgn tidur, rumah Yidin byk lg kalau tak caya tanya #anuarmusang 1 Malaysia kena kencing dek sedekah halal mrk.","Two years of CPP to scam. People tie stomachs, lift white flags. Yidin @muhyiddinyassin PPBM party one year corn income hundreds of millions. @Sprmmalaysia do not sleep, the house is not more than asking for #anuarmusang 1 malaysia to urinate their halal charity deck.",
2023-01-31 22:39:59+00:00,1620552500398141440,dirikuboneka,@AisyDahliaa Taknak celebrate 😭. Nak simpan duit nak jalan. Kena ikat perut,@Aisydahliaa taknak celebrate 😭. I want to save money. Got a stomach tie,"Muar, Johor"
2023-01-30 12:14:41+00:00,1620032753826955264,nik_hazry,@ajaibngengsot Takpe..beli mne yg ok..jgn lebih sgt kt kete smpi ikat perut nk byr kete...hahaha..lg cntik ada duit lebih utk enjoy2,@ajaibngengsot takpe..beli mne yang ok..jgn more sgt kt kete smpi stomach nk byr kete ... hahaha..lg cntik has more money to enjoy2,
2023-01-26 14:09:02+00:00,1618611976703447040,farahnaabilah,"Lepas kira2 baru tau komitmen bulanan 2k. Lepas tu ada org sruh beli rumah, pastu ambik medical takaful hibah? Ikat perut lah der mcm tu hahahaha. So nak kena fully cut dekat minyak kereta and makan, jimat bnyak lagi","After the new about 2k monthly commitment. After that anyone who bought a house, had a medical takaful grant? Tie the stomach and der mcm tu hahahaha. So I want to be fully cut near the car oil and eat, save it again",Malaysia
2023-01-23 15:31:33+00:00,1617545578464038913,smsyf_,Kau dtg dri family kaya kot tu kau boleh menyimpan. Aku pun masa study tak dpat nak menyimpan. Ikat perut jgak lah masa study. Bukannya mcm bekerja yg dpat duit setiap bulan. Soo kau kena faham lah partner kau tu maybe dia ada kepentingan lain masa dia study,You're in a family -rich family you can keep. I didn't even want to save time. Tie stomach is not the time of study. It's not like you work every month. Soo you have to understand that your partner maybe he has another interest when he studies,"Keluang, Johore"
2023-01-19 06:54:05+00:00,1615965803056365570,yeolahv,"Kalau dia hidup sorang pun sampai kena ikat perut, bahaya woo","If he lives even a stomach upset, it's dangerous to woo",Malaysia
2023-01-10 14:58:47+00:00,1612826291530764289,wantogey,"Setelah membayar segala komitmen, kena ikat perut sikit. Tapi saya bukan sejenis awal bulan enjoy, saving dulu. Ada lebih baru enjoy. Tak macam kawan kawan, awal bulan enjoy tak ingat dunia. Hujung bulan nasi bujang share dua orang 😂","After paying for all the commitments, you have a little belly. But I'm not the beginning of the beginning of the month, saving first. There are more new enjoyers. Not like a friend, the beginning of the month enjoys not remembering the world. The end of the month of Single Rice Share two people 😂",Penang
2023-01-09 11:56:09+00:00,1612417943081750530,hisyfx,Aku nie cukup2 makan je. Ada duit lebih sikit je nk simpan. Dpt bagi kat family sikit oke la. Aku ikat perut sikit pun Takpe. Nk settle mana patut je bukan Payah mana pun,I have enough to eat. There is a little more money to save. It can be a bit of a family. I knocked on my stomach a little. Nk settle which should be not any,KUL-JHR
2023-01-06 14:51:51+00:00,1611374993769902085,ujstephen,Dah kena belajar ikat perut balik lepas ni ☺️,You have to learn the stomach back then ☺️,"47130, MY"
2022-12-30 09:58:34+00:00,1608764472981848065,urfavcatsitter,Ada tak ehailing yg murah sikit selain grab. Koyak mat asyik ikat perut ni,There is no cheap ehailing other than grab. Korn Mat keeps this belly,subang
2022-12-27 18:10:23+00:00,1607801080246865920,_Fjayyy,Waktu budak2 dulu selalu lepak cc kt kajang deret kedai czip lee tu. Sanggup ikat perut nak lepak cc main ni 😂,When the kids used to be CC in the czip lee shop. Will be able to tie the stomach to hang out with this cc main 😂,"Kajang, Selangor"
2022-12-26 14:02:47+00:00,1607376381041872897,_alissyaibrhm,Tp cem biasalah mak kita asyik2 bandingkan kita dengan cousin2 yg lain mampu beli kereta cantik2. And kita pulak pakai kereta buruk2. Nak tengok anak dia ikat perut ke tiap bulan? 🥹🥹😭,But it is not always our mom to compare us with other cousins ​​can buy beautiful cars. And we're using bad cars. Want to see her son tie stomach every month? 🥹🥹😭,Malaysia
2022-12-25 23:30:54+00:00,1607156962738982912,azfar_yusof,@StiltskinMan @chedetofficial Tun M suruh ikat perut terus.. 🤡 https://t.co/42KqjXYTAV,@StiltSkinman @chedetofficial Tun M asks for a stomach upset .. 🤡 https://t.co/42kqjxytav,kuala lumpur
2022-12-22 07:48:16+00:00,1605832580376322049,MalyaGhazali,"Zint is one of the best pls!!!!!!! Love Zint so much back then, sanggup ikat perut simpan duit belanja sbb nak beli kat 7e 😂","Zint is one of the best pls !!!!!!! Love zint so much back then, willing to tie the stomach to save money to buy it at 7e 😂",
2022-12-20 11:50:43+00:00,1605168818091102210,_alissyaibrhm,"Aku pon tak suka paw2 orang, if orang tu sendiri ikat perut nak makan. Dia nak bagi, bagilah. Taknak bagi sudah. Taknak paksa.","I don't like paw2 people, if people themselves tie my stomach to eat. He wants to share it. Don't want to. Don't be forced.",Malaysia
2022-12-18 08:00:04+00:00,1604385996312698882,latabayu,"Bukan PN takut..yg takutnya org BN. Kena ikat baru selesa demi perut sendiri, gadai prinsip. Btw dato' tak  pernah menang dlm semua PRU..ada rahsia x","Not afraid..you are afraid of BN. New ties are comfortable for your own stomach, mortgage principles. Btw dato 'never won in all the general election..it's a secret x","Melawati, KL"
2022-12-18 07:18:15+00:00,1604375472527507457,SayaAshaari,@AimanFndi Haha ikat perut  😆,@Aimanfndi haha ​​belly 😆,"Kuala Lumpur, Malaysia"
2022-12-18 04:53:13+00:00,1604338976562638850,farra_frank,Dah seminggu tak kerja. Ikat perut la dis month ya farah.,It's been a week since I've worked. Tie the stomach la dis month ya farah.,"Petaling, Selangor"
2022-12-16 19:12:29+00:00,1603830441831567360,nick_amirrul,"@lady_bugg11 Yela daripada terbiar cmtu baik penuhkan dgn program agama. Dah la baru renovate RM30j, sampai hati kau din pagoh bazir duit sebanyak tu ikut selera kau dikala rakyat tengah susah, ada yg xmakan, student ikat perut, zalim memang zalim. Kau jawab la dekat akhirat nanti","@lady_bugg11 yela from the idle cmtu is good to fill in religious programs. He has just renovated RM30j, until you have the heart of the money that is worth the taste of your people when the people are in the middle of the day, there are some, the student of the stomach, the cruelty is cruel. You answer near the hereafter","Kuala Terengganu, Terengganu"
2022-12-16 07:00:49+00:00,1603646309499826176,yeolahv,Awal-awal dah cari partner high maintenance tapi nak harapkan dia ikat perut dengan kau one day susah juga,Earlier to find a high maintenance partner but I want to expect her stomach with you one day too,Malaysia
2022-12-15 18:32:41+00:00,1603458038551416832,nick_amirrul,"@macanhitam @lady_bugg11 Setuju! Attack kaw2 biar sampai kena banned.

Giler RM100k. Rakyat kais pagi makan pagi ada tu sampai tak makan, student sampai ikat perut, dapat kat puak2 ni tabur RM100k mcm tabur dedak babi je","@macanhitam @lady_bugg11 Agree! Attacks to get banned.

Giler RM100k. The people of the morning breakfast are there until they eat, the student to the stomach, it is possible to sprinkle the rm100k mcm pork sprinkle","Kuala Terengganu, Terengganu"
2022-12-14 13:14:54+00:00,1603015676834512896,rizree87,"1 kali tengok macam menarik...
2 kali tengok terus terbeli.. offer puyer pasal.. Nice giler PLATE CRISTAL by NACHTMANN ini.. 😍😍  Ikat perut lah mcm ini hahaha... 🤭 🤭 https://t.co/eMQVk8RDk6","1 time look like interesting ...
2 times look at it .. Offer Puyer Article .. Nice Giler Plate Cristal by Nachtmann .. 😍😍 Tie stomach mcm this hahaha ... 🤭 🤭 https://t.co/emqvk8rdk6","Kuala Lumpur, Wilayah Persekut"
2022-12-14 06:09:16+00:00,1602908561092542464,hulianameseztor,Tengok orang renovate rumah rasa seronoknyaaaa ..iuolss kena ikat perut ahh gini,See people renovating the house feels fun ..,Malaysia
2022-12-13 09:55:41+00:00,1602603155573047296,Badmintonfans__,"Sanggup ikat perut nak beli ni. Macam manalah boleh percaya produk gini 🤣
Dah graduate dah pun. In the end, semua atas usaha sendiri. Xperlu ubat2 ni🙃","Will be able to buy this stomach. How can you believe this product 🤣
It's been a graduate. In the end, all for your own efforts. Xperlu medicine ni🙃",Malaysia
2022-12-12 08:47:01+00:00,1602223487220912128,kiddiepax,"If there's one thing you need to know about me, i can buy gold suddenly without reason. I can ikat perut, berkira on all the other things but for gold, i can suddenly just put aside some budget. Haha.","If there's one thing you need to know about me, I can buy gold suddenly without reason. I can tie my stomach, count on all the other things but for gold, I can suddenly just put aside some budget. Haha.",
2022-12-11 11:16:30+00:00,1601898717531246592,rizree87,@HlmiHnfi Yasszaa ikat perut dgn masakan katanya..,@Hlmihnfi yasszaa stomach with cooking he said ..,"Kuala Lumpur, Wilayah Persekut"
2022-12-09 13:10:59+00:00,1601202750075043844,YasiyaElle,"@imagishary Nasi goreng bajet: nasi putih, bawang &amp; garam sahaja. Tak lama nanti kena darah tinggi kalau menu nasi goreng Ahmad Maslan ni sebab nak ikat perut","@imagishary Budget Fried Rice: White Rice, Onion & amp; Salt only. Soon it will be high blood pressure if Ahmad Maslan's fried rice menu is because you want to tie it up",Malaysia
2022-12-09 06:25:12+00:00,1601100632941002752,Nurinayo,"Someone: nurin ni concert dia ada duit makan pun dia ada duit. Dia stabil. Mana dia dpt duit pun tak tahu.

NYAHHHHHH AKU PUN IKAT PERUT KUMPUL 🤡","Someone: Nurin this concert he even has the money he has money. She's stable. No matter how much money he doesn't know.

Nyahhhhhh I also have a stomach ache 🤡","Kuala Lumpur, Wilayah Persekut"
2022-12-08 09:15:15+00:00,1600781038183411712,mailmokhtar,"G mampus laa org nak ckp apa pon, org xtahu apa aku hadap. Elehh nak promote palapes la tu, tapi klau benda tu bole bagi kau duit kau xkena ikat perut why not kau join? Kurang2 xpyah nak tweet mention kau kena ikat perut mat.","I don't want to know what to do, what I have to do. You want to promote the palapes, but the thing is for you to make your money on the stomach why you don't join? Less xpyah wants to tweet you to have Mat's stomach.",Malaysia
2022-12-07 05:41:14+00:00,1600364790584860674,miuju,@jimachia Ikat perut pon belum tentu boleh beli hahahha 😭,@jimachia belly pounds can not buy hahahha 😭,
2022-12-06 08:56:05+00:00,1600051442169135104,EhhhFaraa,Loan rumah naik lagi dalam masa xsampai sebulan. Kene ikat perut la ni,The house loan goes up again within a month. Here is the belly of this,ᗩᗰᑭᗩᑎG
2022-12-06 04:31:55+00:00,1599984958990610433,beryls_,"Lepas settle balik Kelate nanti, dah boleh start ikat perut 👍🏼 Tak boleh nak makan sedap as always, wayang semua no no okieshhhhhh...","After settling back on the kelate, you can start stomach ties 👍🏼 Can't eat tasty as always, movie all no okieshhhhhh ...",Kuala Lumpur Federal Territory
2022-12-04 15:10:20+00:00,1599420846334185473,hvymin,"Jarang la makan sedap , kami banyak ikat perut 😂 sekali sekala @vnnbow_ . Tpi nais ah mkn sini . Hrga pun nais gak 🤣 https://t.co/ebeZUMBFIi","Rarely do we eat tasty, we have a lot of stomach ties 😂 once in a while @vnnbow_. But it's not here. Hrga is not 🤣 https://t.co/ezumbfii","Kota Kinabalu, Sabah"
2022-12-03 00:30:24+00:00,1598837015654825984,purpinkledays,Tak pernah susah masa belajar ade byk kemudahan mak ayah sediakan..tak pernah rasa ikat perut..moga ALLAH kurniakan syurga tanpa hisab utk mak ayah yg bkorban utk keselesaan ank ank..moga ALLAH beri kesempatan yg lebih lama utk mbalas budi kedua2 nya aminn yra❤️,Never having a hard time studying with the convenience of my father's preparation ... never feeling a stomach ... may Allah give him a paradise without hisab for a father who sacrificed for the comfort of ank ... yra❤️,"rivervale,perth wa"
2022-12-02 07:58:15+00:00,1598587336237121537,yudaareni,@jules12anne Paling ingat terpaksa ikat perut makan nasi dengan kuah jak sebab duit habis beli barang main 🥲,@Jules12anne most remembers having to tie stomachs to eat rice with sauce because money is running out of money 🥲,Putrajaya
2022-12-01 10:30:22+00:00,1598263226738671616,ayunisalman,"Masa kami tengah tak cukup, makan pun nak bercatu kena ikat perut, takde pun tanya khabar kami macam mana. Anak kami cukup makan ke tak. 
Time kami dah senang, bukan main lagi call “tak call aku pun sekarang”. Tak pun, main order itu ini kat laki aku. Ehhhhhhhhhh","In the middle of the day we were not enough, even eating to get a stomach ache, no matter how much we heard. Our son is enough to eat.
Our time is easy, it's not a call to call ""Don't call me now"". No, playing this order is my man. Ehhhhhhhhhhhhh","Johor Bahru, Johor"
2022-12-01 04:38:45+00:00,1598174739331428352,annarosemy,Kena ikat perut kejap 😪,Stomach ties 😪,Kenya
2022-11-30 08:43:42+00:00,1597873997525716993,TheyCallmeMsAnn,@intanraihan Tulah xde istilah lapar klo engineer kena ikat perut. Belom lagi kena ada kenderaan sendiri. Lol,@intanraihan plague xde The term hungry engineer has a stomach ache. Not to have your own vehicle. Lol,"Sarawak, Malaysia"
