Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Translated_Tweets,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
28/2/2023,Nrynia,146814510,naaelena786,1.57E+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@naaelena786 kau x lapar klu tak boleh abiskan sebiji apple https://t.co/sxv6ty904x,@naaelena786 you x hungry you can't finish an apple https://t.co/sxv6ty904x,,,,1.63E+18
28/2/2023,D!,1.17E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kalau lapar, jangan tweet","If you are hungry, don't tweet",,,,1.63E+18
28/2/2023,syer✨,289327784,fasyahrh,266806145,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@fasyahrh So far tak pernah makan ubat2 lagi. Tapi yang kononnya meal replacement penah la try. Lapar jugak! Baik makan proper meal, yg cukup nutrients lagi better and kenyang lama","@fasyahrh so far never eat medicine anymore. But the supposedly meal replacement is a try. Hungry too! Good eating proper meal, enough nutrients are better and full",,,,1.63E+18
28/2/2023,Abg Bae??,1903557152,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Omg dayah, roti kosong 2 keping td mampu bertahan selama 1 jam stgh je ke???skrg sy dah lapar balik???? anak ibu ke ibu yg kelaparan ni????‍????","OMG Dayah, 2 pieces of empty bread can last for 1 hour to ??? HOW TO MAKE THIS MOMENT ???? ‍ ????",,,,1.63E+18
28/2/2023,꧁???? ???????? ?? ?????????? ????꧂,1955437502,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ᴬʷᵃˡⁱ ᵖᵃᵍⁱ ᵈᵉⁿᵍᵃⁿ ˢᵃʳᵃᵖᵃⁿ, ᵏᵉʳᵃⁿᵃ ᵏᵉˡᵐᵃʳⁱⁿ ᵃᵏᵘ ᶜᵘᵇᵃ ᵈᵉⁿᵍᵃⁿ ˢᵉⁿʸᵘᵐᵃⁿ ʲᵃᵐ ¹⁰ ˢᵘᵈᵃʰ ˡᵃᵖᵃʳ.
#assalamualaikumdunia
#selamatpagikamukamudankamu","ᴬʷᵃˡⁱ ᵖᵃᵍⁱ ᵈᵉⁿᵍᵃⁿ ˢᵃʳᵃᵖᵃⁿ, ᵏᵉʳᵃⁿᵃ ᵏᵉˡᵐᵃʳⁱⁿ ᵃᵏᵘ ᶜᵘᵇᵃ ᵈᵉⁿᵍᵃⁿ ʲᵃᵐ ¹ ¹ ¹ ˢᵘᵈᵃʰ ˡᵃᵖᵃʳ.
#Assalamualaikumdunia
#SAMPIKAGIKAMUKAMUKKUKUKU",,,,1.63E+18
28/2/2023,TwinKitty????,86080967,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Breakfast org sakit, yg sihat ni tgk lapar la pulak?? https://t.co/dyY0QYydJO","Breakfast org is sick, is this healthy not hungry la pulak ?? https://t.co/dyy0qyydjo",,,,1.63E+18
28/2/2023,ชา,416155460,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sampai semalam terus pengsan ahahha lepas tu bangun this morning terus lapar ??,Until last night he fainted ahahha after waking up this morning was hungry ??,,,,1.63E+18
28/2/2023,??,716616572,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2 pagi kau lapar ye nana ?????? huaa!,2am are you hungry ye nana ?????? Huaa!,,,,1.63E+18
28/2/2023,haniff_,1.62E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nak tidur tapi lapar ???,Want to sleep but hungry ???,,,,1.63E+18
28/2/2023,Juani Ari Go ????,157004175,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lama tak kanyo...terus lapar ni...rosak IF aku mcm ni ????,Long time no ... kept hungry ... damaged if i was mcm ni ????,,,,1.63E+18
28/2/2023,Fawwaz Anuar,66392206,yoomathambar,1.31E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@yoomathambar Betul tuan, biasa kalau lapar sangat cari based ikan dan seafood je kalau tempat susah cari makanan halal ni. Last time pergi Philippines bantai makan buah sehari je tahan. Ketor tangan nak nasi.  Haha","@yoomathambar is right sir, it is common for hungry to find fish and seafood if it's hard to find this halal food. Last time it went to Philippines to eat fruit a day. Ketor hands want rice. Haha",,,,1.63E+18
1/3/2023,Lisa Del Rey,1.62E+18,nnurlisa14,1.62E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","And aku tak tahu sebenarnya aku dpt kerja dekat pipeline dulu atas sbb aku sendiri atau sebab doa daripada anjing yang lapar tu. Maybe betul cakap ibu, kita buat baik, pada manusia atau binatang, akan ada ganjaran yang baik walaupun kita tak tahu ganjarannya apa.","And I didn't know that I could work near the pipeline first as my own or because of the prayer of a hungry dog. Maybe it's right to say mom, we do good, to humans or animals, there will be good rewards even if we do not know what rewards.",,,,1.63E+18
1/3/2023,Lisa Del Rey,1.62E+18,nnurlisa14,1.62E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Actually aku tak ingat pun aku dpt kerja lepas bagi anjing lapar makan. Tp aku ingat la yang aku tgh makan kfc, then ternampak anjing tgh lapar cari makanan dekat tong sampah tp takda langsung anything y dia boleh makan. So aku keluar bawak seketul ayam pergi cari dia, bagi mkn.","Actually I don't even remember that I could work after a hungry dog. But I remember that I had to eat KFC, then saw a dog hungry to find food near the trash but didn't have anything to eat. So I came out with a chicken and went to find him, for me.",,,,1.63E+18
1/3/2023,Lisa Del Rey,1.62E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hari ni berhabis 250 beli brg kucing. Pahtu ngomel ngomel dlm kereta. Then ibu ckp, 

""tak apa la sedekah dekat kucing. Kucing doa kat kakak. Dulu kakak ingat tak kakak bagi anjing lapar makan dekat tepi jalan, esoknya terus dapat kerja dekat pipeline.""","Today is 250 buy cats. Pahtu nagging in the car. Then mom ckp,

""It's okay for a cat near a cat. The cat is praying to the sister. I used to remember that you didn't have a hungry dog ​​to eat near the road, tomorrow he continued to work near the pipeline.""",,,,1.63E+18
1/3/2023,Nurhanis Mahirah,199317567,,-1,in,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",Lapar (@ Damascus BBQ in Kuala Lumpur) https://t.co/hBr1wmejMu,Hungry (@ Damascus BBQ in Kuala Lumpur) https://t.co/br1wmejmu,3,102,,1.63E+18
1/3/2023,syafiq safii ????????,9.67E+17,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Selalu tido lambat ni..selera makan lain mcm ye?? kejap je lapar balik,Always slow down..that is another meal mcm ye ?? See you hungry back,,,,1.63E+18
1/3/2023,Ayumi,306118965,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sejuk dan lapar,Cold and hungry,,,,1.63E+18
1/3/2023,crygurl????,1.44E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kalo sakit perut kaya lapar, perih gitu padahal udah makan kenapa yah? berasa lapar udah ga makan berhari hari pdhl baru aja makan","If you have a hungry stomach ache, it's about to eat why? Feeling hungry has not been eaten for a day of PDHL just eating",,,,1.63E+18
1/3/2023,TASHA,99759044,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Laparnya. Tiap jam lapar ??,Hungry. Every hungry hour ??,,,,1.63E+18
1/3/2023,?? ?? ?? ?? ?? ?? ?? ??‍☠️,94295744,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar woi.,Hungry woi.,,,,1.63E+18
1/3/2023,ZeaKavinsky,494679857,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hujan tapi aku tak rasa lapar dari tengahari tadi, pelik ?? kalau hari hari mcm ni bagus, turun berat cepat ??","It's raining but I didn't feel hungry from noon, weird ?? If this day is good, you lose weight fast ??",,,,1.63E+18
1/3/2023,ش,950348179,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar tp xtahu nk mkn apa akhirnya ku pilih subway,Hungry but not what I finally chose Subway,,,,1.63E+18
1/3/2023,Diy,270290995,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lapar tapi tak selera makan is the worstt,Hungry but not appetite is the worstt,,,,1.63E+18
1/3/2023,Sirius BLVCK,9.43E+17,adikdiala,1.19E+18,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@adikdiala Tengok makanan sedap2, lapar pulakkk","@adikdiala see delicious food, hungry pulakkk",,,,1.63E+18
1/3/2023,ألدو ريتشاردو,777860563,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1 jam baru sampe rumah langsung ajak keluar makan karena lapar ?? https://t.co/tIhNqC02eJ,1 hour new home immediately invite to eat because of hungry ?? https://t.co/tihnqc02ej,,,,1.63E+18
1/3/2023,Teera,270426836,teeraflyhearty,270426836,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tapi saya lapar oredi,But I'm hungry oredi,,,,1.63E+18
1/3/2023,شَوخِي رجب????,1168287348,,-1,in,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Lapar (@ Bandar Utama Batang Kali in Batang Kali, Selangor) https://t.co/rzU3HyITnB https://t.co/WqmRK2G4fQ","Hungry (@ Bandar Batang Kali in Batang Kali, Selangor) https://t.co/rzu3hyitnb https://t.co/wqmrk2g4fq",3,102,,1.63E+18
2/3/2023,?? ?? ?? ?? ?? ??,1.36E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Susah nak dapat, kalau dapat pun harga bukan main Yahudi. Coklat nya seciput! Hujan asyik lapar je, dah macam-macam benda aku telan ni ?? Lari Balik kampung kejap, nak release….. https://t.co/MpeedBMo70","It's hard to get it, even if the price is not a Jewish price. The chocolate is as good! It's raining hungry, so many things I have to do ?? Run back to the village, to release… .. https://t.co/mpeedbmo70",,,7,1.63E+18
2/3/2023,d.k,1.32E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Sampai sampai lapar tapi tak tahu nak order ape ??,Until hungry but don't know how to order ape ??,,,,1.63E+18
2/3/2023,Akmal Ahmad,1024918909,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pun boleehhh... Macam2 hal la korang ni.. ??
.
*COAST GUARD MALAYSIA -OPS HELANG*
Si Rima Lapar Noooo....Awat tak Bawa Bekal Tadi⁉️
.
#jom Attack Attack Attack ‼️Coast Guard: OPS Helang...MASIH lagi di Pawagam ??
.
@coastguard_film 
@malaysia_coastguard 
@primeworksstudios.film https://t.co/gdgs3XQ5HZ","Pun boleehhh ... how to do this .. ??
.
*Coast Guard Malaysia -Ops Eagle*
The hungry rhyme noooo ....
.
#Jom Attack Attack Attack‼ ️Coast Guard: Ops eagle ... Still in theaters ??
.
@coastguard_film
@malaysia_coastguard
@PrimeWorksStudios.film https://t.co/gdgs3xq5hz",,,,1.63E+18
2/3/2023,????????Azril Rozali,128834008,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Greek yogurt bgs sbb kandungan proteinnya double berbanding yogurt biasa. Bantu kawal rasa lapar. Karbohidrat juga pula rendah. Bleh di ambil sbg pre workout meal (15 minit sblm). Tingkatkn metabolisme bdn. Good bagi yg mula nk turun berat.

RT, follow saya untuk more tips kurus https://t.co/R3B1mBU7hj","Greek yogurt bgs as the protein content is double compared to normal yogurt. Help control hunger. Carbohydrates are also low. It is taken as a pre workout meal (15 minutes before). Level metabolism bdn. Good for those who start to lose weight.

Rt, follow me for more skinny tips https://t.co/r3b1mbu7hj",,,398,1.63E+18
2/3/2023,zahraisa89,370731471,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Saya lapar tp sy malu nk makan kenduri sorang².. please sape nk teman ni ??,I'm hungry but I'm embarrassed to eat a feast .. please sape nk this friend ??,,,,1.63E+18
2/3/2023,????????حافظ الدين,1735598659,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Baru masuk kerja. Lapar Sudah ??,Just got to work. Hungry already ??,,,,1.63E+18
2/3/2023,BaMbEeNo,1.46E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar terok??‍??,Hungry hungry ?? ‍ ??,,,,1.63E+18
2/3/2023,حَانيم,547374407,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bila lapar tapi tak dapat makan sbb sore throat. 

Nikmat kesihatan yg baik adalah nikmat yg paling berharga??","When you are hungry but can't eat as long after the afternoon.

Good health is the most precious favors ??",,,,1.63E+18
2/3/2023,Nur ????✨,309746437,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lapar lahh siott ???? breakfast tak sempat ??,Hungry lahh siott ???? Breakfast didn't have time ??,,,,1.63E+18
2/3/2023,Dettol Disinfectant Spray,3020171880,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ngidam lagi ni naskan @ Raihana Kenwinston. Lapar. Masih demam2 sikit. Mana peduli.,This craving again has @ Raihana Kenwinston. Hungry. Still a little fever. Where to care.,,,,1.63E+18
2/3/2023,???? Abdullah Fikri,59743021,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Antara perkara yg dapat menjimatkan perbelanjaan makan aku adalah sarapan berat yg murah.

Iaitu telur ayam kampung 2 biji dan kopi untuk bertenaga. Ikut la nak masak penuh atau separuh masak. Makan 2 biji insyaAllah tak rasa lapar sampai tengahari.","One of the things that saves my eating expenses is a cheap breakfast.

Which is 2 village chicken eggs and coffee for energetic. Follow it to cook full or half cooked. Eat 2 inshaAllah beans not hungry until noon.",,,,1.63E+18
2/3/2023,Abu Husnadhra,70351445,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mulakan pagi anda dengan sarapan, sebab saya dah cuba mulakan dengan senyuman. Jam 10pagi dah lapar https://t.co/NilKklP1iW","Start your morning with breakfast, because I tried to start with a smile. 10am is hungry https://t.co/nilkklp1iw",,,,1.63E+18
2/3/2023,kimiskyper,1.26E+18,SkyperKimi,1.26E+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jOE9991989999 @CrackHeadzKL @syzwncdm @AminNurazmi @GrabMY ... lain then pada masa sama que. ??? If betul2 nak sngt dpt order sambil makan
 At least say "" sorry encik, boleh tk encik tunggu sebentar, saya tengah makan sebb lapar sngt"". Simple as that","@joe9991989999 @crackheadzkl @syzwncdm @aminnurazmi @grabmy ... Other then at the same time. ??? If you really want to order while eating
 At least say ""sorry, you can wait a little while, I'm eating a hungry hungry"". Simple as that",,,,1.63E+18
2/3/2023,kimiskyper,1.26E+18,jOE9991989999,1.43E+18,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jOE9991989999 @CrackHeadzKL @syzwncdm @AminNurazmi @GrabMY Pada pendapat saya , betul la driver tu yang salah. If you really ""ready"" to start your work. Then baru online then que. If nak buat benda lain, tak kisah la apa2 pun. If lapar ? Then offline and stop que. Pergi makan dulu, dh hbis makan baru masuk que. Ini tak, tengah buat benda","@joe9991989999 @crackheadzkl @syzwncdm @aminnurazmi @grabmy In my opinion, that's right the driver is wrong. If you really ""ready"" to start your work. Then just online then que. If you want to do something else, it doesn't matter what it is. If you are hungry? Then offline and stop que. Go eat first, Dh Hbis eats new to Que. This is not, in the middle of doing things",,,,1.63E+18
2/3/2023,NurHidayahHanafi,214383246,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aku dah la postcall. Lapar nak breakfast turun la cafe. Ni pebenda sambal dengan daging masak hitam pedas namampos. Ya ampunn nak bunuh orang ke apa ?? 

Rm6.50. https://t.co/67y5t7z5O7","I'm a postcall. Hungry to breakfast down the cafe. This is a sauce with spicy black meat. What do you want to kill people ??

RM6.50. https://t.co/67y5t7z5o7",,,,1.63E+18
2/3/2023,my,2441731110,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tak pernah sakit sampai takde selera makan. Demam kalini kenapa ek. Aku stress tau perut aku lapar tapi aku tak boleh nak makan sampai kenyang. Baru 2 3 suap dah tak boleh makan lagi dah. Stress tahu tak.,It never hurts to have no appetite. Fever this is why. I stress my stomach hungry but I can't eat until full. New 2 3 bribes can't eat anymore. Stress knows.,,,,1.63E+18
2/3/2023,ayaa,1.43E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ajg perut gue sakit bgtt plus lapar jg :( emg bnr kata doi “klo malam mamnya gble banyak biar pagi bangun bobo perutnya ga kesat”,"Ajg stomach hurts to get hungry jg :( emg bnr says ""klo night mamnya gble a lot to get rid of his stomach ga""",,,,1.63E+18
2/3/2023,ɴ ᴀ ʙ ɪ ʟ ᴀ ????,89678248,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bangun sbb salin pampers & bagi susu. Lapar pulak,Wake up to copy pampers & milk. Hungry,,,,1.63E+18
2/3/2023,Raja Fasola ??????,3186592758,sekeping_idan,3186592758,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@XavierNaxa @ConfessTweetMY Kalau bukak table explain/cerita situasi kewangan kita,silap2 member yg ada lebih tu boleh collect pulak bgi pakai, tpi klo member still x faham, tunjuk fak then maki, kne cas kedekut pn pgi mampos, yg lapar nnti kita.","@Xaviernaxa @confesstweetmy If you open a table explain/story of our financial situation, the members of the existing member can collect the use, but the member still understands, shows the faking then, then the stubborn pn is so hungry, we are hungry.",,,,1.63E+18
2/3/2023,Cattleya??,1005651937,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kul 1 pagi hujan lapar ??‍??️ https://t.co/OisVYzU1Ou,Kul 1 am hungry rain ?? ‍ ?? ️ https://t.co/oisvyzu1ou,,,,1.63E+18
2/3/2023,Ayumi,306118965,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dah makan pun masih lapar teruk ya,It's still hungry,,,,1.63E+18
3/3/2023,it’s me Marou,58438087,Dodiiey,8.51E+17,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Dodiiey harap esok tak hujan. pergi awal, masuk awal lapar nanti ??‍??","@Dodiiey hope tomorrow will not rain. Go early, get in the early days of hungry ?? ‍ ??",,,,1.63E+18
3/3/2023,Itsme_thatshim,1.26E+18,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4 minit lagi ke pukul 11pm, dan perut aku pon mengadu dia lapar.

????‍♂️","4 minutes left at 11pm, and my stomach complained that he was hungry.

???? ‍♂️",,,,1.63E+18
3/3/2023,jimi,2909942172,nrfaliaa,569671215,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@nrfaliaa tengok maggi ni mcm sedap pula pastu mcm lapar pula https://t.co/Q6A0iExqMH,@nrfaliaa see this maggi mcm tastes good to hungry https://t.co/q6a0iexqmh,,,,1.63E+18
3/3/2023,Dini.dy,1.58E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cara elak terlebih makan waktu mlm..

1. Snacking ptg never miss
2. Minum air kosong sebelum & selepas dinner
3. If dah habis dinner tp still lapar, boleh snacking dgn buah

Mkn mlm bukan punca gemuk, tp mkn berlebihan yes punca gemuk ??","How to avoid eating more time ..

1. Snacking ptg never miss
2. Drink empty water before & after dinner
3. If you have finished dinner but are still hungry, can snacking with fruit

MKN MLM is not the cause of fat, but it is too much for the fat ??",,,,1.63E+18
3/3/2023,Dini.dy,1.58E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sebab perlu elak makan lewat malam utk turun berat badan: 

1. Kalori intake yg berlebihan di siang hari
2. Kurang bersenam
3. Tak sesuai bg yg low body metabolism 

If still lapar after dinner, boleh snacking dgn buah atau protein bar.","Because it is necessary to avoid eating late at night to lose weight:

1. Excessive calorie intake during the day
2. Less exercise
3. Not suitable for low body metabolism

If still hungry after dinner, it can snacking with fruit or protein bar.",,,,1.63E+18
3/3/2023,????Azreen™????,2986317444,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nak diet tp lapar??,Want to diet but hungry ??,,,,1.63E+18
3/3/2023,suga sexy,2613416196,ThiaNadra95,2613416196,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aku kalau lapar, mmg mudah badmood lagi lagi bab makan.","If I am hungry, it's easy to badmood again about eating.",,,,1.63E+18
3/3/2023,suga sexy,2613416196,ThiaNadra95,2613416196,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aku punya lapar n tak puas hati, aku tenang je tanya staff tu ""bang, saya punya mee kolok daging dah siap ke?"" abang tu tengok aku terus dia ckp ""haah la ni awak punya""","I have a hungry n dissatisfied, I calmly ask the staff ""bang, I have a meat collection noodle?"" That brother saw me and he kept saying ""haah la you have""",,,,1.63E+18
3/3/2023,ΛПDΣЯ ????,8.90E+17,nazmihalim_,8.90E+17,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lapar saje klau pergi utagha ni??

#ASHM2023 https://t.co/I7GN6whtBP","Hungry to go to Utagha ni ??

#Ashm2023 https://t.co/i7gn6whtbp",,,,1.63E+18
3/3/2023,B,8.95E+17,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nak reheat pizza satgi. Lapar level boleh makan kambing sekor ni.,Nak reheat pizza satgi. Hungry level can eat this goat.,,,,1.63E+18
3/3/2023,Hazril M.I,147256787,,-1,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sebenarnya tak perlu makan banyak pun jika sekadar nak hilangkan lapar.
Dia jadi makan banyak sebab nak makan sampai rasa kenyang.....","In fact, you don't have to eat too much if you just want to get rid of hunger.
She eats a lot because she wants to eat until she's full .....",,,,1.63E+18
3/3/2023,Dini.dy,1.58E+18,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tanda2 bila ketagihan gula ??

1. Rasa resah bila seharian tak makan @ minum air manis
2. Ada “poket doremon” yg sentiasa ada simpan makanan manis - handbag, laci ofis & peti ais
3. Makan walaupun tak lapar, pernah?
4. Tak suka air kosong - nak minum 1 liter pun seksa teramat!","Signs when sugar addiction ??

1. Feeling restless when you don't eat @ drink sweet water
2. There is a ""doremon pocket"" that always has sweet food - handbags, drawers & refrigerators
3. Eat even if you are not hungry, ever?
4. Don't like empty water - want to drink 1 liter too much!",,,,1.63E+18
3/3/2023,Hany ??,347204777,pelaridenai,9.55E+17,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@pelaridenai Asal hujan, lapar.
Asal lapar, hujan.
Eh","@Pelarenenai is raining, hungry.
Hungry, rain.
Eh",,,,1.63E+18
3/3/2023,Nur ????✨,309746437,,-1,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Siapa punya idea lah stock take audit pukul 7am ni. Lapar mengantuk semua ada ????,Who has the idea of ​​stock take the audit at 7am. Hungry is all sleepy ????,,,,1.63E+18
