Datetime,Username,Cleaned_Tweets,Location,Polarity,Subjectivity,Sentiment
1/3/2023,Awie,ya rahman ya rahim atmosphere best friend relative tested flood god imagine child cold god imagine hunger child god forgive god,,0.133333333,0.433333333,Positive
1/3/2023,Yellow_s,heheh based experience domestic overseas contrast starving seller hard eat wkwk,,-0.145833333,0.320833333,Negative
1/3/2023,Zai,chaah police station drowned child stranded x x spm paper hold today bdk dh starvation x return everything closed please help smk seri bali chaah,,-0.100000000,0.1,Negative
1/3/2023,Ahmed Shariff ????,today mark year quit fulltime job faculty mechanical engineering cadd freelancing everywhere since time skip meal worked well end amazing year regret,,0.600000000,0.9,Positive
2/3/2023,sahil ??,afford shit literally buy mf need broke tell spend money,,-0.200000000,0.8,Negative
2/3/2023,Shristy Sharma (She/her),swear doctor advised hpv told k per shot shot span month madam cannot afford,,0.000000000,0,Negative
2/3/2023,Hon Elvis Mugari ????,people cannot afford lifediseases death every door step mnangagwa continue perpetuate litany illegality constitutional violation human right activist opposition leader journalist laywersvendorswriters student leader zim attack,,0.142857143,0.317857143,Positive
2/3/2023,Prashant Singh,guy tell cannot afford safety belt construction road highway salute,,0.000000000,0,Negative
2/3/2023,Certified Yhite Boy ??????????????????,finished nation cannot afford lineup hong kong taiwan afford,,0.000000000,0,Negative
2/3/2023,WheeliePhiloslothical,cannot afford help someone financially retweets free,,0.200000000,0.4,Positive
2/3/2023,WheeliePhiloslothical,cannot afford help someone financially retweets free currently,,0.133333333,0.4,Positive
2/3/2023,Diane Connolly,someone receive pension daughter much money qualify however get paid care well fortnight qualify anything cannot afford anything luckily sympathetic dr,,0.350000000,0.6,Positive
2/3/2023,Alex Oi | in HCMC ??????????????????,teacher paid enough appreciated enough society cannot function without cannot afford rent joke,,0.066666667,0.366666667,Positive
2/3/2023,uya anilahs,taking side either tell people society religion cannot afford left right barely live hukum senang kan,,0.140692641,0.345238095,Positive
2/3/2023,Wiz.\rd of Woy Woy,touch worker cannot afford rent wrong,,-0.500000000,0.9,Negative
2/3/2023,Graham Heathcote ????????,cannot afford haircut,,0.000000000,0,Negative
2/3/2023,???????? ????????,honorable pm sir please revert lpg hike cannot afford already struggling live please sir,,0.136363636,0.5,Positive
2/3/2023,Ahmad Tarmizy,price vegetable chicken price egg price rice price day help farmer rice supplier monopoly easy people food price daily necessity cheap buy help people,,0.058333333,0.620833333,Positive
2/3/2023,House of Murraly,saw state election junejuly power hungry pundas,,0.000000000,0,Negative
2/3/2023,Alanna Eloa,maybe sajat donate would buy pad know cannot deliver baby late old poor homeless skin bad hair ghost already hungry time please princess queen sajad donate emergency pressure queen,,-0.325000000,0.516666667,Negative
2/3/2023,?? Nat Kang Comedy ????,complaining alcohol sale despite smoking hungry ghost festival bonfire bitching woman dress despite jerking miss puiyi home andor asking nonmuslim kid eat recess food school toilet nice lah,,0.283333333,0.5,Positive
2/3/2023,Alanna Eloa,yet able shower finished clean room sweeped room floor outside common area helped cleaner exist proceed wash clothes dry belly hungry oat little left waiting early morning tomorrow anyone donate sadaqah,,0.051562500,0.409375,Positive
2/3/2023,Penyuka Bonsai,life luxurious stomach guarantee starving body cold warm,,0.000000000,0.8,Positive
2/3/2023,Atap coklat,want rich treasure much people need see lot people starving ga divided two unfortunate die vain mean useful money,,0.012500000,0.5275,Positive
3/3/2023,?????????? ?????????? ????????????????????????????,cannot afford either third world villager never university keep continuing ery,,0.000000000,0,Negative
3/3/2023,Haider Kiani,hafiz haider kiani lahore study bba need iphone pro belong middle class family cannot afford buy gift pray jazakhla,,0.000000000,0,Negative
3/3/2023,rhnharff,weiii lapar yakmat get food nutrition drip cannot afford chew food right,,0.000000000,0,Negative
3/3/2023,Rozy Ghaffar,proudly say dad offered service mara officer writing letter recommendation said afford send daughter take opportunity someone cannot afford father hero,,0.800000000,1,Positive
3/3/2023,Ankit Yadav,sir jee aspirant aur mujhe online lecture ke liye tab chahiye please sir give tab becoz cannot afford sir meri exam h april please sir pichle qna bhi request ki thi pr aapne consider hi nahi kiya please team ye message guruji tak pahuchaao,,0.000000000,0,Negative
3/3/2023,??? ????? - ? ????? ??????,rocket science mil super affected mil afford receive smaller tax concession whilst getting concession marginal rate tax,,0.166666667,0.583333333,Positive
3/3/2023,Wolfram-Jaymes Keesing (they/them) ??????,hot mess cannot afford grew australia,,0.037500000,0.5125,Positive
3/3/2023,Abdullah Dayo,wife dearest friend karachi suffering breast cancer already spent whatever saving cannot afford treatment humble request save life friend wife,,-0.150000000,0.25,Negative
3/3/2023,Shikha Pruthi Gupta?????,mean decide kar lo dono cannot afford k kahin lengha ka size ya fashion change ho jaye,,-0.312500000,0.6875,Negative
3/3/2023,Pat O'Neill,keep peteyoure winnerall whiny woke lefty barely afford rent cannot afford house cannot afford health insurance getting belowinflation pay rise whilst profit soaryou know unders little superthey love,,0.120833333,0.4,Positive
3/3/2023,Mriganka Das,yes absolutely sympathy make person weak founder cannot afford weak,,-0.183333333,0.716666667,Negative
3/3/2023,S M Faris,well yeah money wastage instead buying ticket someone feed someone cannot afford thanks,,0.200000000,0.2,Positive
3/3/2023,Plevdog ??,unfortunately rest world say wrong food required support life gun grow compassion cannot afford eat,,-0.500000000,0.95,Negative
3/3/2023,fadzilharith??????????????????????????,seen old friend long time tonight went old friend shop kg bharu know eat really hungry finally made special menu nah nasi goreng england said hahaha siot je look delicious bismillah,,0.238392857,0.496428571,Positive
3/3/2023,fxndtxha,need viewed conservative asian lense setup character growth arc sometimes little unbelievable pof award hungry winning many atots feel lgbt award bid rating story,,0.112500000,0.55,Positive
3/3/2023,teh,global warming would reverse never happen money hungry fucker never born,,0.000000000,0,Negative
3/3/2023,ladyofleisure ????,let eat hunger rained heavily thank god,,-0.200000000,0.5,Negative
3/3/2023,.m,tell right hand lunch think time feel free wash soap remember thing hungry hostel always starving,,0.342857143,0.667857143,Positive
4/3/2023,Blake Scott,body know cannot afford eat meal day gain kg per day instead gone kilo day difference walk morning fuckin aight sound fair,,0.550000000,0.65,Positive
4/3/2023,Annie E @Chiefdisrupter@aus.social,well cannot afford private think low income yes daughter paid dentist paid anaesthetist could afford together many others cannot,,0.166666667,0.391666667,Positive
4/3/2023,earthmixnospacesg,buy merchandise fff concert dvd mug waited month get thing happy earthmix mean really support supporting right way cannot afford watch show,,0.244642857,0.534642857,Positive
4/3/2023,Jehad Al Hafid??,cannot afford lose stroll specially losing latifi season else would bring safety car need,,0.357142857,0.571428571,Positive
4/3/2023,Alanna Eloa,mamak restaurant hour open star hotel eat first pending loan money malaysia seriously hungry thirsty,,-0.027777778,0.5,Negative
7/3/2023,??Tantiga Ahgase ??,worried dear,,0.000000000,0,Negative
8/3/2023,KLDON.,love hungry stomach aswear,,0.500000000,0.6,Positive
8/3/2023,TASHA,cannot barely sleep last night hungry,,0.025000000,0.083333333,Positive
8/3/2023,Kakak Resume,mommy kid thinking hungry tired sleepy,,-0.400000000,0.7,Negative
8/3/2023,Zoul Zax,hungry resisting going da fridge feast,,0.000000000,0,Negative
8/3/2023,Matthews Izzac,worried defending ill worried clock hit min extra time defend milwall fc chelsea thing,,-0.250000000,0.55,Negative
9/3/2023,NFI ??,bismlah trying luck wanted get expensive cannot afford,,-0.500000000,0.7,Negative
9/3/2023,Hezeri Samsuri,nice animal think getting expensive food losing human try ask many charge remove cat teeth try friend said silent admit price,,0.120000000,0.48,Positive
9/3/2023,Alanna Eloa,ask malaysian hungry sperm extraction egg could frozen donate nothing,,0.000000000,0,Negative
9/3/2023,InfraRed/Mad Hare Kid????,see red line chopstick maybe coz hungry hahaah,,0.000000000,0,Negative
9/3/2023,Jeanna Adele,dinner ja love boosteryou feel hungry quickly eventhough skip lunch working time,,0.416666667,0.55,Positive
9/3/2023,A Kỳ,known say never grocery shopping hungry grab wrong thing life never relationship feel lonely might grab wrong thing think,,-0.366666667,0.833333333,Negative
9/3/2023,Al-Fajr Travel & Tours Official,special nagal date uae messenger allah may peace upon said house date inhabitant hr muslim nagals promotion back get right away stock available,,0.260714286,0.376785714,Positive
10/3/2023,shazeen ifamy,anyone answer good rate cannot afford penalty,,0.700000000,0.6,Positive
10/3/2023,NinjaHelloKitty (Ninjahellokitty@mstdn.social),sometimes cheap sushi dinner want,,0.400000000,0.7,Positive
10/3/2023,Shafiq Amran ??????,want ask breeder know price poultry expensive poultry included vaccine avoid disease ccp government many breeder already used price high breeder,,0.053333333,0.58,Positive
10/3/2023,I z z y M u s a,german say hungry late night gluten nacht,,-0.150000000,0.3,Negative
10/3/2023,starry,seriously hungry,,-0.333333333,0.666666667,Negative
10/3/2023,Bung,hungry midnight n jst arrived homen nothin eat,,0.000000000,0,Negative
10/3/2023,pNkai ;,get hungry else might end creating bad decision lol,,0.050000000,0.683333333,Positive
10/3/2023,Skid??,hope seungmin han get enough rest tonight hmmmmm worried,,0.000000000,0.5,Positive
10/3/2023,Fred Johns ????,totally worried run one bank chairman nation accounting regulatory authority sits board bank sound absolutely conflict interest,,0.200000000,0.683333333,Positive
10/3/2023,MD,graduate trainee department big bos assign anyone person whoever give assignment monitoring worried fella month tenure know stakeholder general,,0.025000000,0.3,Positive
10/3/2023,??,happy got postponed low key worried never endingggg,,0.266666667,0.766666667,Positive
10/3/2023,Sony Thang,worried ecological disaster baltic sea govt blew nordsteam pipeline vietnam dupe usaid,,0.400000000,0.6,Positive
11/3/2023,Gab Yang in LA from 18 to 25 March,cannot afford fork bro,,0.000000000,0,Negative
11/3/2023,Un.poco.loco.loco ??,stopped playing ml really looking forward vale skin however dami ko pa utang cannot afford spend game anymore,,-0.100000000,0.3,Negative
11/3/2023,Alanna Eloa,bus station hungry hopefully friend lend cash money malacca ayu,,0.000000000,0,Negative
11/3/2023,PENYOKONG SETIA RTM ™,nowadays high price good high cost living starving belly reality fantasy,,0.340000000,0.56,Positive
11/3/2023,Andy Pickering,going onion style multi layer gf worried vold weather year plus visit aunt sweden day think singapore style gonn help,,0.000000000,0,Negative
11/3/2023,Quentin ??,wow interesting see fear space seeing lot thread saying worried usdc recommend swap cash bank account thought bank bad web way,,-0.033333333,0.722222222,Negative
12/3/2023,Srith7,think social medium apps charge certain dm involves giving opinion problem solving blant rant cannot afford free,,0.215873016,0.479365079,Positive
12/3/2023,Hamizah,accidentally got luncheon date today ending pm nobody show hungry cooked ate home alone end,,0.000000000,0,Negative
12/3/2023,"Dr. Gore, Singapore",best name wrestling debutant heard far caramel prata distracts make feel hungry,,0.550000000,0.65,Positive
12/3/2023,Matthews Izzac,depends usually tiger usual kt malaysia afraid flare need bigger fire flamethrower lol young cougar video might away maybank staff also depends hungry big risk taker kalau lapar,,-0.028571429,0.442857143,Negative
12/3/2023,Vilakshan Jakhu,little late besides lotus worried puppet master,,-0.243750000,0.55,Negative
13/3/2023,Amani Salim ??????,haha saje je ni sbb tsmy oscar startup founder cannot afford holiday anyway,,0.200000000,0.3,Positive
13/3/2023,Amani Salim ??????,save bank la cannot afford banking system collapsed kot hope startup get back business really distraction monday resume normal,,0.116666667,0.283333333,Positive
13/3/2023,Dettol Disinfectant Spray,note self jangan response postdmpmemailswatelegramlinkedininstafb hungry tired penat rush might spew unwanted feedback reply party bridge burnt today,,-0.400000000,0.7,Negative
13/3/2023,??DeanePitt??????,used paint watching past away since longer able cat hart move one come thing since treat stray paint hungry sad hungry,,-0.083333333,0.625,Negative
13/3/2023,{??tensai},sometimes worried ungrateful outside world much worst,,-0.500000000,0.525,Negative
13/3/2023,??????Brandish 100YQ Anime Confirmed??????,hated say sometimes shiki made worried uneasy due desire making friend mean admirable need understand everyone redemption,,-0.445833333,0.5875,Negative
13/3/2023,?? Nat Kang Comedy ????,regarding logic government office dress code civilian usually counter open many civil servant look indecent clothing civilian usually lost worried looking ticket number bother looking also,,0.000000000,0.375,Negative
14/3/2023,Calvin Lee,already started asian country may considering buying sophisticated weapon cannot afford hurting people way living anticipating something bad shall happening soon,,-0.066666667,0.555555556,Negative
14/3/2023,Alex Oi | in HCMC ??????????????????,international bilingual school think id affordable surprised co worker said public school though never kid anyway cannot afford never mind paying school supply,,0.033333333,0.322222222,Positive
14/3/2023,Syazleen Sies,love shawn extremely worried tropical girl going cold little extra layer pack checking every clothes want bring whether thick enough,,-0.101785714,0.596428571,Negative
14/3/2023,sativa au chocolat,thai people sweet waitress saw eating tom yum nose running eye watering worried offered bread ice cream apparently normal reaction said sorry thai chili time madam enjoying,,0.110000000,0.65,Positive
14/3/2023,El,man never worried bank run run treasury,,0.000000000,0,Negative
14/3/2023,Ryssa Gonzalez,e worried sick back tht feelingheavy heart mum admitted hospital waiting hospital really hospital visit brings sad memory wld anyways hope mom fight use last year,,-0.202857143,0.424761905,Negative
14/3/2023,BrotherBatu Return,socalled vacation london muhyiddin incredibly worried might suffer fate najib week uk fear expremier might fled london avoid prosecution never returned face music,,0.900000000,0.9,Positive
15/3/2023,Endang Hyder,soon enter ramadhan need help fill ayah fund due cannot afford share much income support comfort bed hire perform help father lot,,0.037500000,0.2875,Positive
15/3/2023,8.24,maybe younger know klang really nice place actually cheap food free parking time mpk lazy fewer traffic jam,,0.230000000,0.7,Positive
15/3/2023,Arulll ????????,camni video fasting month fainting hunger,,0.000000000,0,Negative
16/3/2023,asyrafmalekk,batman dp embodiment learn putting remind hungry man looking purpose found one,,0.000000000,0,Negative
16/3/2023,Arx Y Legacy,proud announce coffeelind officially open ksixteen food parqsg buloh happy strategic partner wish thrives hungry economy wish luck,,0.533333333,0.833333333,Positive
16/3/2023,PHD level life advisor vending machine,threshold floodgate open worse th month hungry ghost festival gpt stay,,-0.200000000,0.55,Negative
16/3/2023,bob yap,every body loos war politician money power hungry take advantage make money everyone expense sometimes unavoidable meet madam hitler putinpeace n tranquility,,0.000000000,0,Negative
16/3/2023,Tėqüiłā,hungry narreyn ordered mcd timing,,0.000000000,0,Negative
16/3/2023,Sasha????,peoplecompanies building web worry much onboarding web peoplecompanies built email worried onboarding snail mail,,0.200000000,0.2,Positive
16/3/2023,loladiane008 ????????????,confirming could join exclusive event sg rebooked flight amish next day elyu packed bag went airport unable board plane rebooked noonish worried make event,,-0.250000000,0.25,Negative
17/3/2023,Phuket Sammy,iceland si list think afford norway sweden likewise slightly lesser extent,,0.000000000,0.5,Positive
17/3/2023,bucket,ay cuh fun downbad horny hungry unemployed shower whole week broget bitch man,,0.250000000,0.3,Positive
17/3/2023,iDollaSEA ????????,good coz worried miss know lai tidur awal,,0.700000000,0.6,Positive
18/3/2023,Tyler ??,considering ev car buy phev instead think cannot afford queue rnrs insists buy volvo xc recharge bmw ix good range good kers system work way tesla malaysia recond warranty sc,,0.700000000,0.6,Positive
18/3/2023,yi ??,grabfood subscription sgd smth crazy almost free delivery month hungry pm randomly got sandwich delivered delivery cost second time ordered food today,,-0.175000000,0.55,Negative
18/3/2023,Joanna Ash,person love describing ingredient dish make hungry,,0.500000000,0.6,Positive
18/3/2023,"Alyssa Tulis, Aman Baca.",mean dinner want cry starving tell wind tomorrow morning brother nj please send food sent home fate mother supply set food plus hot water,,-0.031250000,0.76875,Negative
18/3/2023,World Traveler Smitty,played rodgers last season well fun lol bill get back running jet worried anyone divison,,0.275000000,0.241666667,Positive
19/3/2023,bruisedlee.eth ???? ⭕️ ????,getting hungry cooky,,0.000000000,0,Negative
19/3/2023,Alanna Eloa,hungry money buy healthy food fresh milk,,0.400000000,0.5,Positive
19/3/2023,Alanna Eloa,truly hell facing living liaising malaysia malaysian know anything brain except desperate hungry work private part,,-0.300000000,0.6875,Negative
19/3/2023,Alanna Eloa,malay people hungry hire westerner big tummy kid future,,0.000000000,0.1125,Negative
20/3/2023,Masg_kick_Mas0n????⏳????????,hungryyet cannot eat cu trying cut back kilo,,0.000000000,0,Negative
20/3/2023,αɳყα ժíղҽɾօ ??,wan na eat something eaten anything since morning feel hungry feel need eat hm,,-0.200000000,0.15,Negative
20/3/2023,shazeen ifamy,hungry torment batter seeing brother fall,,0.000000000,0,Negative
20/3/2023,bob yap,god shielded day every day prayer keep away evil hungry wolf roaring lion waiting weakness someone devour give strength face another day though challenge feel snuggling bed,,-1.000000000,1,Negative
20/3/2023,NSZ แชมมี่ ??,hungry ungodly hour astaga,,0.000000000,0,Negative
20/3/2023,Manna House Center,oh give thanks lord steadfast love endures forever let thank lord wondrous work child man satisfies hungry soul good thing,,0.450000000,0.55,Positive
21/3/2023,Crypto Rojak,live mean cannot afford twice buy based instalment plan afford purchase item make sure income always higher expense every month,,0.143465909,0.644097222,Positive
21/3/2023,Gregory Leow,cheap good wanton mee toa payoh singapore street food,,0.550000000,0.65,Positive
21/3/2023,✨Beef Liver Supremacy✨ ?? Isotret ??,obsessing eat stay full longer supposed hungry ramadhan whole point jangan sampai gastrik dah la tu je,,0.275000000,0.475,Positive
21/3/2023,???????? ??,breastfeeding pumping make hungry hour eat hup seng milo,,0.000000000,0,Negative
21/3/2023,Mighaaaaazul??,nd day struggle untuk tidak pd outcome sleepy asf dehydrated hungry always,,0.000000000,0,Negative
21/3/2023,Alanna Eloa,puan ermieyati also hard supporter siti mastura mahat use order help financially tummy singing hunger,,-0.145833333,0.270833333,Negative
21/3/2023,Alanna Eloa,packed lunch backpack yesterday cooked fish whole villager seafood chicken add itchiness way forgot keep inside backpack let search around anyone give meal hungry,,-0.200000000,0.675,Negative
22/3/2023,Siti Syamira,max rm cannot afford,,0.000000000,0,Negative
22/3/2023,??,case know malaysia tropical country located south east asia afford train system faulty time rain tq,,0.000000000,0,Negative
22/3/2023,Martin G,one road cannot afford one,,0.000000000,0,Negative
22/3/2023,Tart,millionaire le affordable life average low income consumer workforce wealth gap large cannot afford house million wealthy pay double rent people afford,,0.112857143,0.425714286,Positive
22/3/2023,Zachry Jamaluddin,happy muslim hungry month,,0.800000000,1,Positive
22/3/2023,Wilson YIMBY ????,find solution fix power hungriness must assume power hunger disease terminal,,0.000000000,0,Negative
22/3/2023,Jelly_jilli666,people country tiredhungry overworked fuck capitalism fuck government,,-0.400000000,0.6,Negative
22/3/2023,Eleazar Barrick Peter,since hunger game song ballad snake coming year hope comeback dystopianthemed movie please begging,,-0.400000000,0.4,Negative
23/3/2023,h,hahah really hate people say busy thus cannot afford certain thing say personthing priority capable managing time,,-0.071428571,0.542857143,Negative
23/3/2023,qãrl,food bazaar risen price maybe make rahmah bazaar,,0.000000000,0,Negative
23/3/2023,Surennn,yeahhhh hungry hell,,0.000000000,0,Negative
23/3/2023,Faizal Hamssin,sending love bazaar trader honest prioritizing quality easy money genuinely strive make customer happy buka puasa easy make easy money scamming hungry customer selling subpar item chose honest,,0.525000000,0.8,Positive
23/3/2023,Nurdin Hasan,surely test little fear hunger lack property soul fruit tell prophet muhammad happy patience q albaqarah,,0.370833333,0.796296296,Positive
23/3/2023,Brad Burgess,worried atrocity myanmar part world peaceful trump cared,,0.250000000,0.5,Positive
23/3/2023,Conny Brunnkvist,perhaps name political correctness say regard teenfads worry going turn retarded ever,,-0.400000000,0.45,Negative
23/3/2023,???? ????? ????,worried baby actually seems look fine inside tummy,,0.208333333,0.3,Positive
24/3/2023,Surennn,terribly hungry right feed full food content,,-0.325000000,0.775,Negative
24/3/2023,Belinda Halime ✨ (Taylor's Version),notice sgt kurang exercise maintain low cal diet masa start internship last year sept dec get hungry early pastu sampai rumah pm makan lagi exercise le sbb tired pastu busy dah start balik normal routine dah boleh focus,,-0.008333333,0.386111111,Negative
24/3/2023,Nad M,time puasa ni laaa tiba mind brings taste pizza keropok lekor etc know fact currently hungry stressed mind helping try cope stronger time control craving past,,-0.125000000,0.325,Negative
24/3/2023,Jan Robert Nikkanen,understand china tiktok control gay tiktok china government accept worry impossible control million tiktok second,,-0.083333333,0.527777778,Negative
24/3/2023,SkinCo by The Daily Essencials,missed grand opening day worry got covered catch glimpse action event part enjoy watching,,0.333333333,0.533333333,Positive
24/3/2023,Aidah Samah,worry happy,,0.800000000,1,Positive
24/3/2023,Football Manager Ed ????,worry everywhere especially aging nation macam japan sebab tu time shinzo abe meninggal dulu meme ni popular sebab issue low population assume,,0.200000000,0.733333333,Positive
24/3/2023,Matt Anderson,exercising lot fast hour day smoke rarely drink cannot assume anything well worth annual checkup many worry,,0.325000000,0.525,Positive
24/3/2023,Matt Anderson,agree test people worry something come along good luck bypass,,0.700000000,0.6,Positive
24/3/2023,?? Nat Kang Comedy ????,pn pn always worried youth corrupted creative industry never drug child marriage clean water,,0.433333333,0.85,Positive
24/3/2023,MC10,maybe first trial prisma trial one worried,,0.250000000,0.333333333,Positive
25/3/2023,your mommy????,mood swing everytime ignoredhungryor mad,,-0.625000000,1,Negative
25/3/2023,CD????,hungry thirsty sleepy,,0.000000000,0,Negative
25/3/2023,Mario Hennenberger,nothing worry microsoft ruin process best,,1.000000000,0.3,Positive
26/3/2023,KucingKèrong,palas ketupat risen last year mmg order every year wat chopper undoubtedly price good gone glutinous,,0.350000000,0.333333333,Positive
26/3/2023,Priyanka Yogi,somebody must hungry right beyour luve build,,0.285714286,0.535714286,Positive
26/3/2023,Kuroi Ashford,hungry share please,,0.000000000,0,Negative
26/3/2023,amri,tea time everybody hungry,,0.000000000,0,Negative
26/3/2023,??⚜ Chibie_Here ⚜??,feel getting angry try going eat first sometimes really hungry,,-0.016666667,0.511111111,Negative
26/3/2023,apadila????????,every year read story people buying expensive bazaar food good really want bazaar month fast bought steamed rice chance erm good sad,,0.133333333,0.616666667,Positive
26/3/2023,????????????.??????????,never questioned price food know confirms expensive site noisy trader let trader noisy landlord management sure price normal night market expensive,,-0.087500000,0.734722222,Negative
26/3/2023,Apai,normal john cheese bread price rm miss something bazaar food expensive,,-0.175000000,0.675,Negative
26/3/2023,McLovin????,open full reply pakatan harapan supporter angry awani citer expensive food price angry,,-0.230000000,0.75,Negative
26/3/2023,Chef Jen,food expensive retort buy high grade packaging plastic thick x lobos value ingredient recipe x shortcut price increase one think trader bought mcm material x need price,,-0.213333333,0.571666667,Negative
26/3/2023,Ranajit Dam ??,thing lebanon worry one,,0.000000000,0,Negative
26/3/2023,Adam,tf id worry daily honest,,0.000000000,0,Negative
26/3/2023,Dinesh Nair,party insider said national chairman lim guan eng behind move ramasamy camp want bring people lim family worried might lose control party well well well,,-0.400000000,0.7,Negative
26/3/2023,Magdalene Tan,cmon lai chingte polling far ahead contrary blue camp hope ko never leave election belongs lai worry,,0.050000000,0.55,Positive
27/3/2023,Radio Gaga,people realised bazaar ramadan food expensive bruh always,,-0.500000000,0.7,Negative
27/3/2023,Musafir Rindu.,expensive bazaar site trader expensive accused government price expensive bazaar site,,-0.500000000,0.7,Negative
27/3/2023,SoBella Unico Birdnest,take hour prepare meal take minute finish meal,,0.000000000,0,Negative
27/3/2023,Susu#OBI/DATTI2023,group hungry people pushed run presidency knowing fully well going end national international disgrace people bringing co men rubbishing tinubu,,0.000000000,0,Negative
27/3/2023,"Dennis Gray, MSLS ????",power hungry dingleberry,,0.000000000,0,Negative
27/3/2023,Amer Al-Jeffrey,currently rereading hunger game novel sooooooo got ta rewatch movie,,-0.200000000,0.4,Negative
27/3/2023,MD,difference stray animal home back food supply ready hungry universe please come better humane idea taking neighborhood,,0.233333333,0.333333333,Positive
27/3/2023,MD,stray animal home back live street always hungry actually eat say ecosystem,,0.045454545,0.2,Positive
27/3/2023,N E Y R A,many kawan kena lung infection month worried non smoker mostly sebab batuk,,0.500000000,0.5,Positive
27/3/2023,diyana lamin,faham babe went thru early yearsampai demam worry meh pelukz first step recognise fall short knowing good enuf coz help progress solution boleh babeour failure define better,,0.205555556,0.388888889,Positive
27/3/2023,????????? ??,yeah everyone seen worry see dunk also enjoy party moment joong cuz joong busy ship oother couple hope day many moment jd,,0.333333333,0.433333333,Positive
27/3/2023,Dean Ujang,feel little bit lately worry future everything idea,,-0.162500000,0.408333333,Negative
