Datetime,Username,Translated_Tweets,Location,Cleaned_Tweets
2023-03-28 16:19:24+00:00,AlyaTasya19,"Now I realized that being an adult is not as I expect bruh ..i'm tried to be independent by using my money instead of ""money lin lyna"" want to die","Pinang, Malaysia",realized adult expect bruh im tried independent using money instead money lin lyna want die
2023-03-28 15:17:00+00:00,nabilfikran10,"Best crazy. Ordinary food is a pound of pounds, the atmosphere is really expensive.",Bangsar,best crazy ordinary food pound pound atmosphere really expensive
2023-03-28 14:36:50+00:00,mfzl07,"Before buying the food ask the price of the brape ... for the shame, I don't want the old people to ask if it's expensive direct bgtau expensive in front of the seller plk tu tkde shameless teruss hahaha..I even if you are waiting for me to wait for my uncle Please ask if you steal it",Malaysia,buying food ask price brape shame dont want old people ask expensive direct bgtau expensive front seller plk tu tkde shameless teruss hahahai even waiting wait uncle please ask steal
2023-03-28 14:35:37+00:00,akistone,@Narratifrakyat @rafiziramli @formulabadut @anwarwajah @limsiching @jonestwong @azmyklanajaya @kismath90 @mkhalednordin @jnmalaysia @bro_jamal7 @mynewshub Who bought expensive food? BEST !!!,Malaysia,bought expensive food best
2023-03-28 14:33:45+00:00,theonlyaiy,"@undipmenfess p adu sm cockku, his name is obesity because he obesity is betted bettes. Women but sterilize her sleeping, she was a new lady as a new ladder of a staircase udh cake cake trs long rest bgt & amp; Her food is more expensive on my food on GPP ttp kiyowo https://t.co/ogqrbicnip","Yogyakarta, Indonesia",p adu sm cockku name obesity obesity betted bettes woman sterilize sleeping new lady new ladder staircase udh cake cake trs long rest bgt amp food expensive food gpp ttp kiyowo
2023-03-28 13:56:09+00:00,abahlubna,"Many small hawkers for feedback, expensive bazaar prices, with rising prices, indeed, the price of food is rahmah price

YB @ngakorming ask for a little bit of expensive, not to have anything to provide anything","Selangor, Malaysia",many small hawker feedback expensive bazaar price rising price indeed price food rahmah price yb ask little bit expensive anything provide anything
2023-03-28 13:38:08+00:00,syawiers,"Not an expensive food, we have no money https://t.co/ddrmpxdlef",Malacca,expensive food money
2023-03-28 13:22:03+00:00,LalaSyhrh,It's 3x cooking for sungkay and it's all delicious !!! This is why my husband does not want bazaar food because many times buy everything is expensive and not good,"Sabah, Malaysia",x cooking sungkay delicious husband want bazaar food many time buy everything expensive good
2023-03-28 12:59:26+00:00,dare_darou,"I don't know if it's not going to eat fine dining.

Moreover, the more expensive foods are being poured on the plate 🥲","Jakarta, Indonesia",dont know going eat fine dining moreover expensive food poured plate
2023-03-28 11:29:03+00:00,intansyerlina,"I have to pay a bazaar so I don't feel very good. Today I am a bazaar with Hamzah, that's right. Expensive food this year, regular chicken rice at RM8.50, Murtabak Spore RM12. Tomorrow cook it 😅","kuala lumpur,malaysia",pay bazaar dont feel good today bazaar hamzah thats right expensive food year regular chicken rice rm murtabak spore rm tomorrow cook
2023-03-28 11:28:00+00:00,phriscaE,Say me for a food dog only 😂 Adehh wrap it in the newspaper if the plastic taste is expensive to buy,"Sabah, Malaysia",say food dog adehh wrap newspaper plastic taste expensive buy
2023-03-28 10:29:24+00:00,AzriYusainey,@adilaheiisha This is all wrong organizer bazaar prices for Jewish prices. The food is all expensive crazy,I am what i've been through,wrong organizer bazaar price jewish price food expensive crazy
2023-03-28 10:19:03+00:00,keemmazni,@nadieahq felt so expensive just to see the food,Kuala Lumpur | Ipoh,felt expensive see food
2023-03-28 07:02:39+00:00,griechischer8,It's a cici2 that often hits expensive food in Tiktok's work? The feeling of money is worth it 😂,Jakarta,cici often hit expensive food tiktoks work feeling money worth
2023-03-28 06:51:13+00:00,silentyca,"@Mahasms Me time, watch, eat delicious and expensive food, chill to see dusk, never stop working, find the busyness of the stubbornness","Surakarta, Jawa Tengah",time watch eat delicious expensive food chill see dusk never stop working find busyness stubbornness
2023-03-28 06:33:44+00:00,nadie_chan,"TIPS BUY RISK RAMADONN ~

If you have a store, buy the food at the store. The price of food at the bazaar is more expensive as the price of the bazaar site is expensive.",Malaysia,tip buy risk ramadonn store buy food store price food bazaar expensive price bazaar site expensive
2023-03-28 05:33:57+00:00,Insyira00,"@nshrqmh hehe. Any place is expensive now. Ipoh, Penang Standard Price KL. The food is expensive or our paycheck is a little",Malaysia,hehe place expensive ipoh penang standard price kl food expensive paycheck little
2023-03-28 03:59:27+00:00,khyr_084,"The booth is a bit, not even 50 booths but attracts attention.

Prices are well worth it.
If the price is expensive for me as a buyer because of the fresh water, the cake food is delicious. But I don't feel expensive because the target of the villagers is so affordable.","Selangor, Malaysia",booth bit even booth attracts attention price well worth price expensive buyer fresh water cake food delicious dont feel expensive target villager affordable
2023-03-28 03:17:57+00:00,updi_terengganu,"The price of food is expensive, the power of choosing in the hands of the buyer https://t.co/8L7GCFOOXO","Kuala Terengganu, Terengganu",price food expensive power choosing hand buyer
2023-03-28 02:38:49+00:00,adlyget,"@effanddykamal the same food, the price is more expensive from last year… huhuhu","Melaka, Malaysia",food price expensive last year huhuhu
2023-03-28 02:19:56+00:00,twt_bajet,@tehtarikonice Patient sir. Perhaps expensive site rental forces traders to raise rent. Usually this choice of food is more to the willing seller and the willing buyer.,Cyberjaya,patient sir perhaps expensive site rental force trader raise rent usually choice food willing seller willing buyer
2023-03-28 02:00:27+00:00,smilygegurl,@Bulletintv3 expensive food price ... corn pudding 1 container rm 7..the other food is all expensive2,Malaysia,expensive food price corn pudding container rm food expensive
2023-03-28 01:16:51+00:00,SinarOnline,"The expensive food prices at the Ramadan bazaar see some visitors who need to spend more than RM50 a day to buy a fast break.

https://t.co/me6n7pbnan

https://t.co/me6n7pbnan",Malaysia,expensive food price ramadan bazaar see visitor need spend rm day buy fast break
2023-03-28 00:51:48+00:00,DOSM_Kelantan,Inflation | Food prices are still expensive https://t.co/1edtx8pa54 via @youtube,"Kota Bharu, Kelantan",inflation food price still expensive via
2023-03-28 00:43:00+00:00,ipb_menfess,"What a heavy food in the coals that open during the day? Sender lg not fasting to eat his lunch, if online message is expensive hehe",Institut Pertanian Bogor,heavy food coal open day sender lg fasting eat lunch online message expensive hehe
2023-03-28 00:07:05+00:00,alifhaiqal02,"We can choose what we spend.

If all the food we used to eat is too expensive. We eat what is unusual and cheap.","Selangor, Malaysia",choose spend food used eat expensive eat unusual cheap
2023-03-27 23:42:34+00:00,SukanKita,"Lately many comments, expensive food prices, stale foods, x similar APs .. Solution dy simple je, ko boycott all this..pastu limit shopping rm 5 already ..
I have a shopping for 3 clans of the month of fasting x fasting .. Losing appreciation ..",Malaysia,lately many comment expensive food price stale food x similar aps solution dy simple je ko boycott thispastu limit shopping rm already shopping clan month fasting x fasting losing appreciation
2023-03-27 23:07:41+00:00,SyarofEl97,This year's start is not going to the bazaar anymore. 1 because many traders know how to profit and quality & amp; Feeling bad. 1 more because a lot of expensive food is crazy.,"Puncak Alam, Selangor",year start going bazaar anymore many trader know profit quality amp feeling bad lot expensive food crazy
2023-03-27 17:38:13+00:00,azynti,The food near the Ramadan bazaar is all tasty and expensive!,batu pahat,food near ramadan bazaar tasty expensive
2023-03-27 16:06:42+00:00,ShamiraShaffri,"Crowded, very hot weather, this food is all expensive.","Perlis, Malaysia",crowded hot weather food expensive
2023-03-27 14:55:39+00:00,irfahxilhami,Expensive food. Most traumatic few days ago buy half rice + lemon chicken + vegetable = rm17 auto takgi bazaar,Malaysia,expensive food traumatic day ago buy half rice lemon chicken vegetable rm auto takgi bazaar
2023-03-27 14:50:10+00:00,bangtanscult_,"@worksfess Coba first, hang on lifestyle yes if it is enough, in the country's love for expensive food cake

If you eat a day you buy at Warteg and minimize the GOFUD SM NONGKI KAYA","Surakarta, Jawa Tengah",coba first hang lifestyle yes enough country love expensive food cake eat day buy warteg minimize gofud sm nongki kaya
2023-03-27 12:50:21+00:00,rinmansor,"It was a TTDI bazaar. My review: Too crowded, food prices are a little more expensive than anywhere else. Don't go once and it's lazy to come again 👌

Which bazaar should I explore please recite a little",Kuala Lumpur,ttdi bazaar review crowded food price little expensive anywhere else dont go lazy come bazaar explore please recite little
2023-03-27 12:37:49+00:00,CheaSungmin,@AbudiSagoff mostly the food is not tasty and expensive…,"Pasir Mas, Kelantan",mostly food tasty expensive
2023-03-27 12:07:06+00:00,yoesyushi,"Far and expensive. Want to go to the bazaar off campus for rm15, and then it is not possible to buy more food",Malaysia,far expensive want go bazaar campus rm possible buy food
2023-03-27 11:55:22+00:00,chepuankells,@Schayejay understand! If the bachelor is not going to cook it is more expensive than buying ready food,"Kuala Terengganu, Terengganu",understand bachelor going cook expensive buying ready food
2023-03-27 11:17:23+00:00,erid_amaro,Know the x food is delicious and expensive .. Prefer to buy it at a eateries that you usually buy,shah alam,know x food delicious expensive prefer buy eatery usually buy
2023-03-27 11:13:51+00:00,ansyzjfr,"1. People are overwhelmed
2. Bazaar food is now expensive
3. Many sellers are dishonest, but the food is stale. Must be a food resell yesterday 🥲

Whereas I grew up Loving Bazaar Ramadan. Before FAM MUST UNLOCK NEW BAZAAR EVERY YEAR",Malaysia,people overwhelmed bazaar food expensive many seller dishonest food stale must food resell yesterday whereas grew loving bazaar ramadan fam must unlock new bazaar every year
2023-03-27 11:13:40+00:00,WanderlustYipul,"Ok last night bought a total damage bazaar is RM18. Today is RM31☠️
To be fair, I bought it once in a sum.
But still,
Expensive food to the bazaar.",Malaysia,ok last night bought total damage bazaar rm today rm fair bought sum still expensive food bazaar
2023-03-27 10:58:55+00:00,LobakMerahMY,Exclusive: Netizen 'Complaint' Food Price at Expensive Bazaar & amp; Not worth it? https://t.co/o3y18x4ugz,Malaysia,exclusive netizen complaint food price expensive bazaar amp worth
2023-03-27 10:58:54+00:00,Eghi,@sheluth_nur @jlaakimster Seafood is expensive. Dapam twitter when people chat with things 😌,Butterworth,seafood expensive dapam twitter people chat thing
2023-03-27 10:52:13+00:00,kingconquerer07,"@AbudiSagoff is not good, the price is expensive. If it is tasty and expensive it is also good.","Putrajaya, Wilayah Persekutuan",good price expensive tasty expensive also good
2023-03-27 10:48:19+00:00,itsScopoo,"@pebriana_wahid @idextratime orng outside the stadion. It's still relatively cheap. Yes, the above includes 7 pounds of dpet expensive. But most of it. GA is rich here food if at the stadion or place of tourist attraction is sure to be sure","Semarang, Jawa Tengah",orng outside stadion still relatively cheap yes includes pound dpet expensive ga rich food stadion place tourist attraction sure sure
2023-03-27 10:26:34+00:00,azharjanis,"Even the food at the bazaar is not possible, the price of wet goods is expensive now. Want to eat bljr for yourself.",South East Asia,even food bazaar possible price wet good expensive want eat bljr
2023-03-27 10:26:05+00:00,littlemelon__,@AbudiSagoff is expensive but not tasty.,"Ipoh, Malaysia",expensive tasty
2023-03-27 10:13:08+00:00,afqazt,It's not too expensive for halal food here. Okay.,SAC,expensive halal food okay
2023-03-27 10:12:50+00:00,SinarOnline,"""We are saddened to hear the public's complaints about the existence of some traders in the Ramadan market that sell food at a more expensive price than it should be."" - Penang Mufti

https://t.co/1nuun5AVXD

https://t.co/1nuun5AVXD",Malaysia,saddened hear public complaint existence trader ramadan market sell food expensive price penang mufti
2023-03-27 10:11:14+00:00,kasejin_pd,"@afifahshafau @food_fess if I am a person who cooks myself is more expensive to buy food outside ..
Wkwkwk","Bekasi Timur, Indonesia",person cook expensive buy food outside wkwkwk
2023-03-27 09:40:49+00:00,nuralissa07,Expensive food is not good 🫠,Pasir Mas,expensive food good
2023-03-27 09:19:18+00:00,zulabmm,"This year I want to find a fast -paced place that doesn't have to be in time to eat.

I don't like the Ramadan buffet because I have to be in a hurry to get some food. We are tired of fasting all day hungry & amp; thirst, pay expensive then you want to get in line.",Kuala Lumpur City,year want find fast paced place doesnt time eat dont like ramadan buffet hurry get food tired fasting day hungry amp thirst pay expensive want get line
2023-03-27 09:15:50+00:00,EizlanAriff,"The food prices near the grab apps are expensive, they started to monopolize the app offers like a discount but now expensive. Fortunately there is a motto near the house can start going to buy",Malaysia,food price near grab apps expensive started monopolize app offer like discount expensive fortunately motto near house start going buy
2023-03-27 06:34:47+00:00,Indah_Farida,"@kakakrl is not a pelow. If it's a bit of a jerk, maybe I'm still shopping for my family. Sometimes you buy expensive foods for self reward. If I buy a lot of it is wasteful. Finally GA becomes a cake to keep it up 😅",Indonesia,pelow bit jerk maybe im still shopping family sometimes buy expensive food self reward buy lot wasteful finally ga becomes cake keep
2023-03-27 06:14:41+00:00,jaaaaakkkk,"Poor Malaysians who do not support PH. Even complaining about expensive food is not possible.

We all have to buy a vending machine. Yeah, anyone tells us to be poor, so we are poor and then we do not retire the economy. Let's follow what govt advice.

Don't catch",Malaysia,poor malaysian support ph even complaining expensive food possible buy vending machine yeah anyone tell u poor poor retire economy let follow govt advice dont catch
2023-03-27 03:12:59+00:00,kopisenjahari,@riza_levi hehe ~ sori still nomer 3 or 4 under jakbar jakut can be a lover of west / east / fusion / expensive / cheap / halal / illegal / legend / new comer 😌,,hehe sorus still nomer jakbar jakut lover west east fusion expensive cheap halal illegal legend new comer
2023-03-27 02:39:30+00:00,MaslinaRoslan95,Expensive food at the bazaar now 😂. So decided to cook yourself. Once a week to buy outside it is ok or a pound if you don't have time to cook.,"Kemaman, Terengganu",expensive food bazaar decided cook week buy outside ok pound dont time cook
2023-03-27 02:20:57+00:00,DaffaAmrullah,"@thatnandear wkwkwk taichan senayan emang overrated, expensive, b. But the gw at the opium bgt bgt to the sate of taichan kyk craving the khuldi fruit. But btw emng a lot of overrated food in the pdhl pdhl feel like just kyk w*rpop*ki",Jakarta,wkwkwk taichan senayan emang overrated expensive b gw opium bgt bgt sate taichan kyk craving khuldi fruit btw emng lot overrated food pdhl pdhl feel like kyk wrpopki
2023-03-27 02:20:30+00:00,aeizatazman,Expensive is the food of the bazaar now,"Kuala Terengganu, Terengganu",expensive food bazaar
2023-03-27 02:13:10+00:00,rizkameliaput,@Kedirifess Food Pesen Online but Ongkir is more expensive than the price of food 😭,Kediri - Surabaya,food pesen online ongkir expensive price food
2023-03-27 00:32:52+00:00,tyrraawwrr,"The price of food is expensive. Dkt office has a cheap fasting side dish. Buy 3 red chicken in medium size then a little size, total rm26. Blurr skjp nk buy an open side dish where it is. 🫠","kuala lumpur, malaysia",price food expensive dkt office cheap fasting side dish buy red chicken medium size little size total rm blurr skjp nk buy open side dish
2023-03-27 00:10:51+00:00,PamenangAgro,"To the expense and to find halal food ..

You can be trampled on the recommendation below ..

Work in Bali Ya Seenak is the gaeees of the food",Kediri - Jawa Timur,expense find halal food trampled recommendation work bali ya seenak gaeees food
2023-03-26 23:48:21+00:00,sputzky,GW is sure the boss's dog food is more expensive than GW's salary 💀,"West Java, Indonesia",gw sure boss dog food expensive gws salary
2023-03-26 20:41:24+00:00,nafritzicosta,@msaid_didu in Islam is required to use the country's budget .. ??? Lo..you are obliged to fast with sweet ones instead of expensive foods and bloggkk,malang-indonesia,islam required use country budget loyou obliged fast sweet one instead expensive food bloggkk
2023-03-26 19:41:03+00:00,ediedot108,"@cholilnafis @jokowi if not ASN why should be busy asking for a removal, what is not understanding dg se tsb.
If not ASN does not prohibit May Bukber every day even in expensive food hotels.",", Indonesia",asn busy asking removal understanding dg se tsb asn prohibit may bukber every day even expensive food hotel
2023-03-26 16:58:02+00:00,SaidaZarifah,It was just my dad talking about fasting outside of expensive paid but eating one dish is full. This is also 200 payable. Dah la msia ni ni bnyk wastage of food,Malaysia,dad talking fasting outside expensive paid eating one dish full also payable dah la msia ni ni bnyk wastage food
2023-03-26 16:37:56+00:00,littlemelon__,It should be the price of food at expensive bazaars and the dorg bid. Haihh,"Ipoh, Malaysia",price food expensive bazaar dorg bid haihh
2023-03-26 16:25:48+00:00,damhahaqita,"It's not the price of expensive food at the bazaar. We 1 family of fasting month mmg xke bazaar even if you do business in the bazaar.

The price is expensive then blames the price of expensive raws. Because diorg bought a wholesale. He bought the house at home. The one -month cover is a year -old cover.","Muar, Johor",price expensive food bazaar family fasting month mmg xke bazaar even business bazaar price expensive blame price expensive raw diorg bought wholesale bought house home one month cover year old cover
2023-03-26 16:12:58+00:00,nadiyol,@hayyusafira is worse where the cat butk is dearly loved the expensive milk of the cat is expensive to be surprised that he is weakened,Indonesia,worse cat butk dearly loved expensive milk cat expensive surprised weakened
2023-03-26 15:58:14+00:00,fractiouskiddo,"@alanprasetyaaw ami is so cool until the grandfinal, but he should win because his cuisine is so good that he is rich in expensive food trs😩🤣","Jawa Barat, Indonesia",ami cool grandfinal win cuisine good rich expensive food trs
2023-03-26 15:31:05+00:00,MoonMazlan,@chairman_glc expensive food. We are not wasteful. 🥲,perak,expensive food wasteful
2023-03-26 15:20:52+00:00,mimjimyaba,"Mcm chicken, my childhood first food was fish. Inflatable fish to fish can say the days of eating as cheap n kg I am close to the sea. Now the chicken is rampant & amp; Expensive fish.",Malaysia,mcm chicken childhood first food fish inflatable fish fish say day eating cheap n kg close sea chicken rampant amp expensive fish
2023-03-26 14:38:48+00:00,_frlad,"Every year read the story of people buying expensive bazaar foods, it's not good, I don't really want to go to the bazaar. Is once a month in the fast. Just before I bought steamed rice because of the chance, erm was not good. Sad.",Shah Alam,every year read story people buying expensive bazaar food good dont really want go bazaar month fast bought steamed rice chance erm good sad
2023-03-26 14:06:12+00:00,equeen_esmae,That's why I've never questioned the price of food. Because I know. This confirms expensive sites. Noisy traders let the traders noisy to the landlord. How management is not sure. Because the price of a regular night market is not expensive 😭,"Kuala Terengganu, Terengganu",thats ive never questioned price food know confirms expensive site noisy trader let trader noisy landlord management sure price regular night market expensive
