Datetime,Username,Translated_Tweets,Location,Cleaned_Tweets
2023-03-29 08:07:59+00:00,JapenSarawak,"Minister of Domestic Trade and Cost of Living, YB Datuk Seri Salahuddin Ayub said that as of yesterday, 26,150 Rahmah baskets had been distributed throughout Malaysia with the help of basic food donations from the Global Friendly Foundation (YGM).

#The Department of Description","Kuching, Sarawak",minister domestic trade cost living yb datuk seri salahuddin ayub said yesterday rahmah basket distributed throughout malaysia help basic food donation global friendly foundation ygm department description
2023-03-29 07:01:46+00:00,DagangNews,"Coca-Cola, FoodPanda Collaborate on Food Assistance to those in need | TradingNews https://t.co/GBKSMONHQH",Kuala Lumpur Malaysia,cocacola foodpanda collaborate food assistance need tradingnews
2023-03-29 06:21:50+00:00,YBKMalaysia,#Skr2023 - The house that he and his family are living in is a contribution from the Selangor Zakat Board and also receives RM 500 monthly expenses and basic food - https://t.co/vcn5qodeao https://t.co/wa3lzn8zr3,"Petaling Jaya, Malaysia",house family living contribution selangor zakat board also receives rm monthly expense basic food
2023-03-29 02:22:49+00:00,kominfomerangin,"The Bupati Representative Merangin Nilwan Yahya provides food assistance for the nutritional intake of pregnant women (bumil) from the family.
#merangin
#jambi
https://t.co/ghqviju8xk",Bangko,bupati representative merangin nilwan yahya provides food assistance nutritional intake pregnant woman bumil family
2023-03-29 01:00:18+00:00,milonestum_ais,@hanabelie near India has NGOs to send free and fresh food for poor school students. Schools will ask for food help. Every day sends hots all over India. It is a salute to cook the process until it is hot. Take a look at youtube.,"Kedah, Malaysia",near india ngo send free fresh food poor school student school ask food help every day sends hots india salute cook process hot take look youtube
2023-03-28 16:37:28+00:00,MunRave,"@Call_nixon helps 90 tons in the form of drugs, food etc. Before Israel provided assistance, it had been hindered by about 7 US Dollar Dollar from dozens of countries.",Indonesia,help ton form drug food etc israel provided assistance hindered u dollar dollar dozen country
2023-03-28 11:26:34+00:00,dapurkelilingEF,"Day 6 Kitchen Ramadan for mbah: fried fish, mustard, rice, rice.

Free food help to the same person every day does not only help with the production of production, but also help psychologically with a safe sense to the small daily production & amp; No ... https://t.co/fcrrbtkiph","Yogyakarta, Indonesia",day kitchen ramadan mbah fried fish mustard rice rice free food help person every day help production production also help psychologically safe sense small daily production amp
2023-03-28 04:48:14+00:00,kitafundMY,"Click the link for Ramadan Children's Contribution: https://t.co/s1wc5jagmf. Your contribution can help him provide food, medicine, and safe shelter for abandoned and needy kids.","Selangor, Malaysia",click link ramadan childrens contribution contribution help provide food medicine safe shelter abandoned needy kid
2023-03-28 04:46:01+00:00,ResKulonprogo,Kanitbinpolmas satbnmas pocres kulonprogo ipda suryanti and kulonprogo poles personnel executing a powerful 20 packet and supplemental package (PMT) to the Stunting Prevention Framework in the cobwebs of the cobwebs https://t.co/4fb1yuhr9b,"Kulon Progo, Yogyakarta",kanitbinpolmas satbnmas pocres kulonprogo ipda suryanti kulonprogo pole personnel executing powerful packet supplemental package pmt stunting prevention framework cobweb cobweb
2023-03-28 01:11:57+00:00,Media_Selangor,A single mother is grateful and relieved by the presence of a vending machine that provides food and personal care under her home. https://t.co/1yxhexob0g,Shah Alam,single mother grateful relieved presence vending machine provides food personal care home
2023-03-27 23:39:48+00:00,Lembayung071,"Bunda Help to Nana's Grandma Gerobak for UMKM Sales and Package Assistance and Food Foods for Fire Victims Plumpang..Jakut
Good luck Amin https://t.co/7ajrd6rzef","DKI Jakarta, Indonesia",bunda help nanas grandma gerobak umkm sale package assistance food food fire victim plumpangjakut good luck amin
2023-03-27 08:11:19+00:00,Media_Selangor,"A total of 100 low -income residents (B40) in the Main Legislative Assembly (DUN) will receive the benefits of food assistance through the vending machine.

https://t.co/mpyteugjv1",Shah Alam,total low income resident b main legislative assembly dun receive benefit food assistance vending machine
2023-03-26 21:54:38+00:00,DURJANA24,"@sbyfess contact the help center, then give food to the nursery .. don't forget the photo of the evidence and ask for a 1x24 hour time of the money.","Kota Surabaya, Jawa Timur",contact help center give food nursery dont forget photo evidence ask x hour time money
2023-03-26 14:21:30+00:00,Hms_Poldasultra,"Share the blessing of happiness

As a form of concern, Personnel Polwan Ri provides the help of ready -made food to the people in Bantul Regional Region, Yogyakarta's special district. https://t.co/9hap3a1niw",Kota Kendari,share blessing happiness form concern personnel polwan ri provides help ready made food people bantul regional region yogyakartas special district
2023-03-26 13:03:42+00:00,ArahJuang,"Humanitarian aid, food & other important items. About 25 million Yemeni people need humanitarian aid & 5 million starvation. 2.2 million young Yemeni lack of nutrition and around 4.5 million people.

#momentums of history
#arahjuang

https://t.co/dhfwvhn1ea","Jakarta, Indonesia",humanitarian aid food important item million yemeni people need humanitarian aid million starvation million young yemeni lack nutrition around million people history
2023-03-26 12:30:00+00:00,DPPBMI,"Help, noodles, and the food was channeled through the Posko Sacrifice. In addition to the help, the wings of the struggle that embraced the young man, also set up a general kitchen for the landfill of landslides.",Indonesia,help noodle food channeled posko sacrifice addition help wing struggle embraced young man also set general kitchen landfill landslide
2023-03-26 11:50:49+00:00,npc_id,"Thanks to the help of various donators, the NPC has successfully distributed Tukiyah food to Gaza residents.

In addition, the NPC also invites the public to intervene and help those who are less fortunate during the month of Ramadan via: https://t.co/8yjxpkb98w https://t.co/ps4ivqrksz","Jakarta, Indonesia",thanks help various donators npc successfully distributed tukiyah food gaza resident addition npc also invite public intervene help le fortunate month ramadan via
2023-03-16 07:36:36+00:00,PerakFood,"What else is this about the Rahmah menu?

This is a food port and water only RM1.

There is no help from the gomen, just initiatives from traders and the community.

Traders can finish sales
People can buy different types of food.

https://t.co/kpyowhthoc https://t.co/mxdasbtve8","Perak, Malaysia",else rahmah menu food port water rm help gomen initiative trader community trader finish sale people buy different type food
2023-03-16 05:17:08+00:00,Media_Selangor,"State Food Nutrition Assistance Initiatives 2,800 children this year https://t.co/IPNS8D9JGM",Shah Alam,state food nutrition assistance initiative child year
2023-03-12 09:32:32+00:00,PPKH_330526,"Lomba compiles menu & amp; Provides healthy food a day b2sa (diverse, bergizi, balanced & amp; safe) for KPM Social Assistance Village. https://t.co/dn5nqdk3fa","Kebumen, Indonesia",lomba compiles menu amp provides healthy food day bsa diverse bergizi balanced amp safe kpm social assistance village
2023-03-10 13:05:53+00:00,teammudajohor,"Today we continue the flood mission in the Parit Imam, Parit Sidek and Kg Seri Gading. Help is sent directly to the affected population.

Among the items donated are dry food, women's needs, personal hygiene and rice. https://t.co/vpgls4klbe","Johor, Malaysia",today continue flood mission parit imam parit sidek kg seri gading help sent directly affected population among item donated dry food woman need personal hygiene rice
2023-03-06 15:53:39+00:00,MyJAKIM,"Thank God ybrs. Tuan Haji Ruslan Bin Said, TKPO JAKIM presented the 'Donation of the Musaadah Fund and to School' this afternoon at the Libang Ranau Sabah Hall. A total of 296 families received basic food assistance & amp; School Goods https://t.co/d3wxjvoilg",Kompleks Islam Putrajaya,thank god ybrs tuan haji ruslan bin said tkpo jakim presented donation musaadah fund school afternoon libang ranau sabah hall total family received basic food assistance amp school good
2023-03-04 23:52:26+00:00,suffikamari,"It's been an update here and there PMX, Focus & amp; Seriously help @onnhafiz MB Johor is facing this flood. Ask all ministers to pay serious attention. Sadly what happened in Johor to Limited Food Help in Chaah area! @anwaribrahim @saifnasution @fahmi_fadzil","Ulu Kelang, Selangor",update pmx focus amp seriously help mb johor facing flood ask minister pay serious attention sadly happened johor limited food help chaah area
2023-03-04 15:38:34+00:00,polsek_tangen,"The Sragen Poles execute the diet and distributor of food aids in the Gebung, Berpung, Manisrejo, Tomb, Village, Kec. Sidoharjo Sragen district led by IPDA Nur Arifin. https://t.co/i4vmvfxupv","Tangen, Indonesia",sragen pole execute diet distributor food aid gebung berpung manisrejo tomb village kec sidoharjo sragen district led ipda nur arifin
2023-03-04 01:48:33+00:00,waweamin,"Help guys, floods in Sri Medan Sngt2 severe roads cut off, area of ​​the most end of the end of the end of the day x de food help is just eating ape, they score their own fish (dangers of water in the inner water), this is the fourth day of supply will be depleted https : //t.co/nbksesf6di",batu pahat,help guy flood sri medan sngt severe road cut area end end end day x de food help eating ape score fish danger water inner water fourth day supply depleted tconbksesfdi
2023-03-03 14:30:14+00:00,outlaw__J,And the worst thing? Help at PPS xsampai. Water is gone. Camne wants to pee. Xde pound food. Basic Necessities xde.,J's Pocket,worst thing help pps xsampai water gone camne want pee xde pound food basic necessity xde
2023-03-03 10:15:19+00:00,EzulNrasyraf,"Anyway shout out for the Kluang @pdrmsia team as it helps a lot in the help update for all of us. Finally, I was able to get out of my own but still helped the Endau-Rompin National Park Staff Gang still trapped in food assistance. https://t.co/lys9tc1rup",somewhere in earth,anyway shout kluang team help lot help update u finally able get still helped endaurompin national park staff gang still trapped food assistance
2023-03-03 08:00:32+00:00,POLSEK_JTJOGJA,"On the occasion were provided with supplements of supplements for Balita in the framework of stunting.

@divisihumaspolri @poldajogja @ditbinmas_poldadadiy @polresjogja @binmasjogja #poldadadiy #poldajogja #polresjogja #polsekjetisjogja #jumatcurhatjetisjogja https://t.co/3tjmushqs4",Jl. Kyai Mojo No.3  Yogyakarta,occasion provided supplement supplement balita framework stunting
2023-03-03 06:11:35+00:00,ProudOrangAsli,"Because it seems that many villages are affected and need help not only food items but include clothing, blankets, mattresses/mats, mineral water, gas stoves and more. https://t.co/9cjeqjj5zl",,seems many village affected need help food item include clothing blanket mattressesmats mineral water gas stove
2023-03-02 02:29:56+00:00,PKSBekasi,Continue to provide food assistance ready for the flood even though the flood is a bit receding #pkspelayanrakyat https://t.co/ykt0jppt8r,https://goo.gl/maps/djyX55DqaK,continue provide food assistance ready flood even though flood bit receding
2023-03-02 01:48:37+00:00,Polpp_damkarcjr,"Peace of the Head of Head of Head, Dr. Madam Maharani Nakshatra Kusyala Devi, S.SOS in the event of symbolis and the aid of milk substitutes for milk for the people of the earth in Sirnagalih Peace, Cianjur
@H_hermancianjur
@ditpolpp_linmas https://t.co/lbmmpr4c3v"," Jl. Siliwangi No.40, Pamoyana",peace head head head dr madam maharani nakshatra kusyala devi ssos event symbolis aid milk substitute milk people earth sirnagalih peace cianjur
2023-03-01 23:55:16+00:00,klikandri,"@stefanaezer @lucaxyzz @shofie_azzahrah Mas can not be able to ask for food help, this is specifically for those who need it & amp; urgent. It's not like random rice. I mean let the people who need to be taken.

Examples of PAS in WA are emphasized for the first time and be aware of the situation & knows","Bandung, Indonesia",ma able ask food help specifically need amp urgent like random rice mean let people need taken example pa wa emphasized first time aware situation know
2023-03-01 11:41:34+00:00,EzulNrasyraf,Update 7.38pm. The taste is almost 24 hours still no help. I was worried that the victim was swimming again to the other side as it was just enough food for one day. The high risk of the body's worries is never too late.,somewhere in earth,update pm taste almost hour still help worried victim swimming side enough food one day high risk body worry never late
2023-03-01 02:34:38+00:00,PKSBekasi,There are 450 packets of aids handed over to flood victims in the Tarumajaya District. 300 Package Package and 150 Food Ready #pkspelayanRakyat https://t.co/tc8eig330s,https://goo.gl/maps/djyX55DqaK,packet aid handed flood victim tarumajaya district package package food ready
2023-02-28 11:39:52+00:00,golkarjateng,"Yellow Clinic in Golkar Cilacap also provides food assistance.
#golkar #partaigolkar #golkarjateng #jatenggayeng #yellowclinic @golkarcilacap",Jl. Kyai Saleh 1 Semarang,yellow clinic golkar cilacap also provides food assistance
2023-02-28 09:36:52+00:00,POLSEK_JTJOGJA,"JETIS JOGJA - BHABINKAMTIBMAS POLITICAL POLEAR JETIS YOGYAKARTA Together with Babinsa Koramil 01 Jetis provides supplements for Balita in Balita in Yogyakarta City Jetis Territory, Tuesday (28/2/2023). https://t.co/iq4y0mfjzy",Jl. Kyai Mojo No.3  Yogyakarta,jetis jogja bhabinkamtibmas political polear jetis yogyakarta together babinsa koramil jetis provides supplement balita balita yogyakarta city jetis territory tuesday
2023-02-27 13:33:13+00:00,irwansyah_112wn,"The Pollri incorporated in the Emergency Medical Team (EMT) implemented a social devotion for the earthquake community in Hassa province, Hatay Province, Turkey, week (26/2). Help is a charm and the food is distributed

https://t.co/1vpsvaac4e",,pollri incorporated emergency medical team emt implemented social devotion earthquake community hassa province hatay province turkey week help charm food distributed
2023-02-27 12:00:27+00:00,pmi_cilacap,Monitoring Activities Providing Supplements for Stunting Balita and Pregnancy Pregnancy Cake and Anemia at Majwen's District https://t.co/ase2hkneta,Indonesia,monitoring activity providing supplement stunting balita pregnancy pregnancy cake anemia majwens district
2023-02-27 04:00:44+00:00,AnasAmdan,"The project begins during the pandemic.

Our Association (Help) is actively providing food baskets around Sabah.

For help, we also received complaints from local farmers that they could not sell their vegetables.

Total waste can be 500kg! https://t.co/j0kdzid4AV","Kota Kinabalu, Sabah",project begin pandemic association help actively providing food basket around sabah help also received complaint local farmer could sell vegetable total waste kg
2023-02-25 15:04:44+00:00,edimulyanto,"Indonesia's Humanitarian Aid for Disaster in Turkey & amp; Syria has @rterdogan appreciation of a doctor's team with drugs, SAR teams and food and other logistics
#Banggaindonesia
#Jokowihebat
#JokowPrinting World
#Jokowipedulikanananan
#jokowimemangok https://t.co/mxzpf5lb6p",,indonesia humanitarian aid disaster turkey amp syria appreciation doctor team drug sar team food logistics world
2023-02-25 02:41:22+00:00,YCyodi,Cat ok and chicken eats his food but not dogs .. his dog is driving him to call people for help if he takes food or place https://t.co/rwyrgnsjjg,"Yan, Kedah",cat ok chicken eats food dog dog driving call people help take food place
2023-02-24 13:22:18+00:00,Gerindra_KRA,"Help Third Level Total 140 Tons in the form of food, clothing, other logistics.
#prabowosubianto
#menhan
#buttanindonesiaketurki
#butturketurki
#indonesiagururki
#indonesiakirimbantuaninternational https://t.co/gmyflsi21a","Karanganyar, Indonesia",help third level total ton form food clothing logistics
2023-02-21 11:56:44+00:00,POLSEK_JTJOGJA,"Supplemental Authorization Assistance for Balita is channeled in the Bumijo, Gowan and Cokrodiningratan Coconut Religious Region.

@poldajogja
@polresjogja
""",Jl. Kyai Mojo No.3  Yogyakarta,supplemental authorization assistance balita channeled bumijo gowan cokrodiningratan coconut religious region
2023-02-21 07:49:48+00:00,IwanSet60750280,"COVERAGE OF ADDITIONAL HELP COMPLETE POLEXKWBRT POLRESSKW STUDY
@Polseksingawangbarat
Tw@polsexingawangbarat
#Polseksingawangbarat sihumaspolressingkawang
Ig@sihumas_singkawang
@humas_polres_singkawang
Tw@humas_resskw
Ytsihumaspolressingawang
#Polressingkawang https://t.co/e0lbzd7siz",,coverage additional help complete polexkwbrt polresskw study tw sihumaspolressingkawang ig tw ytsihumaspolressingawang
2023-02-20 13:52:01+00:00,zee_yusoff,"@Aronosman weak generation. People are concerned because they are concerned and maybe even annoying, but we usually care, knowing that he needs our help - what kind of food is choking? Pleaseeeee lha. Don't like people to see, jokes, and at home",Sandakan,weak generation people concerned concerned maybe even annoying usually care knowing need help kind food choking pleaseeeee lha dont like people see joke home
2023-02-20 05:42:58+00:00,butarbutar1974,"Baharkam Polli's helicopter provides food help, drugs, and other wrinkles through the air to the helicopter crew carrying the Jambi Capolda and a troupe who suffered disaster and landed emergency in the Jambi Kerinci.

#korpolairud
#poldasumsel https://t.co/jnfxg0djtb",,baharkam pollis helicopter provides food help drug wrinkle air helicopter crew carrying jambi capolda troupe suffered disaster landed emergency jambi kerinci
2023-02-17 00:54:41+00:00,kentanimo,"@gibran_tweet mas please .. help food
To the people of Joyotakan ... the abundance of children and the parents who could not help 🙏",,ma please help food people joyotakan abundance child parent could help
2023-02-14 11:43:36+00:00,afaizalfy,Errrr… a little bit of the cost of traveling can cover how many medicines or food help you can deliver,Damansara Heights,errrr little bit cost traveling cover many medicine food help deliver
2023-02-14 03:01:48+00:00,dishub_bwi,"Lo Plus
Today

Designing food supplies for post -flooded residents at @bpbdbwi https://t.co/liyqof70px","Banyuwangi, Indonesia",lo plus today designing food supply post flooded resident
2023-02-13 10:00:33+00:00,dishub_bwi,"Lo Plus

The distribution of food supplies to the post -flooded residents at the BPBD office. https://t.co/wfm9wgno4d","Banyuwangi, Indonesia",lo plus distribution food supply post flooded resident bpbd office
2023-02-10 03:30:03+00:00,ridwanprastowo,"@Gojekindonesia, please help for food prices at the Special Chicken Resto Gilimanuk, JL WolterMongSsidi 63A New Jaksel Help for the latest updates .. Customer is often complained .. thank you ..",,please help food price special chicken resto gilimanuk jl woltermongssidi new jaksel help latest update customer often complained thank
2023-02-07 14:52:22+00:00,POLSEK_JTJOGJA,"JOGJA JETIS - TNI - POLRI SUPPORT GOVERNMENT PROGRAM IN STUDY PREVENTION, BHABINKAMTIBMAS Pols Jetis With Babinsa Distribute Healthy Food Assistance In addition to Balita in Yogyakarta City Jetis Territory, Tuesday (7/2/2023). https://t.co/fv0pjhjj95",Jl. Kyai Mojo No.3  Yogyakarta,jogja jetis tni polri support government program study prevention bhabinkamtibmas pol jetis babinsa distribute healthy food assistance addition balita yogyakarta city jetis territory tuesday
2023-01-28 10:55:05+00:00,JapenSabah,"2,586 kir receives food basket help

🔗https: //t.co/emvqx7ikd9

#Japensabah https://t.co/yjj6ubr8kf","Kota Kinabalu, Sabah",kir receives food basket help tcoemvqxikd
2023-01-18 05:44:31+00:00,kyril_graguks,"@arrow Penyun77 Ya bro.but the rules of Allah, yesterday a Chinese family sent the help of street food. Thank God.","Perak, Malaysia",penyun ya brobut rule allah yesterday chinese family sent help street food thank god
2023-01-06 17:46:05+00:00,ziendy_aksara,"Open Donation Donation Flood Sacrifice Semarang. God willing trust, tomorrow to go to Semarang.

BCA 5490504321 A.N ZIENDY ZIZAZIANY

Write in the record ""Donation of Meteseh Flood""

Assistance of goods:
✅ blankets
✅ Warm clothes
✅ Baby
✅ Food
Dear DM

#Second
#secondary","Jakarta Barat, DKI Jakarta",open donation donation flood sacrifice semarang god willing trust tomorrow go semarang bca ziendy zizaziany write record donation meteseh flood assistance good blanket warm clothes baby food dear dm
2023-01-01 12:11:14+00:00,kahabanews,"Dinsos Disclaimer Help Wheel and Food For Inconsistencies Disabilitation: Social Dinas (Dinsos) Bima City with Sentra Paramita Mataram distributed a number of assistant assistance for incabries, as well as 90 food aid packages… https://t.co/pfy3mh5o5n",Bima,dinsos disclaimer help wheel food inconsistency disabilitation social dinas dinsos bima city sentra paramita mataram distributed number assistant assistance incabries well food aid package
2022-12-30 17:04:05+00:00,AhmadZarulAfiq1,"We hope the #Maribantan volunteers with medical assistance, the basic food will arrive tomorrow morning in Kelantan. We're moving! https://t.co/hvwvfnxkom",,hope volunteer medical assistance basic food arrive tomorrow morning kelantan moving
2022-12-28 15:29:06+00:00,Aminadri_,"Thankfully, it was completed to distribute food baskets to households in Kg Alor Durian which was affected by the flood.
 
Thank God best MB🥰

#ybpas
#mbpas
#kelantan https://t.co/lvziyypcmw",,thankfully completed distribute food basket household kg alor durian affected flood thank god best mb
2022-12-27 09:54:58+00:00,Aminadri_,"Rubber tappers are affected receiving help

BALING- Nine rubber tappers from Kampung Charok Kelian received a donation of food baskets from Baling Member of Parliament, Ustaz Hassan Saad this afternoon.

23.12.2022 https://t.co/zgz1tpsvuw",,rubber tapper affected receiving help baling nine rubber tapper kampung charok kelian received donation food basket baling member parliament ustaz hassan saad afternoon
2022-12-26 07:12:07+00:00,ummah_today,"PLACE: 4 -wheel drive Volunteer Volunteer Mapim Rangers forces to provide assistance such as basic necessities and hot food to flood affected residents including those who do not move to temporary evacuation centers (PPS)

https://t.co/ya652uzxuz",,place wheel drive volunteer volunteer mapim ranger force provide assistance basic necessity hot food flood affected resident including move temporary evacuation center pps
2022-12-24 10:50:49+00:00,akmalarif90,"Daily

Distribute 12.4 tonnes of food assistance to flood victims

25 minutes ago - https://t.co/s5hv0owb1p",Malaysia,daily distribute tonne food assistance flood victim minute ago
2022-12-24 01:55:03+00:00,dddykool,@ar_ruzzi is not a total solution to food price control .. do you understand last he mentioned weren't there yet .. if he follows the basic economy mcm tu supply and demand .. he says he can play a role in helping to make sure The supply is not cut off at the price of the load,"Jakarta Pusat, DKI Jakarta",total solution food price control understand last mentioned werent yet follows basic economy mcm tu supply demand say play role helping make sure supply cut price load
2022-12-22 13:41:30+00:00,akmalnasir,"Earlier, I was able to work with the Firefighters distributing PR1MA sponsored food boxes to flood victims.","Johor Bahru, Johor",earlier able work firefighter distributing prma sponsored food box flood victim
2022-12-22 13:41:29+00:00,akmalnasir,"There are flood victims who choose not to move and remain in their homes, so it is the job of the firefighters not only to monitor the home's conditions to stay safe, but to ensure the help of essentials including food is channeled. https://t.co/i05tkw16qf","Johor Bahru, Johor",flood victim choose move remain home job firefighter monitor home condition stay safe ensure help essential including food channeled
2022-12-22 06:26:23+00:00,AbangAirul,@mynewshub are la pya bangs old is busy to raise .. Food help thrown from the sky ??,"Gombak, Selangor",la pya bang old busy raise food help thrown sky
2022-12-21 13:56:33+00:00,ssyafiqezanee,"@mighvv @adlynacreampuff is grateful what is given. Ok that is the help of the day ... even if the flood is bad, the diorg is going to the evacuation center ...",,grateful given ok help day even flood bad diorg going evacuation center
2022-12-21 11:09:41+00:00,Aminadri_,"• 50 families in Sungai Limau receive food basket help
• 30 Pedu Students Receive RM300 State IPT Assistance

Full news on Facebook page Darul Aman's Faithful Facebook

#Urasses.
#Upda

Kedah continues to be prosperous with Islam 🥰",,family sungai limau receive food basket help pedu student receive rm state ipt assistance full news facebook page darul amans faithful facebook kedah continues prosperous islam
2022-12-21 08:19:15+00:00,Fariszuone10,"Like to be reminded.

Food assistance to flood victims if possible to eat such as

✅ KURMA (Highly Recommended)
✅ Bread
✅ Biscuits
✅ Mineral water
✅ Package food
✅ Water box

Can for rice.
Include it once with the food above.",Kuala Terengganu,like reminded food assistance flood victim possible eat kurma highly recommended bread biscuit mineral water package food water box rice include food
2022-12-21 05:41:03+00:00,xxDonJxx,"Flood:

When we were flooded, we had to help food.

We are aware of the flood season, the condition of the house is not suitable for cooking, the electricity supply is closed for safety.

Many victims are hungry in cold / rainy conditions outside.","Johor Bahru, Johor",flood flooded help food aware flood season condition house suitable cooking electricity supply closed safety many victim hungry cold rainy condition outside
2022-12-21 05:37:10+00:00,xxDonJxx,"@mighvv in the first floods, we have to help food ready.
We are aware of the flood season, the condition of the house is not suitable for cooking, the electricity supply is closed for safety.
Many victims are hungry in cold / rainy conditions outside.","Johor Bahru, Johor",first flood help food ready aware flood season condition house suitable cooking electricity supply closed safety many victim hungry cold rainy condition outside
2022-12-21 03:12:39+00:00,saifnasution,"This is part of a string of efforts and initiatives that have been moved. This relief mission is a joint venture with the Food Bank Malaysia Foundation involving an early 1000 food box.

2/3 https://t.co/k5fzhs9y4z",Kulim Bandar Baharu,part string effort initiative moved relief mission joint venture food bank malaysia foundation involving early food box
2022-12-20 10:55:11+00:00,ida_adeq,"@muhdhaziqbins @nizambakeri floods in Selangor are at danger. Kelantanians & amp; Terengganu came down to bring the boat due to the lack of flood relief mission. But it's different from the East Coast situation today. Despite the danger levels, the equipment is sufficient, the people are not panicked and the food supply is available early.",paka.terengganu,flood selangor danger kelantanians amp terengganu came bring boat due lack flood relief mission different east coast situation today despite danger level equipment sufficient people panicked food supply available early
2022-12-19 01:11:03+00:00,Media_Selangor,"LZS HELP FOOD HELP, DAILY REQUIREMENTS TO THE BIG FLOWER VEHICLE https://t.co/b3qmj49nkm",Shah Alam,lzs help food help daily requirement big flower vehicle
2022-12-17 04:09:29+00:00,Jand4Bol0ng,"Food help and other wrinkles are also loved.
#Binresponcepatanalamalam
#Binpedulikarbananananan
""
#Binhadircepatuntukrakyat
#Binpedulisesama https://t.co/zkii6jepvq","Jawa Barat, Indonesia",food help wrinkle also loved
2022-12-14 14:11:28+00:00,ndargombess,Assistance in the form of medicine 💊 Foods 🍜 Health Services 🏥🏨 as well as clean water 💧 To the victims of the Cianjur earthquake continues to flow @axa_mandiri https://t.co/wjsr1vimh4,Malang,assistance form medicine food health service well clean water victim cianjur earthquake continues flow
2022-12-13 05:52:53+00:00,Zaki_Yamani_,"For the help of this poor there is always a protest.

Hang Tuah Jaya Parliament starts monthly food assistance every month in 2019, some ask ""Wouldn't it be every month?"" Do you remember people having a hard time eating a month, fasting a month? Or just eat the GE campaign time?",,help poor always protest hang tuah jaya parliament start monthly food assistance every month ask wouldnt every month remember people hard time eating month fasting month eat ge campaign time
2022-12-12 01:13:41+00:00,chenyklau_,"Bin continues to channel help in the form of health, medical and food services until the territory of the Cianjur earthquake. Pray for Cianjur!
#Binresponcepatanalamalam
#Binpedulikarbananananan
""
#Binhadircepatuntukrakyat
#Binpedulisesama https://t.co/q8cngevqpu","Nusa Tenggara Timur, Indonesia",bin continues channel help form health medical food service territory cianjur earthquake pray cianjur
