Datetime,Username,Translated_Tweets,Location,Cleaned_Tweets
2023-02-21 11:40:52+00:00,ismadLonggaq,"Fortunately there were Tok Keramat, but to this day the stomach is not eating vegetables🫠",dalam peti ais,fortunately tok keramat day stomach eating vegetable
2023-02-16 12:31:29+00:00,HamzahNazari,"You, a politician who seems to be overwhelming the power of others in the middle of the day, you waste money while we have stomachs, the people are not as easy as forgetting.
What's more is the frightened, but it will arise because now there is internet?",Malaysia,politician seems overwhelming power others middle day waste money stomach people easy forgetting whats frightened arise internet
2023-02-14 12:31:41+00:00,BorneoBah,"Just do what you have to my dear pm. Do this now rather then later. What a stomach ache, we need to go through some bumps along the way.","North Borneo, Malaysia. Earth.",dear pm rather later stomach ache need go bump along way
2023-02-14 01:59:45+00:00,aziznorzali_pg,"Fact 1 - The story of the poor prophet to fast (stomach tie) is true. But it was not the whole life of the Prophet because the Prophet (saws) was just the early days of the pilgrimage.

Even before the Prophet (peace be upon him) he was appointed his own apostle he was a millionaire.",Malaysia,fact story poor prophet fast stomach tie true whole life prophet prophet saw early day pilgrimage even prophet peace upon appointed apostle millionaire
2023-02-14 01:59:45+00:00,aziznorzali_pg,"Being rich is often said to be unmatched in the way of life of the Prophet. This fact is always mentioned:

1. 'Poor Prophet to a belly'

2. ""The Prophet reminds his companions not to be overwhelmed by the world"".

Right to this fact? Read this thread to the end 🧵",Malaysia,rich often said unmatched way life prophet fact always mentioned poor prophet belly prophet reminds companion overwhelmed world right fact read thread end
2023-02-06 13:30:12+00:00,AzraeeMamat,"@jungledweller1 @arwahmaklampir remembers when the CPP had a student who was a poor, stomach ache and only eating once every 2 days. The part -time work is gone, my dad is hard. Remembering the first time studying, no money to find a sample that people did a demo in the supermarket 😓",,remembers cpp student poor stomach ache eating every day part time work gone dad hard remembering first time studying money find sample people demo supermarket
2023-02-03 03:27:12+00:00,ShafiqTRULLY,This dock is one missed ... keep running the budget ... saturated with stomach up to wait for pay ... adehhh ...,PENANG,dock one missed keep running budget saturated stomach wait pay adehhh
2023-02-02 20:02:38+00:00,n37salim,"Two years of CPP to scam. People tie stomachs, lift white flags. Yidin @muhyiddinyassin PPBM party one year corn income hundreds of millions. @Sprmmalaysia do not sleep, the house is not more than asking for #anuarmusang 1 malaysia to urinate their halal charity deck.",,two year cpp scam people tie stomach lift white flag yidin ppbm party one year corn income hundred million sleep house asking malaysia urinate halal charity deck
2023-01-31 22:39:59+00:00,dirikuboneka,@Aisydahliaa taknak celebrate 😭. I want to save money. Got a stomach tie,"Muar, Johor",taknak celebrate want save money got stomach tie
2023-01-26 14:09:02+00:00,farahnaabilah,"After the new about 2k monthly commitment. After that anyone who bought a house, had a medical takaful grant? Tie the stomach and der mcm tu hahahaha. So I want to be fully cut near the car oil and eat, save it again",Malaysia,new k monthly commitment anyone bought house medical takaful grant tie stomach der mcm tu hahahaha want fully cut near car oil eat save
2023-01-23 15:31:33+00:00,smsyf_,You're in a family -rich family you can keep. I didn't even want to save time. Tie stomach is not the time of study. It's not like you work every month. Soo you have to understand that your partner maybe he has another interest when he studies,"Keluang, Johore",youre family rich family keep didnt even want save time tie stomach time study like work every month soo understand partner maybe another interest study
2023-01-10 14:58:47+00:00,wantogey,"After paying for all the commitments, you have a little belly. But I'm not the beginning of the beginning of the month, saving first. There are more new enjoyers. Not like a friend, the beginning of the month enjoys not remembering the world. The end of the month of Single Rice Share two people 😂",Penang,paying commitment little belly im beginning beginning month saving first new enjoyer like friend beginning month enjoys remembering world end month single rice share two people
2023-01-09 11:56:09+00:00,hisyfx,I have enough to eat. There is a little more money to save. It can be a bit of a family. I knocked on my stomach a little. Nk settle which should be not any,KUL-JHR,enough eat little money save bit family knocked stomach little nk settle
2023-01-06 14:51:51+00:00,ujstephen,You have to learn the stomach back then ☺️,"47130, MY",learn stomach back
2022-12-27 18:10:23+00:00,_Fjayyy,When the kids used to be CC in the czip lee shop. Will be able to tie the stomach to hang out with this cc main 😂,"Kajang, Selangor",kid used cc czip lee shop able tie stomach hang cc main
2022-12-26 14:02:47+00:00,_alissyaibrhm,But it is not always our mom to compare us with other cousins ​​can buy beautiful cars. And we're using bad cars. Want to see her son tie stomach every month? 🥹🥹😭,Malaysia,always mom compare u cousin buy beautiful car using bad car want see son tie stomach every month
2022-12-22 07:48:16+00:00,MalyaGhazali,"Zint is one of the best pls !!!!!!! Love zint so much back then, willing to tie the stomach to save money to buy it at 7e 😂",,zint one best pls love zint much back willing tie stomach save money buy e
2022-12-20 11:50:43+00:00,_alissyaibrhm,"I don't like paw2 people, if people themselves tie my stomach to eat. He wants to share it. Don't want to. Don't be forced.",Malaysia,dont like paw people people tie stomach eat want share dont want dont forced
2022-12-18 08:00:04+00:00,latabayu,"Not afraid..you are afraid of BN. New ties are comfortable for your own stomach, mortgage principles. Btw dato 'never won in all the general election..it's a secret x","Melawati, KL",afraidyou afraid bn new tie comfortable stomach mortgage principle btw dato never general electionits secret x
2022-12-18 04:53:13+00:00,farra_frank,It's been a week since I've worked. Tie the stomach la dis month ya farah.,"Petaling, Selangor",week since ive worked tie stomach la dis month ya farah
2022-12-16 19:12:29+00:00,nick_amirrul,"@lady_bugg11 yela from the idle cmtu is good to fill in religious programs. He has just renovated RM30j, until you have the heart of the money that is worth the taste of your people when the people are in the middle of the day, there are some, the student of the stomach, the cruelty is cruel. You answer near the hereafter","Kuala Terengganu, Terengganu",yela idle cmtu good fill religious program renovated rmj heart money worth taste people people middle day student stomach cruelty cruel answer near hereafter
2022-12-16 07:00:49+00:00,yeolahv,Earlier to find a high maintenance partner but I want to expect her stomach with you one day too,Malaysia,earlier find high maintenance partner want expect stomach one day
2022-12-14 13:14:54+00:00,rizree87,"1 time look like interesting ...
2 times look at it .. Offer Puyer Article .. Nice Giler Plate Cristal by Nachtmann .. 😍😍 Tie stomach mcm this hahaha ... 🤭 🤭 https://t.co/emqvk8rdk6","Kuala Lumpur, Wilayah Persekut",time look like interesting time look offer puyer article nice giler plate cristal nachtmann tie stomach mcm hahaha
2022-12-14 06:09:16+00:00,hulianameseztor,See people renovating the house feels fun ..,Malaysia,see people renovating house feel fun
2022-12-13 09:55:41+00:00,Badmintonfans__,"Will be able to buy this stomach. How can you believe this product 🤣
It's been a graduate. In the end, all for your own efforts. Xperlu medicine ni🙃",Malaysia,able buy stomach believe product graduate end effort xperlu medicine ni
2022-12-12 08:47:01+00:00,kiddiepax,"If there's one thing you need to know about me, I can buy gold suddenly without reason. I can tie my stomach, count on all the other things but for gold, I can suddenly just put aside some budget. Haha.",,there one thing need know buy gold suddenly without reason tie stomach count thing gold suddenly put aside budget haha
2022-12-11 11:16:30+00:00,rizree87,@Hlmihnfi yasszaa stomach with cooking he said ..,"Kuala Lumpur, Wilayah Persekut",yasszaa stomach cooking said
2022-12-09 13:10:59+00:00,YasiyaElle,"@imagishary Budget Fried Rice: White Rice, Onion & amp; Salt only. Soon it will be high blood pressure if Ahmad Maslan's fried rice menu is because you want to tie it up",Malaysia,budget fried rice white rice onion amp salt soon high blood pressure ahmad maslans fried rice menu want tie
2022-12-09 06:25:12+00:00,Nurinayo,"Someone: Nurin this concert he even has the money he has money. She's stable. No matter how much money he doesn't know.

Nyahhhhhh I also have a stomach ache 🤡","Kuala Lumpur, Wilayah Persekut",someone nurin concert even money money shes stable matter much money doesnt know nyahhhhhh also stomach ache
2022-12-08 09:15:15+00:00,mailmokhtar,"I don't want to know what to do, what I have to do. You want to promote the palapes, but the thing is for you to make your money on the stomach why you don't join? Less xpyah wants to tweet you to have Mat's stomach.",Malaysia,dont want know want promote palapes thing make money stomach dont join le xpyah want tweet mat stomach
2022-12-07 05:41:14+00:00,miuju,@jimachia belly pounds can not buy hahahha 😭,,belly pound buy hahahha
2022-12-06 08:56:05+00:00,EhhhFaraa,The house loan goes up again within a month. Here is the belly of this,ᗩᗰᑭᗩᑎG,house loan go within month belly
2022-12-06 04:31:55+00:00,beryls_,"After settling back on the kelate, you can start stomach ties 👍🏼 Can't eat tasty as always, movie all no okieshhhhhh ...",Kuala Lumpur Federal Territory,settling back kelate start stomach tie cant eat tasty always movie okieshhhhhh
2022-12-04 15:10:20+00:00,hvymin,"Rarely do we eat tasty, we have a lot of stomach ties 😂 once in a while @vnnbow_. But it's not here. Hrga is not 🤣 https://t.co/ezumbfii","Kota Kinabalu, Sabah",rarely eat tasty lot stomach tie hrga
2022-12-03 00:30:24+00:00,purpinkledays,Never having a hard time studying with the convenience of my father's preparation ... never feeling a stomach ... may Allah give him a paradise without hisab for a father who sacrificed for the comfort of ank ... yra❤️,"rivervale,perth wa",never hard time studying convenience father preparation never feeling stomach may allah give paradise without hisab father sacrificed comfort ank yra
2022-12-02 07:58:15+00:00,yudaareni,@Jules12anne most remembers having to tie stomachs to eat rice with sauce because money is running out of money 🥲,Putrajaya,remembers tie stomach eat rice sauce money running money
2022-12-01 10:30:22+00:00,ayunisalman,"In the middle of the day we were not enough, even eating to get a stomach ache, no matter how much we heard. Our son is enough to eat.
Our time is easy, it's not a call to call ""Don't call me now"". No, playing this order is my man. Ehhhhhhhhhhhhh","Johor Bahru, Johor",middle day enough even eating get stomach ache matter much heard son enough eat time easy call call dont call playing order man ehhhhhhhhhhhhh
2022-11-30 08:43:42+00:00,TheyCallmeMsAnn,@intanraihan plague xde The term hungry engineer has a stomach ache. Not to have your own vehicle. Lol,"Sarawak, Malaysia",plague xde term hungry engineer stomach ache vehicle lol
2022-11-29 09:52:50+00:00,minsjyg,"Sometimes eating is not cheap. Her kids have her taste, choose her throat. Mmg pricey la.

But these things have been used for my own money, except the early stans of Bangtan used to be able to tie the harness allowance to buy the album 🥲🥲🫠",김석진의 하트,sometimes eating cheap kid taste choose throat mmg pricey la thing used money except early stans bangtan used able tie harness allowance buy album
2022-11-29 01:43:30+00:00,mosyukiborhan,Good morning. Pay 2 days. Art work payments are still detained by DBP. Let's tie it up today.,KL / Tangkak / Solo,good morning pay day art work payment still detained dbp let tie today
2022-11-27 09:16:46+00:00,uuucop,Want to buy this Worldcup jersey here to tie it up 😭,Malaysia,want buy worldcup jersey tie
2022-11-22 15:17:50+00:00,muharanauri,Restore the country's economy immediately. Many people who are stomach and sleepy are sleeping in the face of loneliness.,"Irbid,Jordan",restore country economy immediately many people stomach sleepy sleeping face loneliness
2022-11-22 01:01:43+00:00,Mr_fuadrazak,"Lahhhh, there is now a history of Mcm Mat Kilau's history movie. Strange-2 is the thinking of Malaysians. Even about 13mei is not the same. What do you want to do with your own 2. Diorg on the full meal, we people have to tie their stomachs ..",Malaysian,lahhhh history mcm mat kilaus history movie strange thinking malaysian even mei want diorg full meal people tie stomach
2022-11-16 11:37:24+00:00,cikmiya91,"You can start tying your stomach, n turn on grab the day if it's late. The effort okkay money is coming to roll for the money xde feet. ✨🤲",kuala lumpur,start tying stomach n turn grab day late effort okkay money coming roll money xde foot
2022-11-16 02:08:18+00:00,naf154,"For the luxury party .. but in the rule of the day, the people are told to have a stomach ache in reduced.","Kuala Lumpur, Malaysia",luxury party rule day people told stomach ache reduced
2022-11-14 00:15:35+00:00,wanazlianaadnan,The reality of many women & amp; Children have to tie their stomachs waiting for a living claim in court for months. Must give a fast track way to make sure you pay for the child and wife.,Malaysia,reality many woman amp child tie stomach waiting living claim court month must give fast track way make sure pay child wife
2022-11-13 16:31:25+00:00,amzardatempoyak,"When are you rich? Tired of being able to get stomach tie, if you keep this accompany national accan 🥲",,rich tired able get stomach tie keep accompany national accan
2022-11-12 16:12:38+00:00,kak_ngah82,"@Ct_voter @watieieysoong @awangngahx tu la pity..it's money, some stomach lunch time to collect money from far book flight hotel again… sad sgat ..",Malaysia,tu la pityits money stomach lunch time collect money far book flight hotel sad sgat
2022-11-12 11:21:18+00:00,morasaki12,"- People are told to tie up their stomachs and don't expect free money.
- Lose 5 consecutive elections to BN.

Later, the @pakatanharapan_ government collapsed by itself.

See you yourself?
Don't forget to forget.","Johore, Malaysia",people told tie stomach dont expect free money lose consecutive election bn later government collapsed see dont forget forget
2022-11-11 16:39:32+00:00,pikashimiyuki,"Tie stomach this month, no enjoy2 road2 for tis month 🫢🫠 https://t.co/3aoyfuhoh4",,tie stomach month enjoy road ti month
2022-11-10 03:48:58+00:00,mohd_famy,@janji_bahagia @kitapalabataih @sukmawatiismail @lady_bugg11 If Tun Babai la ... Everything has to be stomach ...,Penang,tun babai la everything stomach
2022-11-09 17:16:08+00:00,iKinnnS,"Take advantage of RM10 daily meal allowance. If possible less than RM10 is good. But the plague, the stomach ties. Weekends are running out of badminton mamak, most expensive. Haha 🥹",Someone leg,take advantage rm daily meal allowance possible le rm good plague stomach tie weekend running badminton mamak expensive haha
2022-11-09 09:58:40+00:00,ns_mimy,"Wearing pants thats tight in the tummy suppresses my appetite better than any food alternatives. The ""stomach ache"" is really living up to its name.","Leeds, England",wearing pant thats tight tummy suppresses appetite better food alternative stomach ache really living name
2022-11-09 05:06:47+00:00,SyarulAdam,"Yesterday at JB @anwaribrahim talked again
Partiii niiiii party deritaaaa ..
There is no berilliyun-billiyunnn

Yall laaa..I heard it for 20 years.
Wet heads

The party is the campaign. The people get 30ringkk.
Cipett la.",Johor bahru,yesterday jb talked partiii niiiii party deritaaaa berilliyunbilliyunnn yall laaai heard year wet head party campaign people get ringkk cipett la
2022-11-07 07:27:16+00:00,Dea12191655,"@Rashidahabdull8 @syedsaddiq Options in your own hand. No coercion? If you feel necessary, take it. If x is necessary, please keep it. It's for the choice. But those who want to even have a belly, the EPF is probably the most important source for the dude. X mkn today, do we have to spend money on retirement money? 🤣",,option hand coercion feel necessary take x necessary please keep choice want even belly epf probably important source dude x mkn today spend money retirement money
2022-11-07 07:14:19+00:00,AzwanAlii,"@ZainiHussain454 You're right. Similar to the day, it is not logical for RM8 to eat a day. Poor the kids will have to stomach a day or night 🥺",Pokemon Centre,youre right similar day logical rm eat day poor kid stomach day night
2022-11-04 01:51:17+00:00,_Yummy1,I'm sorry I couldn't help me. I'm not a big paycheck to live a luxury. Sometimes the stomach is also. There is no saving for emergency. I begged for me to find me.,Ampang,im sorry couldnt help im big paycheck live luxury sometimes stomach also saving emergency begged find
2022-11-03 14:56:37+00:00,Zaki_Yamani_,"@f4kr0ls00d Some others, the election is a stomach ache, ignore the desire.

It's all money.",,others election stomach ache ignore desire money
2022-10-30 07:28:12+00:00,edenweill,"""I'm happy after the RM5"" oil contains
""After the content of the oil given by the Be End party I have no stomach anymore""",Malaysia,im happy rm oil contains content oil given end party stomach anymore
2022-10-30 03:45:33+00:00,yeolahv,@aswaliaaa I know this because I have read many articles on it. They all fomo to the level of cheating & amp; Able to belly for designer stuffs. Sad,Malaysia,know read many article fomo level cheating amp able belly designer stuff sad
2022-10-29 02:10:00+00:00,morasaki12,📌 People and civil servants need to belly to help the government (MP Langkawi Tun M) https://t.co/81beywox9e,"Johore, Malaysia",people civil servant need belly help government mp langkawi tun
2022-10-26 10:06:16+00:00,Amirulfaix,"Spend what to buy but measure your own clothes. I want to save it but do not know the belly. The important thing is that parents, siblings.
If there is a legitimate partner, take it first",,spend buy measure clothes want save know belly important thing parent sibling legitimate partner take first
2022-10-22 07:20:14+00:00,ibuumardanlilo,@Nblhas his torment should be my sister sitting there once a day. Men have to be stomach up. He was sitting in the Majidee area. I can't think that my man accepts offer time in Johor first. Diamond says his son is a yearly fee in 4k. Cry,Kuala Lumpur,torment sister sitting day men stomach sitting majidee area cant think man accepts offer time johor first diamond say son yearly fee k cry
2022-10-21 10:38:01+00:00,BENucche,"@Rashidyusoff11 @anwaribrahim eh, better padia hang ni? Assets duk juai there, for 30Ringek, order stomach, ptptn x remove, toll x remove..aes add more..yg which 1 is the heatq better? Fear we missed 🙄🙏🏻",Kuala Lumpur,eh better padia hang ni asset duk juai ringek order stomach ptptn x remove toll x removeaes add moreyg heatq better fear missed
2022-10-18 10:43:55+00:00,ruzainiraub,This month's paycheck. Stomach ties to hold until next month🥹,Shah Alam,month paycheck stomach tie hold next month
2022-10-16 11:54:10+00:00,neyrashazeyra,"This is the reason why I want a dryer. Near the laundry, the machine dryer is all overwork the rainy season.

That's it! I'm Gonna Buy Washer & amp; Dryer. Let it be a stomach ache.",Malaysia,reason want dryer near laundry machine dryer overwork rainy season thats im gon na buy washer amp dryer let stomach ache
2022-10-16 05:31:33+00:00,peanutbahrin95,My heart is dead to find out about family. For us we have nothing. But back to the village every month. Want to blame us. All my salaries are tied up my stomach can buy what is right. This is how update the status of whatsapp story is like we are ignoring the family. Never mine.,"Fictionland, Cybernation",heart dead find family u nothing back village every month want blame u salary tied stomach buy right update status whatsapp story like ignoring family never mine
2022-10-14 15:54:56+00:00,_aainanajwa,but later mun da money money can be more stomach ache,"Kuching, Sarawak",later mun da money money stomach ache
2022-10-10 15:01:23+00:00,Feekry4u,"@f4kr0ls00d suh people tie stomach, at the same time shopping for your relatives ......
🤬🤬🤬🤬",Sitiawan/KL,suh people tie stomach time shopping relative
2022-10-10 11:56:54+00:00,safwanmajid,I have to get my stomach a few weeks since my political appointment allowance and my Special Officer Dolu2 Special Officer,"İstanbul, Türkiye",get stomach week since political appointment allowance special officer dolu special officer
2022-10-05 13:59:13+00:00,xatullee,What do you think about all the things this month is not a month ago when we are not going to have a stomach later 😫😫,"Muo → Klang Valley, MY",think thing month month ago going stomach later
2022-10-05 06:12:12+00:00,equeen_esmae,"Envy to die. Originally seeing people when you say a prick. If you pound, let's go, he's money. You don't have the money, you keep quiet. So he struggles his stomach diet because he wants to be thin. You're good at talking to people. Pi Kikis your face with sandpaper","Kuala Terengganu, Terengganu",envy die originally seeing people say prick pound let go he money dont money keep quiet struggle stomach diet want thin youre good talking people pi kikis face sandpaper
2022-10-04 03:19:48+00:00,safwanashadi,"If people know that people wouldn't talk like that ☺️

Tie stomach for people's happiness.","Kedah, Malaysia",people know people wouldnt talk like tie stomach people happiness
2022-10-03 08:40:00+00:00,equeen_esmae,There's another bucket list I haven't got yet. Please please. Tie your stomach. Cuz money returns. Time not sis. For yolo 🤣😆 but i live twice.,"Kuala Terengganu, Terengganu",there another bucket list havent got yet please please tie stomach cuz money return time si yolo live twice
2022-10-03 07:08:00+00:00,sherina_kamal,"TIPS AVAILABLE MONTHLY 👍🏽

https://t.co/p0aifz6hgp https://t.co/creiqexkuz","Selangor, Malaysia",tip available monthly
2022-10-03 00:41:12+00:00,Amninabilahx,1 week left before I need to go back to campus. So you have to eat a lot later there and have a stomach ache,22,week left need go back campus eat lot later stomach ache
2022-09-29 12:59:52+00:00,Aida_kim,"Although it is a family of harness, but we think dorg is there. Because xpernah came to visit even though it was just a moment. Mom always ordered us our own efforts not to expect people. So we have 3 siblings (before being born) and they are used to it,",,although family harness think dorg xpernah came visit even though moment mom always ordered u effort expect people sibling born used
2022-09-24 08:59:10+00:00,Thiban_ben,"Economic Economy, Value The Ringgit Falls, Economic Crisis will hit, compensation for the flood victims has not been resolved now that the people have to stomach upset to face the monsoon. Pm @ismailsabri60 relax under UMNO leaders Visit while studying turtle life!",Bestari Jaya (Batang Berjuntai,economic economy value ringgit fall economic crisis hit compensation flood victim resolved people stomach upset face monsoon pm relax umno leader visit studying turtle life
2022-09-14 06:36:21+00:00,faizshukur94,"To suggest a car below RM500, I always have to know that the customer wants to buy a car with the ability not to pay for the debt. Price for Perodua Axia Gxtra

NEW AXIA 1.0AT GXTRA
OTR PRICE- *RM36,104.55 *
7 years- RM475
9 Years- RM390
𝑭𝒖𝒍𝒍 𝒍𝒐𝒂𝒏- 𝑹𝑴434 https://t.co/ftndeelco0",Kuala Lumpur Federal Territory,suggest car rm always know customer want buy car ability pay debt price perodua axia gxtra new axia gxtra otr price rm year rm year rm
2022-09-12 14:51:05+00:00,bukanEXawak,"@Brgsjks if my member used to get married early, age 20 preggy goes to kitchen, grad with husband. Before marrying he could make money, he didn't even spend too much on his stomach. So he could get married to the money for a collection. For study shopping, get married.",,member used get married early age preggy go kitchen grad husband marrying could make money didnt even spend much stomach could get married money collection study shopping get married
2022-09-12 03:11:58+00:00,equeen_esmae,"But that's right. I think I have 20k pounds. One year I save 10k. Work on eating salaries. Indeed, I tie my stomach. Although there are no candidates yet. But keep it 😅","Kuala Terengganu, Terengganu",thats right think k pound one year save k work eating salary indeed tie stomach although candidate yet keep
