Datetime,Username,Translated_Tweets,Location,Cleaned_Tweets
2023-03-30 13:37:00+00:00,agungepapo,@HizbutThe shooting every clove of the cloves that dad cut down. And we starve at the cost of the delivery.,"Magelang, Jawa Tengah",shooting every clove clove dad cut starve cost delivery
2023-03-30 12:53:20+00:00,Coretanluk_a,The height of the obesity of the gesture of the starvation of the silence of the redness of the redness of the glowing glow of the brownishness,Jawa Timur,height obesity gesture starvation silence redness redness glowing glow brownishness
2023-03-30 12:49:25+00:00,Coretanluk_a,The progress of the decline of the greatness of the maturity of the head of the Head of the Disadvantages of the Disadvantages of the Craft The Craft The Craft The craftsmanship of the life of the Life of the Disposal of the Slow Deletation of the Slow Spread of the Sadness of the Sadness,Jawa Timur,progress decline greatness maturity head head disadvantage disadvantage craft craft craft craftsmanship life life disposal slow deletation slow spread sadness sadness
2023-03-30 12:39:03+00:00,emak_bigwin,@Wagimandeep212_ hahahhaha nitizen weird ... just in the pagill just a girangg2 ... people should be in a bad mood ... try it for sure there will be more hunger ajing2 insulting presidents,"Yogyakarta, Indonesia",hahahhaha nitizen weird pagill girangg people bad mood try sure hunger ajing insulting president
2023-03-30 12:28:18+00:00,hainina2,"@Cutsarina5 @_mastito I'm traveling from Aceh to Papua. The average person says the pocut. All the tribes in their own village are Males2an. Toh let the males still eat. But if you can travel where you can be lazy, what do you want to eat? Can death starve.",cikeas,im traveling aceh papua average person say pocut tribe village malesan toh let male still eat travel lazy want eat death starve
2023-03-30 11:45:10+00:00,findormeme,If this is the case then I can starve to the gaba gakisa not to dude talking to himself in the middle of forest then start eating grass mumbled self dramatic background music noise ftv https://t.co/cg3usho6z,indonesia,case starve gaba gakisa dude talking middle forest start eating grass mumbled self dramatic background music noise ftv
2023-03-30 09:50:53+00:00,forurgoodluck,"@kakakrl sad banget. But for the sender, my message ...
If you go to life you have to be unlucky, drag sustenance, your husband tomorrow tomorrow, your children are starving, and remember your actions today.

Where is the story again, Kayak G feels guilty","DKI Jakarta, Indonesia",sad banget sender message go life unlucky drag sustenance husband tomorrow tomorrow child starving remember action today story kayak g feel guilty
2023-03-30 09:33:59+00:00,OfficialSatriaR,"Dear. this morning
Can't eat because
miss you, daytime
not eating because
Think of you, & amp;
Tonight I didn't sleep because of hunger","Purwokerto,Indonesia",dear morning cant eat miss daytime eating think amp tonight didnt sleep hunger
2023-03-30 08:59:20+00:00,Dawgs000,"The @hnurwahid is a constitution, the Palestinian Humanity is just a nonsense
Are you in defending the Palestinian Communist Party?
At the same time ""your mouth and face"" is closed not to comment for millions of children ""Yemen is starving as a result of Saudi Arabia Boomardir ?? https://t.co/koijx9a0mi",Singapore,constitution palestinian humanity nonsense defending palestinian communist party time mouth face closed comment million child yemen starving result saudi arabia boomardir
2023-03-30 08:30:52+00:00,syaabellaa,@shahirahshofi already bought. Because always starving in the pasta time to get gastric. Don't worry if I have to come together 😂 https://t.co/37dbirskxr,"Selangor, Malaysia",already bought always starving pasta time get gastric dont worry come together
2023-03-30 08:21:42+00:00,Dawgs000,"@Stevanieiehuangg @fifaworldcup @fifacom and Double Standards do not boldly prohibit and criticize Saudi Arabia, is it still less than millions of children ""Yemen who said the descendants of the Prophet's hunger and death were on boom, who dared to criticize Saudi Arabia?
https://t.co/ax6lzzwclw",Singapore,double standard boldly prohibit criticize saudi arabia still le million child yemen said descendant prophet hunger death boom dared criticize saudi arabia
2023-03-30 07:58:39+00:00,kuahcotoenak,"@scorpionsboyst @uangkubanybgt @sosmedkeras pigs are not illegal.😆

Eat it illegally, if we do not find anything to eat then we can eat pigs just to avoid starving, they can't be full.

This is a sentence:

Al Baqarah Verse 173 https://t.co/uzqipcibox",Indonesia,pig illegal eat illegally find anything eat eat pig avoid starving cant full sentence al baqarah verse
2023-03-30 06:59:04+00:00,jadid_amar,"@doihachiro31 @detikcom xD

I'm ah too

Later there is a nerobos I say don't stand him

It's not good for me

He ..

Well that

That's the one left home bridge loved

The hunger is not the cost of a relief

If the Pharaoh says it will turn the people to let go of life","Pekalongan, Jawa Tengah",xd im ah later nerobos say dont stand good well thats one left home bridge loved hunger cost relief pharaoh say turn people let go life
2023-03-30 06:54:18+00:00,Dian74618009,Hbs in block M Hunger Maap Birth Birth @pondok Gede @jt Color 081395251400 https://t.co/ffclgvlrk5,,hb block hunger maap birth birth gede color
2023-03-30 06:39:28+00:00,kinartan,"Today's problems, from hunger, stunting, colonization, corruption, evil, to social intensity;

It is ruined that it is destroyed if Agi suddenly decides that humans are not important and better eliminated",Indonesia,today problem hunger stunting colonization corruption evil social intensity ruined destroyed agi suddenly decides human important better eliminated
2023-03-30 05:30:40+00:00,PcintaAnakYatim,"""Or feed on starvation on orphans from relatives."" (QS Al Balad, 90: 14-15)",Jakarta,feed starvation orphan relative q al balad
2023-03-30 05:28:53+00:00,aboutmalangcom,"@A_ZEEJKT48 is really upset 😌

Hunger in the middle of the night, Zee JKT48 even failed to eat because of this creature

https://t.co/gpg6icuoy8",Malang,really upset hunger middle night zee jkt even failed eat creature
2023-03-30 05:09:11+00:00,bronto_kusumo,"@langitan99 @asep71254288 Don't eat MAS. Eating is Chinese. Our ancestors usually don't eat, hunger..😎",Indonesia,dont eat ma eating chinese ancestor usually dont eat hunger
2023-03-30 04:58:10+00:00,Prastiwi1904,"@Jhopehobahobi jhope ....
My Hope ....
Afternoon ...
Have eaten not yet ...","central java,Indonesia",jhope hope afternoon eaten yet
2023-03-30 04:52:34+00:00,haibundacom,Pregnant mothers are called to affect the fetus and make them starve. Then does the fetus really be hungry when a pregnant mother is fasting? This is a doctor. https://t.co/lsax5r7xjo,Indonesia,pregnant mother called affect fetus make starve fetus really hungry pregnant mother fasting doctor
2023-03-30 04:35:38+00:00,limuyww,"@Foodfess2 Indonesia's second largest food contributor in the world, when people in Africa starve, Indo people throw away food, I used to sit at McD and one of my 5 hours resto, a flat plate left in a state of food, Miris",Indonesia,indonesia second largest food contributor world people africa starve indo people throw away food used sit mcd one hour resto flat plate left state food miri
2023-03-30 04:10:58+00:00,thenaffy1,"President, and ministers and other people have just felt the bitterness of starvation and strangling the price of the tree in the market.

But it is not always the bitterness of being a punishment for the smallest people because it is born in this expensive state.",Jawa Timur,president minister people felt bitterness starvation strangling price tree market always bitterness punishment smallest people born expensive state
2023-03-30 04:06:13+00:00,kefinruliandas,@A_zeejkt48 Thank you for feeding a hunger cat,Tangerang,thank feeding hunger cat
2023-03-30 03:42:25+00:00,haseggnalimeg,"@SiaranBolive Timnas can compete official, frozen league, players, rising evil, crushed economy, inflation, hunger ..",Padang,timnas compete official frozen league player rising evil crushed economy inflation hunger
2023-03-30 03:40:59+00:00,yulius_wisnu,@ekowboy2 people around you are independent but still starve….,Indonesia,people around independent still starve
2023-03-30 02:26:57+00:00,0xsshiball,Ayo Bigwin wants to buy a cat mam of cats to get home on hunger ..,Indonesia,ayo bigwin want buy cat mam cat get home hunger
2023-03-30 02:11:06+00:00,nliza_isha97,"""Ticer sister is eating, my sister is eating at home"" Haa okay sister. Don't let your mom ws ticer ask why it is starving. Adumak kids are not eating wrong ticer 😵‍💫😵‍💫","Seremban, Negeri Sembilan",ticer sister eating sister eating home haa okay sister dont let mom w ticer ask starving adumak kid eating wrong ticer
2023-03-30 02:00:01+00:00,KomunitiMyEG,"During the break of fasting, we tend to choose to enjoy our favorite foods as a result of enduring hunger.

Follow these healthy breaking tips so you can maintain your body's health throughout the month of Ramadan.

Credit: MOH https://t.co/dza8m2o6bd","Petaling Jaya, Selangor",break fasting tend choose enjoy favorite food result enduring hunger follow healthy breaking tip maintain body health throughout month ramadan credit moh
2023-03-30 01:55:32+00:00,Patricsil1,"@Mafiawasit ""There are many people who are starving. And Lo is still good to eat?""
Is it okay?",Indonesia,many people starving lo still good eat okay
2023-03-30 01:19:02+00:00,Devi50910184,@muispebrianto better a million Palestinians starve from one Indonesian son crying,"Ciputat, Indonesia",better million palestinian starve one indonesian son cry
2023-03-30 00:50:08+00:00,Rikoyuriko11,"Before talking about empathy, humanity, and the various dictions you choose to cover a certain meaning. FREE YOUR HOUSEHOLD HOUSE !!! If my son is starving but you even cook for your neighbors, that's strange.

Hope it's just healthy.","Sleman, Indonesia",talking empathy humanity various diction choose cover certain meaning free household house son starving even cook neighbor thats strange hope healthy
2023-03-30 00:10:33+00:00,warkop_tkj,"Unwanted, unwanted, not observed, forgotten by people, it is a great pain, greater poverty than those who can't eat. We have to feel that.","Kota Metro, Lampung",unwanted unwanted observed forgotten people great pain greater poverty cant eat feel
2023-03-29 23:45:26+00:00,stauber_43,"@Paltiwest is indo political. 🙏🏻🥸 GUA GA's prayer has never been good for the bad polititions of the people, the constituents of the school are not aware. Buy a token until you have to fast. Dead starving at cost. The one above the laughter of the youngest is the smallest of the people. Native evil2.",Singapore,indo political gua gas prayer never good bad polititions people constituent school aware buy token fast dead starving cost one laughter youngest smallest people native evil
2023-03-29 23:31:42+00:00,kungfumiow,"Now it's gone.

As a result of death is still under investigation, but it is likely due to starvation due to the condition of the pass before the death of this 🥲

Yaya still likes to lean on her room, because she is the only one that she has 😭 I can't even hold my tears https://t.co/12gvtg3khv","Bekasi, Jawa Barat",gone result death still investigation likely due starvation due condition pas death yaya still like lean room one cant even hold tear
2023-03-29 22:30:38+00:00,AbrahamUmbas,"@ganjarpranowo @guberurrbali @pdi_perjacum @pksejahtera @muipusat @puanmaharani_ri
Considering Israel's colonialism means contrary to God's promise to Abraham as he left his people to the land of Joseph's agreement left & amp; Isaac's descendants to Egypt for starving 7th","Makassar, Indonesia",considering israel colonialism mean contrary god promise abraham left people land joseph agreement left amp isaac descendant egypt starving th
2023-03-29 20:12:11+00:00,TolakSyaithan,"The crisis occurs when the Antichrist is traveling. His followers will bring fertility and food, which against it will remain in the click and hunger. The Antichrist will be the best test for mankind.",Indonesia,crisis occurs antichrist traveling follower bring fertility food remain click hunger antichrist best test mankind
2023-03-29 19:36:39+00:00,syahherman920,"Unfortunately, in the morning I ate karna miss km, daytime also gk eat karna thinking of km, and night I can sleep starvation",jakarta,unfortunately morning ate karna miss km daytime also gk eat karna thinking km night sleep starvation
2023-03-29 17:51:52+00:00,farahSham92,"Fever is down, now sweating and hunger 😅

It's lazy to eat lazy bread 😂",Malaysia,fever sweating hunger lazy eat lazy bread
2023-03-29 17:18:49+00:00,Novixander89,"Want to feed for a far away brother when people in the house are starving

Fifa
Banned
Pssi",Cibaliung,want feed far away brother people house starving fifa banned pssi
2023-03-29 17:16:20+00:00,ramamoissani,"I don't even have a lot of money to be stylish, but anyone I bring out, I make sure I won't starve.","Jawa Timur, Indonesia",dont even lot money stylish anyone bring make sure wont starve
2023-03-29 16:32:10+00:00,Daniallco,"The word of Allah in surah al-Baqarah verse 155, means; And we will really give you tests, with some fear, hunger, lack of wealth, soul and fruit. And give the good news to the patient.","Trengganu, Malaysia",word allah surah albaqarah verse mean really give test fear hunger lack wealth soul fruit give good news patient
2023-03-29 16:25:54+00:00,payaspenjor,"Poor people always eat Lahap: Hunger to make their food feel sweeter, and this is rare among the rich.","Denpasar, Bali",poor people always eat lahap hunger make food feel sweeter rare among rich
2023-03-29 16:18:54+00:00,penjualalaskaki,"If the football fix was fifa and the players could not be the ball, his family was starving because there was no production if he could not help?","Semarang, Jawa Tengah",football fix fifa player could ball family starving production could help
2023-03-29 16:18:24+00:00,Kiridaren,"Central reading the translation of advice for the government,

Read a verse that is so caring for the heart,

“Ardashīr said:

“Be careful with a dignity when he is starving and a despicable one when he is rich.” ""Https://t.co/s0fw0oq6zo",Malaysia,central reading translation advice government read verse caring heart ardashr said careful dignity starving despicable one rich
2023-03-29 16:18:07+00:00,sebaik2_laki2,@akbaraditamapb @wthin_fans @faktasepakbola is like a child or another child is starving D rmh,Banjarmasin,like child another child starving rmh
2023-03-29 15:57:51+00:00,abishak67,"Worship is a job, his workshop and his hungry tool (Syaqiq Balkhi) #Islam #Ramadan",Malaysia,worship job workshop hungry tool syaqiq balkhi
2023-03-29 15:52:30+00:00,siskanoviw,"Inner ""Is this what I see, or does anyone see if you don't know?""

When you look at the shoppers who eat and eat in place, their faces are normal. There is no look at the face of disgust or it is not good. Bener² Kayak Human Hunger and eating spirit.","Malang, Jawa Timur",inner see anyone see dont know look shopper eat eat place face normal look face disgust good bener kayak human hunger eating spirit
2023-03-29 15:48:22+00:00,i_ervans,"The Palestinian most caring if there is a hungry neighbor too Lu Diemin

Donkeys","Jawa Barat, Indonesia",palestinian caring hungry neighbor lu diemin donkey
2023-03-29 14:45:13+00:00,gartley1,"@Verraagustian_ Somalia is a Hafiz Quran, Skip The country Hunger GK can eat",Indonesia,somalia hafiz quran skip country hunger gk eat
2023-03-29 14:25:12+00:00,skyinven,"@Intanorii W said that Singapor. So remember when I went to the people of the people who went to the fruit of this tree, my abductor was falling down and lyal. Thinking more rich monkeys are just :(",Indonesia,w said singapor remember went people people went fruit tree abductor falling lyal thinking rich monkey
2023-03-29 13:38:02+00:00,CulturaMagz,"The Bang Bang Club (2010)

Remember the photo of the Pulitzer winner depicting a starving African child followed by a carcass behind him? The Bang Bang Club raised a real story of the journalist taking the photo. There are four journalists who… https://t.co/wsbxlvrjko",Indonesia,bang bang club remember photo pulitzer winner depicting starving african child followed carcass behind bang bang club raised real story journalist taking photo four journalist
2023-03-29 12:49:41+00:00,itsmieraAR,"Oh my God, Ramadan I don't ask for much. It is enough for all the abused panda to return to their home country. I don't like the zooooo. Don't worry about the big zoos of the animals in hunger 😭

#savepanda","Miri, Sarawak",oh god ramadan dont ask much enough abused panda return home country dont like zooooo dont worry big zoo animal hunger
2023-03-29 12:47:42+00:00,Wedhuzjr,"@ade_rusmaya @doktertifa and always happy to say ama buzzer starvity who dies, because that is the comedy of political roasting for the community in Indonesia, it's not good to be a flat rich soeharto walo quiet ga kdgran","East Java, Indonesia",always happy say ama buzzer starvity dy comedy political roasting community indonesia good flat rich soeharto walo quiet ga kdgran
2023-03-29 12:38:40+00:00,Putrakantong,"@Helmifelis_ Bener Tadz, if Pak Anies becomes President of the Persons and the People's Money will be starving and lost, then they will always be dropped, explored and even slander so that Pak Anies will not be selected",Indonesia,bener tadz pak anies becomes president person people money starving lost always dropped explored even slander pak anies selected
2023-03-29 12:37:10+00:00,busukbusuk20,"@oryxion @jasonyew @chedetofficial is not a famous starch with a variety of uses of leaves, fruits, roots and all? Ni x mcm coconut tree",Shah Alam,famous starch variety us leaf fruit root ni x mcm coconut tree
2023-03-29 11:33:57+00:00,Aisyaaahh04,@hanybudiarti15 yes gtu mam who can be starving PAS facing life wkwkkw 🤭✌️,"Krian, Indonesia",yes gtu mam starving pa facing life wkwkkw
2023-03-29 11:30:24+00:00,thafism__,"@knpiharis @pdi_family @muipusat daddy's stomach, you insult Palestine, there they are starving","Purworejo, Jawa Tengah",daddy stomach insult palestine starving
2023-03-29 11:21:44+00:00,arifinsam,"@Umar_hasibuan__ Astaghfirullah ... this rich state, why can anyone be hungry. Indeed, every trustee of the people's affairs will be responsible.",Indonesia,astaghfirullah rich state anyone hungry indeed every trustee people affair responsible
2023-03-29 09:02:00+00:00,dompetdhuafaorg,"3. From that hadith we can imagine, the Messenger of Allah (may peace be upon him) revealed that if we believe, when we see our brothers and sisters we will not just let it go.","Jakarta, Indonesia",hadith imagine messenger allah may peace upon revealed believe see brother sister let go
2023-03-29 09:01:00+00:00,dompetdhuafaorg,"2. In this regard, the Prophet also responded to the condition, ""It is not believed to me all night while his neighbors are starving next to him, but he knows."" (HR at-Thabrani)","Jakarta, Indonesia",regard prophet also responded condition believed night neighbor starving next know hr atthabrani
2023-03-29 08:57:27+00:00,0xglory_,This is really the name of hunger 😔,"DKI Jakarta, Indonesia",really name hunger
2023-03-29 08:28:04+00:00,dhiasfra,"@Askrlfess so let it be a lot of loss, eat ayce during the month of Ramadan

Need to prepare for stomach ngosongin
DATENG DON'T HAVE A LARGE CONDITION
Eat a plan, it is covered with the type of food,
and avoid sweet drinks","Semarang, Indonesia",let lot loss eat ayce month ramadan need prepare stomach ngosongin dateng dont large condition eat plan covered type food avoid sweet drink
2023-03-29 08:15:04+00:00,LeylaHana,"Busy not to eat? Pengen semil but tetep slimmer? Cus deh nih cobain cimory yogurt now has a 40gram finish. The word @grandysofia can be a hungry savior. It's a good idea to fast. Completely read in this article yes.
https://t.co/htwxoiibep
Wednesday",,busy eat pengen semil tetep slimmer cu deh nih cobain cimory yogurt gram finish word hungry savior good idea fast completely read article yes wednesday
2023-03-29 07:51:25+00:00,naaabilaaahhhh,Fun but now more water.,Malaysia,fun water
2023-03-29 07:49:56+00:00,ngurahsaka,"Palestine is used for donations for donation, and even eating its owners,

The culprit of the EPRANG, the starvation 🥲","Bali, Indonesia",palestine used donation donation even eating owner culprit eprang starvation
2023-03-29 07:28:27+00:00,hermioni_ginger,"People who are prohibiting sales during the day of fasting, do not think who knows there is a non -Muslim hunger, women who are menstruating, bumil, lansia can not fast :(

KOK so shut down people's fortune","Bandung, Jawa Barat",people prohibiting sale day fasting think know non muslim hunger woman menstruating bumil lansia fast kok shut people fortune
2023-03-29 07:07:07+00:00,AnimasiSultan,"@itsamareguzel anies cool anies to fear the puppet of Aseng
Afraid of starving to starve",Istana,anies cool anies fear puppet aseng afraid starving starve
2023-03-29 06:13:26+00:00,fianing99,"Netes keep tears in their eyes. Weeping there was a voice of swearing in a drag in the throat of drinking gang 😂 Finally, the stomach and stomach kept staring. Then I heard that he had slept I went to the bathroom and he had moved on to my position and I came back",Semarang,netes keep tear eye weeping voice swearing drag throat drinking gang finally stomach stomach kept staring heard slept went bathroom moved position came back
2023-03-29 05:51:55+00:00,tica_artika,"Although some are sleepy because of the bag, some are starving because they are not, but still trying ..
Maa Syaa Allah's class is starting to be organized, 3 months left to class yes children 🥺🥺 https://t.co/kyifza7i0f","Central Java, Indonesia",although sleepy bag starving still trying maa syaa allah class starting organized month left class yes child
2023-03-29 05:44:11+00:00,kemuninglangsat,"@mas_aro @mojokdotco Background Everyone is different, we never really know if he doesn't dive. 12 years ago I & amp; A friend has a fear of silence in the Kosan room. Worry if the cause is hunger, as we have experienced ourselves.",Indonesia,background everyone different never really know doesnt dive year ago amp friend fear silence kosan room worry cause hunger experienced
2023-03-29 05:39:03+00:00,kemuninglangsat,"@mas_aro @mojokdotco but the sustenance does not come every day, the brain and body should still be used even if they haven't eaten, even starving. Do not overdo it until you say goodbye. Physically healthy, but if everything is too late and starving, sometimes it is not strong.",Indonesia,sustenance come every day brain body still used even havent eaten even starving overdo say goodbye physically healthy everything late starving sometimes strong
2023-03-29 05:32:30+00:00,kemuninglangsat,"@mas_aro @mojokdotco Wahaha 12 years ago I am a healthy student, the vein is just a moment. Lectures on the state campus with dense schedules in the morning, sometimes even in the evening, even at night. Get a 6 -month scholarship in the back but still starve.",Indonesia,wahaha year ago healthy student vein moment lecture state campus dense schedule morning sometimes even evening even night get month scholarship back still starve
2023-03-29 04:15:22+00:00,npc_id,"Hunger is a daily food for Palestinians, blockade and occupation are increasingly preserving their situation. NPC invites all friends to engage in this struggle! https://t.co/optcgsct0j","Jakarta, Indonesia",hunger daily food palestinian blockade occupation increasingly preserving situation npc invite friend engage struggle
2023-03-29 04:11:15+00:00,kurauzanisei,"@Cheroinz @totokpoer @mojojo_siomay @faktasepakbola It is bene, Alasi wants to destroy the huthi group but the slave citizens are a bomb and starvation

Surprisingly in the country of Wakanda GA there are demos and rejects the constitution 😁",West Java Indonesia,bene alasi want destroy huthi group slave citizen bomb starvation surprisingly country wakanda ga demo reject constitution
2023-03-29 03:27:03+00:00,HaryNagara,"Don't worry about the hypocrite!
Constitution, open opening ... blah ...

See, read your own nation!
EMG ENDONESA UDH MERDEKA 100%??!
Hunger, poverty, the rights of it!

Tai dogs!","Batavia, Indonesia",dont worry hypocrite constitution open opening blah see read nation emg endonesa udh merdeka hunger poverty right tai dog
2023-03-29 02:51:57+00:00,nawalserenity,"If the documentaries are in Netflix, many cases of killing are starting to kill animals.

The pity of the tortured / dead cats 😭",Malaysia,documentary netflix many case killing starting kill animal pity tortured dead cat
2023-03-29 02:45:28+00:00,Rangga81591832,"@eeh_ito @republikaonline so all HRS is calculated, let's not shout to blame the import but the country is hungry for example, then the president jokowi will be wrong ...",Jakarta Selatan,hr calculated let shout blame import country hungry example president jokowi wrong
2023-03-29 02:34:23+00:00,BuzzKini,"Fine RM50,000, 2 -year jail for ignoring 5 pet cats to starve https://t.co/phjwiuq6f6",Malaysia,fine rm year jail ignoring pet cat starve
2023-03-29 02:33:45+00:00,GSBIPusat,"March 29 is a day without land!

*The rural community is united for the land, land, and climate justice! Wake up our future without hunger, foreclosure, and destruction!* Https://t.co/lyvp8tb7xj",Djakarta,march day without land rural community united land land climate justice wake future without hunger foreclosure destruction
2023-03-29 02:31:11+00:00,wulanatic,"Fasting, hunger in the office, wants to go out and look for a lot of fear of disappearing parking lot .. 🤦🏻‍♀️🤦🏻‍♀️","Aceh, Indonesia",fasting hunger office want go look lot fear disappearing parking lot
2023-03-29 02:25:59+00:00,FitriaNuranti,"And we will definitely test you with a little fear, hunger, lack of wealth, soul and fruit. And tell the happy news to the patient.

[Al-Baqarah Letter: 155]","Tangerang, Banten",definitely test little fear hunger lack wealth soul fruit tell happy news patient albaqarah letter
2023-03-29 02:06:08+00:00,lemantroye,"Really the cartoon said. This fasting month is not for Muslims to experience the experience of the poor but the month for the buffet, to waste the bazaar and the dining party !! 🥰🥰🥰",Kuala Lumpur City,really cartoon said fasting month muslim experience experience poor month buffet waste bazaar dining party
2023-03-29 00:57:54+00:00,megaitem,"@bintik_ mbak has already apologized to tik
Oh God pity the starvation spots","Jakarta, Indonesia",mbak already apologized tik oh god pity starvation spot
2023-03-29 00:24:07+00:00,Sammy54935219,@rockygerung_rg pig habitat carcasses appear to be starving .... turn into a khilafuck khilafuck card,"Medan Kota, Indonesia",pig habitat carcass appear starving turn khilafuck khilafuck card
2023-03-29 00:05:47+00:00,klrntmr,"I also felt Miris, Ngincer Day 3 Karna EMG Ga could be Ijin Kantor, eh dpt day 1-2 but for jastip, day 3 udh babay 🙂

The LEGOWO can have just been the starvation of this life","Tangerang, Indonesia",also felt miri ngincer day karna emg ga could ijin kantor eh dpt day jastip day udh babay legowo starvation life
2023-03-28 23:39:00+00:00,gabongoku,"A hug would not have to break the war all over the world, or prevent hunger in a place that is skeptical..but the hug can at least extinguish the Acute Hate and the many times we
#Printing https://t.co/0dbi71io2z","DKI Jakarta, Indonesia",hug would break war world prevent hunger place skepticalbut hug least extinguish acute hate many time
2023-03-28 23:22:53+00:00,AsliLanang2,"@Panca66 you used to protest, Papua's son was starving.
The whole is already legal processed. Fifa also knows
https://t.co/xaak00vod6",Pinggiran Jakarta Selatan,used protest papua son starving whole already legal processed fifa also know
2023-03-28 22:24:52+00:00,bprosegirl,"@sultohn @hewanism @mas_aro @asfan_warah @serendipity397 @mojokdotco rich people, will agree if he has been starving himself in a condition ..",Indonesia,rich people agree starving condition
2023-03-28 21:39:53+00:00,sparklesun09,@darrellfernando klo gue is better not to eat before your child is full. Don't be willing to be full while we are starving.,"Bekasi Barat, Indonesia",klo gue better eat child full dont willing full starving
2023-03-28 21:35:48+00:00,laperhady,"The Most Ga Sahur finally finally after hunger, but only Indomie","Jakarta Selatan, DKI Jakarta",ga sahur finally finally hunger indomie
2023-03-28 21:14:00+00:00,riekaraditya,"The first sign, Sri Mulyani managed the country's money ......... the last sign of the people starving. The first sign has appeared now, and then wait for the time to get to Indonesia !!!!!

https://t.co/pqy4oh5vke","Bandung, Jawa Barat",first sign sri mulyani managed country money last sign people starving first sign appeared wait time get indonesia
