Datetime,Username,Translated_Tweets,Location,Cleaned_Tweets
2023-01-20 13:14:00+00:00,Thiban_ben,Thank you YBM @fadhlinasiddiq farm. Issues arise about SJKT & amp; The increase in food prices in the cafeteria was also discussed. YBM is committed to solving & amp; Promise to go down to Kuala Selangor! Soon! https://t.co/pty4nrvn7w,Bestari Jaya (Batang Berjuntai,thank ybm farm issue arise sjkt amp increase food price cafeteria also discussed ybm committed solving amp promise go kuala selangor soon
2023-01-19 06:16:02+00:00,RozmalMalakan,"The pilgrims who will perform the pilgrimage this year will need to provide additional money due to increased costs. Private packages need to provide an additional money at least RM20,000. Food price increases around RM20 per VAT effect menu

https://t.co/kyce6assjw","Seremban, Negeri Sembilan",pilgrim perform pilgrimage year need provide additional money due increased cost private package need provide additional money least rm food price increase around rm per vat effect menu
2023-01-19 03:07:49+00:00,_jalanpanjang,"Long time no eat marrybrown. Today I feel like eating marrybrown chicken. But disappointed. The chicken is smaller but the price goes up. This little chicken wants to sell. Ask for chicken exchange, staff make a face. The food is expensive but the quality is decreasing.
#Marrybrownmy #kpdnhep https://t.co/cxvo0g6okd",,long time eat marrybrown today feel like eating marrybrown chicken disappointed chicken smaller price go little chicken want sell ask chicken exchange staff make face food expensive quality decreasing
2023-01-16 05:58:06+00:00,bongsuga_,"After eating more noodles. Donuts who like to buy at IKEA are not up to 1k. So 1 seed 8k if you buy 3 20k

All foods go up. May the fortune be smooth. Amen 🙏 https://t.co/mqmtothmqm",Jakarta,eating noodle donut like buy ikea k seed k buy k food go may fortune smooth amen
2023-01-12 01:59:17+00:00,Sayyd51890925,"The chicken used to be a problem. Suddenly the eggs are back. When the eggs go up the price, all foods will rise. The standard of living is like Japan!
It is best to import the government to keep the egg price stable. When the price goes up it won't go down again.",Kuala Lumpur,chicken used problem suddenly egg back egg go price food rise standard living like japan best import government keep egg price stable price go wont go
2023-01-10 06:24:00+00:00,getaranmy,"School canteen operators are being asked to refer back to the Ministry of Education (MOE) on allegations of rising food prices at the premises recently.

#GRADANMY | #Education https://t.co/naaledcx5m",Malaysia,school canteen operator asked refer back ministry education moe allegation rising food price premise recently
2023-01-09 14:50:58+00:00,mfrblog,@sc0rpi097 @txtdrkuliner There is a legal place = expensive rent = food price goes up,Indonesia,legal place expensive rent food price go
2023-01-06 08:41:51+00:00,MrniYsf,Food prices are rising? Crying mcm ni. Americano prices go up. Water coffee is when 😖,around the world,food price rising cry mcm ni americano price go water coffee
2023-01-06 02:36:04+00:00,Aminadri_,"LATEST !!!

Food prices in the school cafeteria rose RM 1

Full link: https: //t.co/wlxulqunow https://t.co/v7p8ndgias",,latest food price school cafeteria rose rm full link tcowlxulqunow
2023-01-04 03:32:07+00:00,siti_nadiah308,"I'm not eating pigs .. but I don't know what to do with chinese people who want to control the price of food .. we eat chicken even when the price goes up, this is the time nk cny lak tu .. respect each other already .. Tired of all the issues of the issue",malaysia,im eating pig dont know chinese people want control price food eat chicken even price go time nk cny lak tu respect already tired issue issue
2023-01-02 03:29:49+00:00,sherfiqashrdn,Actually all foods go up the price 🥺 and and it feels like it is actually bcs my money is getting reduced hahah,,actually food go price feel like actually bcs money getting reduced hahah
2022-12-25 09:30:07+00:00,akmalarif90,"Daily news

Rafizi does not want to resolve the issue of food price hikes - PAS Information Chief

6 minutes ago - https://t.co/25kigtdyyy",Malaysia,daily news rafizi want resolve issue food price hike pa information chief minute ago
2022-12-24 01:38:10+00:00,hasyudeen,"The rising cost of chicken food has led to the cost of meat and chicken eggs. If they cannot sell at a higher price, they will reduce the supply to curb the loss. Ceiling prices contribute to the reduction of supply.","Kuala Lumpur, Malaysia",rising cost chicken food led cost meat chicken egg sell higher price reduce supply curb loss ceiling price contribute reduction supply
2022-12-24 00:17:56+00:00,mfjfazley,"Nearly 57% of the media ministerial statement said the rise in food prices related to consumers/people

Clause 3, 4, 7, 8, 9, 11, 12, 13 & amp; 16",,nearly medium ministerial statement said rise food price related consumerspeople clause amp
2022-12-07 11:59:24+00:00,AdzleAzhar,"@alhmmnshrjr I agree, but why on Bernas 1st? Rice xpernah rises drastic prices… Other foods fluctuate prices over time..not stable, it tastes like a priority",Nibong Tebal,agree bernas st rice xpernah rise drastic price food fluctuate price timenot stable taste like priority
2022-12-02 23:05:35+00:00,bundafajar11,"Food prices will rise, the inflation effects created by capitalism? | MMC's all

? Here's the explanation!

https://t.co/efyw8zclhg

Don't forget to share it wide ...#Islam kaffah https://t.co/e1poyuvfu8",,food price rise inflation effect created capitalism mmcs here explanation dont forget share wide kaffah
2022-11-22 10:19:59+00:00,AsepWitoko,"@kkmanti native bang, just the price is too expensive for kayak food, oya coffee I brought, this is just boarding","Kota Lubuk Linggau, Sumatera S",native bang price expensive kayak food oya coffee brought boarding
2022-11-18 09:38:55+00:00,amer__aljeffrey,"No coalition promised to control the price of food and sand sand?

RC goes up like every 3 months.","Kerteh, Terengganu",coalition promised control price food sand sand rc go like every month
2022-11-18 08:25:43+00:00,asrafkaizen,"@Yazidaiman4 @yuistic I became a little emo after huddle with uncle cleaner yesterday

""You're a rich man. You can still buy chicken, fish""

How does he complain the price of all the food goes up, until the egg price goes up","Cheng, Melaka",became little emo huddle uncle cleaner yesterday youre rich man still buy chicken fish complain price food go egg price go
2022-11-17 14:47:56+00:00,asrafkaizen,"@stoicrates @dramirul93 ""Stable.

People died 36 thousand covid time because of the negligence of the government, for the Pandemic but x ordered quarantine

People died in the flood, crashed into logs

People of starvation, food prices are all up

That's not important. Because your life is stable","Cheng, Melaka",stable people died thousand covid time negligence government pandemic x ordered quarantine people died flood crashed log people starvation food price thats important life stable
2022-11-14 13:13:00+00:00,sirennextdoor,"I think the SR food has been down for a long time. Last time ate 3-4 years ago. After seeing the food he prepares everything, he doesn't want to pay the price he charges. If freshly made it okay again. The cake is getting smaller portion but the price is still rising.",,think sr food long time last time ate year ago seeing food prepares everything doesnt want pay price charge freshly made okay cake getting smaller portion price still rising
2022-11-12 08:22:18+00:00,Amisaha8,"GDP goes up, but the cost of living is higher. The price of the goods goes up, the staple food is high. Who benefits from all this GDP goes up? Serious doesn't understand.",Kuala Lumpur,gdp go cost living higher price good go staple food high benefit gdp go serious doesnt understand
2022-11-11 14:48:47+00:00,ilakeskane,"📍Looked Cemetus, Watu Amben, Bantul

From heha sky view go up. The taste of delicious food and prices are still reached","Kota Yogyakarta, Yogyakarta",looked cemetus watu amben bantul heha sky view go taste delicious food price still reached
2022-11-10 19:43:57+00:00,kopifamimaa,His salary is not going up but his employer's food price goes up 😭,"Jakarta Pusat, DKI Jakarta",salary going employer food price go
2022-11-09 15:34:17+00:00,gaddafimusli,@Abdulrahimwahab @amirudinshari @najibrazak Maybe you can talk about this because it is not impressed by the increase in food. Yes the government's efforts to control the market need to continue but there are no effects? We do not have theory alone as B40 suffer from rising food prices. Get off the field helping the poor,"Selangor, Malaysia",maybe talk impressed increase food yes government effort control market need continue effect theory alone b suffer rising food price get field helping poor
2022-11-07 11:14:13+00:00,kamilmunim,"This sudden increase is due to rising prices of food and other livestock costs.

The misery of these breeders will achieve the end of the government's accountability to ensure the welfare of these breeders.",Padang Rengas,sudden increase due rising price food livestock cost misery breeder achieve end government accountability ensure welfare breeder
2022-11-06 03:24:17+00:00,rajabahrinshah,"Many of the complaints are actually faced by the people in silence.

The price of goods goes up, the cost of service costs goes up, not to mention the basic ingredients of food such as eggs are also rising and difficult to find! https://t.co/sdf2ev89kg","Kuala Terengganu, Terengganu",many complaint actually faced people silence price good go cost service cost go mention basic ingredient food egg also rising difficult find
2022-11-04 18:32:25+00:00,morasaki12,"Initially, they admitted that the increase in chicken and egg prices were due to the pandemic and the Ukraine-Russian war that caused the prices of brakes and chicken food to rise.

Then they associate it with UMNO and the Malays that the egg and chicken market were controlled by UMNO and Malay.","Johore, Malaysia",initially admitted increase chicken egg price due pandemic ukrainerussian war caused price brake chicken food rise associate umno malay egg chicken market controlled umno malay
2022-11-04 01:53:22+00:00,wearing3plemask,"I care what I exchange drop 32 points because OPR goes up 25 basic points.

It should be 100 basic points. We import food last year RM 55 Bills. This is important.

Ringgit drop = food import price goes up.

We even import.",,care exchange drop point opr go basic point basic point import food last year rm bill important ringgit drop food import price go even import
2022-11-02 14:22:25+00:00,Angkut_,@isusemasaviral this malaysia .... go up the ingredients to raise food ... get down raw items .. all blind ... aaa ... aaa go up again up the new price of the past ... the Malaysian way,langit nan biru.,malaysia go ingredient raise food get raw item blind aaa aaa go new price past malaysian way
2022-10-30 21:45:01+00:00,96mdpl,"12 Ewu, Umr Surabaya
Sleman Wes 16 Ewu,
Nek Sing Sambat, Umr goes up, prices of goods, commodities and food will go up, by Idoni Wae Kui Sing gi pioneering bakulan. Maruk e Koyo Sing Gawe Rules 🙃
Reti Reti Young Chief Mobile Furtuner Salary Employees Ra Umr 🤣","Sleman, Indonesia",ewu umr surabaya sleman wes ewu nek sing sambat umr go price good commodity food go idoni wae kui sing gi pioneering bakulan maruk e koyo sing gawe rule reti reti young chief mobile furtuner salary employee ra umr
2022-10-22 04:55:54+00:00,GemukBear,Do not moto gp if food prices near the area rose 200%,"Selangor, Malaysia",moto gp food price near area rose
2022-10-22 02:28:34+00:00,wearing3plemask,"Raise 200 basic points.
The OPR is rising only in debt.

Low OPR, Low Ringgit + Food Import Last year RM 55 Bills = Imported prices are expensive = expensive foods. Everything is wrong.

Low ringgit, export goes up, pay doesn't go up.
https://t.co/2ix4v2bcwe",,raise basic point opr rising debt low opr low ringgit food import last year rm bill imported price expensive expensive food everything wrong low ringgit export go pay doesnt go
2022-10-21 05:10:09+00:00,izzatarsat,@ahmadmaslan jokes too ... umno holds things up suddenly ... ko tgk sabah sarawak like xde food price control near here ... xperlu tgk promises .... not whole how to solve the problem of the people,somewhere,joke umno hold thing suddenly ko tgk sabah sarawak like xde food price control near xperlu tgk promise whole solve problem people
2022-10-19 10:50:23+00:00,IsmanTengku,"The highest pressure comes from energy prices rising to 40.7% yoy, followed by food, alcohol, and tobacco by 11.8% yoy; 4.3% yoy service, and non -energy industrial goods of 11.8% yoy. https://t.co/lknr0dejmy",Jakarta,highest pressure come energy price rising yoy followed food alcohol tobacco yoy yoy service non energy industrial good yoy
2022-10-15 13:16:45+00:00,Azmi_Zahari_,"With the increasing workload, the x -ray is how much & how much it is & amp; The price is rising,
Any planning to find Sideincome? Capitally rm360 (viral food product)! 😍🎉

#Thesaudagaar
#Jualcocolatje
#Agentwanted #modalkeciluntungbesar #dropship",Kuala Lumpur City,increasing workload x ray much much amp price rising planning find sideincome capitally rm viral food product
2022-10-13 11:56:46+00:00,nadzmi_nami,"@jules12anne yup that's right. But in the style it is difficult to find a shop that does not rise in food prices. But it's not a dorg's fault because inflation is getting higher. And yes I agree, this issue never ending cycle😂 Just boycot capitalist profit but no matter what the Employment","Gombak, Selangor",yup thats right style difficult find shop rise food price dorgs fault inflation getting higher yes agree issue never ending cycle boycot capitalist profit matter employment
2022-10-13 11:48:17+00:00,nadzmi_nami,"@Jules12anne is just about the rising price of the food, I don't think it beat the purpose of min wage. Because now min wage rm1500 but food and raw materials rise. If the min wage goes up and the price of food goes up, it balance, right? If the price of food goes up tp min wage does not go up, naya😂","Gombak, Selangor",rising price food dont think beat purpose min wage min wage rm food raw material rise min wage go price food go balance right price food go tp min wage go naya
2022-10-06 15:41:24+00:00,premangorongan,"@trestalkin has not been burning ""money, BBM goes up as well as a price factor in price,",Slawi,burning money bbm go well price factor price
2022-09-29 01:23:52+00:00,SusantoMulyono2,"Energy prices and rising foods can make a household estimate.

Income (production), energy, permanent eating consumption .. the price is not fixed.

Worse, it is a bit of a decline in the income.

It looks like the need for self -esteem and energy ..","West Java, Indonesia",energy price rising food make household estimate income production energy permanent eating consumption price fixed worse bit decline income look like need self esteem energy
2022-09-28 22:46:28+00:00,lordofkendal,"The us has increased its interest rates from 0.5% to 3.3%, that is nearly 7x increase.

That is the main current pressure on the RM.

Increase interest rates Malaysia?

Pay the house loan up but it is good to get the developers down the house price! Cheap food imports. @zazulazman https://t.co/walvrhckio",Spaceship EARTH FrontierOfTIME,u increased interest rate nearly x increase main current pressure rm increase interest rate malaysia pay house loan good get developer house price cheap food import
2022-09-21 05:04:08+00:00,cacing_nagari,"To the end of July 2022 surplus RP 106.1 trillion or 0.57% from PDB. Country income of Rp 2.266.2 T.
Country shopping reaches RP 3.106.4 T.

While July 2022 inflation, the highest, contributed by rising food and beverage prices 😬
https://t.co/6qlesogl7z",,end july surplus rp trillion pdb country income rp country shopping reach rp july inflation highest contributed rising food beverage price
2022-09-18 05:35:15+00:00,ammar_atan93,"Chicken prices rose sharply as food costs were still imported from the outside. Why don't we plant and produce ourselves?

Therefore, a plan to reduce imports & amp; Enables the modern agricultural sector to ensure the country's food securities.

#Amanah #ConventionNational2022 https://t.co/otnewnxbsg",,chicken price rose sharply food cost still imported outside dont plant produce therefore plan reduce import amp enables modern agricultural sector ensure country food security
