Datetime,Username,Translated_Tweets,Location,Cleaned_Tweets
2022-03-23 17:41:56+00:00,OwToTheZie,I go straight because I know customers from heaven like this exist. Able to order even if the delivery is more expensive than the price of food. The source of my strength. 💕 https://t.co/2wb6hufpjo,Kuala Lumpur City,go straight know customer heaven like exist able order even delivery expensive price food source strength
2022-03-25 01:16:00+00:00,YusriShamsuddin,@hanifnazrii @neyrashazeyra is the owner of the store. Do you expect beautiful comments? Can't you be reprimanded? To the taste of the perfect? We are here all Muslims. The story of the ingredient is expensive to the end of the verse. Islamic to that?,kuala lumpur,owner store expect beautiful comment cant reprimanded taste perfect muslim story ingredient expensive end verse islamic
2022-03-26 05:08:51+00:00,abamnaza,"When this is expensive there are many things to see. 1, food, 2, shop rent, 3, experience, 4 pockets themselves.",Puchong,expensive many thing see food shop rent experience pocket
2022-03-26 09:22:54+00:00,AfindiNoor,"The price of goods is increasingly expensive
Food prices rose 3-4 times more than before
#MENTIERIA ALL MAKE ANYTHING EVERYONE
I guess the dock wants to spend government money with the people's money ...
For high salaries with what allowance, what does the minister do?",Kuala Lumpur Federal Territory,price good increasingly expensive food price rose time make anything everyone guess dock want spend government money people money high salary allowance minister
2022-03-30 08:57:25+00:00,RasgoRomango,@Mohdbasld @mfaizaltalib sells expensive food not good x.,"Kedah, Malaysia",sell expensive food good x
2022-03-31 22:36:25+00:00,dirikuboneka,Nearby I didn't ask for a charity. But he didn't expect his uncle to give that food more expensive from 500yen to him. Feeling bad when you want to go back 😂,"Muar, Johor",nearby didnt ask charity didnt expect uncle give food expensive yen feeling bad want go back
2022-04-04 03:45:51+00:00,faqihsyakiran,🥹 If you cook this at home. Expensive pounds of food want to die from the restaurant. Delicious pounds guaranteed https://t.co/ixlzhslee7,"Wilayah Persekutuan Putrajaya,",cook home expensive pound food want die restaurant delicious pound guaranteed
2022-04-05 01:12:20+00:00,faqihsyakiran,"The chapter to tender for your project is fast, covid spread through air borne. Dah Vaccinated No Physical Distance Needs Good Distance Food Price is more useful. Expensive to die 🥹. This is all the crony agenda!","Wilayah Persekutuan Putrajaya,",chapter tender project fast covid spread air borne dah vaccinated physical distance need good distance food price useful expensive die crony agenda
2022-04-06 07:44:43+00:00,anasshhhh_,"Don't be cursed by Chef Amar saying his food is expensive. Accept the fact that his price is not a target market of Kome.

Being able to buy him, he can't just see it.",Malaysia,dont cursed chef amar saying food expensive accept fact price target market kome able buy cant see
2022-04-06 22:25:24+00:00,shazwan_r,"Every year there must be an issue of expensive food sellers, small portion size, almost stale/stale food, no taste/over this. We who buy it are good. Understand?",Kuala Lumpur City,every year must issue expensive food seller small portion size almost stalestale food tasteover buy good understand
2022-04-07 11:10:51+00:00,affardoh,The price of this expensive food until the end is endless,68100,price expensive food end endless
2022-04-07 12:09:57+00:00,Shahrul_Shahs,This year is not going to the bazaar anymore. Many say expensive food prices. 🥲,"Hulu Kinta, Perak & Shah Alam",year going bazaar anymore many say expensive food price
2022-04-08 03:17:30+00:00,Ziyesh,"I don't care if I don't care if I pay expensive. I know the food, the way he prepares, all those things to be about. The price of this Tel Aviv that sells briyani eggshells has to be peeled off, amik fish like teaspoons, wind carpet, has a heart to do business.","Subang Jaya, Malaysia",dont care dont care pay expensive know food way prepares thing price tel aviv sell briyani eggshell peeled amik fish like teaspoon wind carpet heart business
2022-04-08 13:49:32+00:00,Angkut_,"Mmg nye who bought it, keep your eyes dumb to ask the price to acane? Xpaham aku.It's usually the price ... klu da tau expensive n x worth xpayah buy..ur choice maa..leepasu ko bark kate expensive..ade cheap arab rice meh🤔🤔 rm5 ?? Appoo https://t.co/l07hectmsf",langit nan biru.,mmg nye bought keep eye dumb ask price acane xpaham akuits usually price klu da tau expensive n x worth xpayah buyur choice maaleepasu ko bark kate expensiveade cheap arab rice meh rm appoo
2022-04-09 03:30:32+00:00,amirulzaidi97,"Dah Malay pi stop chef Palestinian selling food mcm Jewish Israeli. Raging him. When he said that, the Malays knew how to trigger because of sensitive issues when the Malays touched the sensitive issue. Usually Malay. Her logic is expensive as she uses expensive","Manchester, England",dah malay pi stop chef palestinian selling food mcm jewish israeli raging said malay knew trigger sensitive issue malay touched sensitive issue usually malay logic expensive us expensive
2022-04-09 13:02:04+00:00,shahrizan_k,"We will feel the price of expensive food until we do business & amp; Feeling tired of being tired of doing business.

Got began to accept the fact that the cost of the cost & amp; goods, employee costs & amp; Delivery is up.

Can't afford it, no need to buy. Traders want to profit, not charity.",Malaysia,feel price expensive food business amp feeling tired tired business got began accept fact cost cost amp good employee cost amp delivery cant afford need buy trader want profit charity
2022-04-09 13:07:47+00:00,Dean9o_,@Mothershipsg RM148 for 9pax = RM16.44/pax. What's so expensive? Already r with the 7 menu ... it looks like dorg doesn't want to have money when paying for food ...,,rm pax rmpax whats expensive already r menu look like dorg doesnt want money paying food
2022-04-11 16:55:40+00:00,capt040797,"Expensive food cases in the bazaar, food from ""chef"" again.

Camni laa. You can't afford to buy it. RM50 a little bit is expensive, do you expect what to eat premium, village price?. You eat cake, RM2 for 4 beans. It's full.","Bandar Sunway, PJ",expensive food case bazaar food chef camni laa cant afford buy rm little bit expensive expect eat premium village price eat cake rm bean full
2022-04-12 04:26:36+00:00,aizathilmi,Don't buy it. Mmg quality food is expensive. What's wrong with that person.haihh meleyss,Ampang,dont buy mmg quality food expensive whats wrong personhaihh meleyss
2022-04-12 12:05:58+00:00,chairman_GLC,"This shop is perfect. The food is not expensive blood, it tastes good, the ambience is quiet. Such a lovely place. https://t.co/pywah6lssm",Petaling Jaya,shop perfect food expensive blood taste good ambience quiet lovely place
2022-04-14 02:37:44+00:00,syazalina95,So he dares to speak for the sake of the staff and he is self-aware .. he should be expensive not to buy .. by other foods that he can try .. he should be looking for another stall to rse xde time and bazir je to queue for one expensive food,university kebangsaan malaysia,dare speak sake staff selfaware expensive buy food try looking another stall rse xde time bazir je queue one expensive food
2022-04-14 02:37:45+00:00,syazalina95,he is a mess of life of other people .. sure when things go viral to say marketing .. dh lg rmai who bought food in his stall even though expensive .. he told the viralkn .. can .. i cannot brain la .. what is the real korg nk,university kebangsaan malaysia,mess life people sure thing go viral say marketing dh lg rmai bought food stall even though expensive told viralkn brain la real korg nk
2022-04-16 11:21:30+00:00,DausArshavin,Whether the food near Baazar is too expensive or I'm poor,Malaysia Bolehland,whether food near baazar expensive im poor
2022-04-19 08:17:26+00:00,nnyubellz,"As a cat food seller, I agree. This year almost all brands go up. However, the price of capital from the supplier itself is rough for now. Those of us who sell this are trapped and we want to sell it at a high price.",,cat food seller agree year almost brand go however price capital supplier rough u sell trapped want sell high price
2022-04-22 07:46:42+00:00,sanusizulkifli,Plan B is expensive. Overrated. A little food. Boycott,Cyberjaya,plan b expensive overrated little food boycott
2022-04-27 02:08:24+00:00,heeyydiii,"@ilmantee is not a daily food. If the dessert is expensive, of course the main course is expensive

For example I went to Spain Madrid that day, I bought shawarma by the road but the price was 8 pounds (if it converted Malaysia RM45) 😂

For 8 dollars/ pounds, 8rm in the country is",,daily food dessert expensive course main course expensive example went spain madrid day bought shawarma road price pound converted malaysia rm dollar pound rm country
2022-04-27 11:16:25+00:00,StrongGirl19961,"@robotys All amenities and entertainment are all in KL. So many people emigrate and sit in KL. Btw, the food in KL is cheap and there are many options. If in the village or the town, for example, like a town, the fish bought the outside is not worth it.",,amenity entertainment kl many people emigrate sit kl btw food kl cheap many option village town example like town fish bought outside worth
2022-04-28 10:02:02+00:00,mluthfiramli,"@Maisarraanuar hahaha patientrrr. Remember, dorg food is more expensive than our food 😂😂","Ampang, Wilayah Persekutuan Ku",hahaha patientrrr remember dorg food expensive food
2022-05-01 12:05:01+00:00,kumuhaimin11,Mekdi is a fast food. But nothing is fast about this place. Pay is expensive but the number has to be shooted. The food is not over. Things can check the stupid system. The price is expensive but the level of the shop level.,Hidden Village of Rain,mekdi fast food nothing fast place pay expensive number shooted food thing check stupid system price expensive level shop level
2022-05-06 03:29:54+00:00,erzabellchan,"Just because your mom is old doessn't mean she can't control her mouth and spit shit to others. Only you're the one who can control your mom who can't read the room/situation.

Expensive food? Camtaik food service? What's the point of KPDNKK exist near Malaysia?",#lovestay,mom old doessnt mean cant control mouth spit shit others youre one control mom cant read roomsituation expensive food camtaik food service whats point kpdnkk exist near malaysia
2022-05-06 14:55:27+00:00,Mohdfaiz13,@Rimauxi because the food delivery charge is more expensive than before. Not only did the demands of many be added to the workers.,"Shah Alam, Selangor",food delivery charge expensive demand many added worker
2022-05-08 08:09:08+00:00,cik_hanani,"1. ECER ECER- pull the business, keep the food chain for less imports.
2. Prepare CSR, ECRL as logistics
3. Celebrate Economy gigs to make it a culture. No need to go to the Klang Valley anymore. Let many more homes become expensive ghost houses. Add more ghost office",Pahang,ecer ecer pull business keep food chain le import prepare csr ecrl logistics celebrate economy gig make culture need go klang valley anymore let many home become expensive ghost house add ghost office
2022-05-09 05:53:37+00:00,thejkiddo492,"@sparklyunikorn haha ​​area aku mamak, fast food and tomyam. Chinese weekday afternoon open kakya had to drive gi puchong mk eat 🐖 tp food chinese citok expensive",KCH✈️KUL,haha area aku mamak fast food tomyam chinese weekday afternoon open kakya drive gi puchong mk eat tp food chinese citok expensive
2022-05-09 13:52:05+00:00,lady_chantek,"@Noreenamore we Malaysia, doS't have any food bank and food security for our people.lg expensive la food prices","Kuala Lumpur, 📍 Malaysia 🇲🇾",malaysia dost food bank food security peoplelg expensive la food price
2022-05-13 14:31:57+00:00,asyrafaafiq,"The food is expensive, it's not good. Money is running out, stress is available. What a great life☺️",Malaysia,food expensive good money running stress available great life
2022-05-13 16:22:32+00:00,Mohdfaiz13,@hidayatdean @thecathooman @nzranasr rider from that day until now many are still rich. Don't want to work. So rider is less but many want to order food. It's expensive.,"Shah Alam, Selangor",rider day many still rich dont want work rider le many want order food expensive
2022-05-16 05:57:34+00:00,anwarkhay1,VERY TRUE & amp; EXPENSIVE. He can do food but it's not good,,true amp expensive food good
2022-05-18 08:32:18+00:00,amrmnff,"After all FP is expensive, worry about diarrhea diarrhea 💩 Rider likes crotttt ghisauuu","Shah Alam, MY",fp expensive worry diarrhea diarrhea rider like crotttt ghisauuu
2022-05-22 07:48:09+00:00,MohdEzwandy,Hahh my friend is good at me for cats to eat expensive food when the village. It's hard to say. When we love we have to be good. Although expensive but still capable. Thankfully it's been 4 years since I've been sick other than a fungus problem.,shah alam-kL-kuantan,hahh friend good cat eat expensive food village hard say love good although expensive still capable thankfully year since ive sick fungus problem
2022-05-24 22:30:35+00:00,faezahana,"Haah .. It is true that you buy a phone to weigh the day2

Phone is optional if you want to buy expensive buy, according to your ability. These are raw, daily, routine, small food sellers or restaurants or our kitchen.

Try to compare it with a little smart thing.",Kuala Lumpur City,haah true buy phone weigh day phone optional want buy expensive buy according ability raw daily routine small food seller restaurant kitchen try compare little smart thing
2022-05-25 01:22:29+00:00,ieya_2020,"It's been a while. No matter what, because kitchen items are getting more expensive, sitting on these people buy fatty rice shop downstairs.
But this throat has been tired of buying outside food. That's the choice you have to save.
When buying kitchen items sometimes break down 😔","Kuantan, Pahang",matter kitchen item getting expensive sitting people buy fatty rice shop downstairs throat tired buying outside food thats choice save buying kitchen item sometimes break
2022-05-26 10:04:27+00:00,fatrayelly,"@brgsjks is not a date. He is the one who invites expensive places. Time to pay, he puts enough money on his food prices in the menu. So I topped all GST tax, service tax. https://t.co/c8sapgl2k1",,date one invite expensive place time pay put enough money food price menu topped gst tax service tax
2022-05-26 10:31:58+00:00,shiqin9292,Try to stop here and return from the office. Expensive btl Food Truck Food Price. During this time the foodpanda is expensive. 🤣 https://t.co/tecxzbvnvf,Malaysia,try stop return office expensive btl food truck food price time foodpanda expensive
2022-05-26 13:18:46+00:00,_riixal,"Disappointed by Vietnamese beef noodle like this! Soup a little, salty plaque! No vegetables! The quality of the food @secretrecipemy_ is really bad! The price is expensive but the quality of the food is small. https://t.co/amqncrp801",W.P Kuala Lumpur,disappointed vietnamese beef noodle like soup little salty plaque vegetable quality food really bad price expensive quality food small
2022-05-27 00:54:19+00:00,akidaqli_,Can eat. Full food is open at night but the price is quite expensive. But satisfied with eating https://t.co/noepitz5oh,,eat full food open night price quite expensive satisfied eating
2022-05-27 07:36:08+00:00,lady_chantek,"In fact, chicken is a food that many people can afford to buy at the store or at home.
Fish is far more expensive than the price of chicken, especially the price of beef & amp; goat.That is a lot of stress when the chicken goes up and has no supplies but that is the only one to buy.","Kuala Lumpur, 📍 Malaysia 🇲🇾",fact chicken food many people afford buy store home fish far expensive price chicken especially price beef amp goatthat lot stress chicken go supply one buy
2022-05-28 12:35:51+00:00,akudiraf,"@nia_kawai @anhe51 @realfikrift for NIA must be possible. Just tell me if Nia is here. But now, all food prices are expensive here. 😢","Kuala Lumpur, Malaysia",nia must possible tell nia food price expensive
2022-05-31 15:27:19+00:00,kiddiepax,@yvyvivy about this food booth last time like a file. Expensive and not many choices. It is possible to eat somewhere else before coming.,,food booth last time like file expensive many choice possible eat somewhere else coming
2022-06-02 08:45:52+00:00,dygnsha,"Love the food. The ambience is, the price is expensive portion a lot, it should be the rame org queue as fullhouse mun sik reserve waiting outside of jakla 🤣 important delicious! will repeat but scratched when 🫣🤭😋

📍Nifayyi https://t.co/kis98t59nz",,love food ambience price expensive portion lot rame org queue fullhouse mun sik reserve waiting outside jakla important delicious repeat scratched nifayyi
2022-06-02 14:48:35+00:00,nabilahudatahar,Fucking hell is not enough food,MY,fucking hell enough food
2022-06-03 12:40:05+00:00,WadieAzman,"4.
The food sold at #pwtc is usually expensive crazy! So, prepare a little snack. Chocolate to, granola to, cut into pieces. Haa, you can make a stomach ache before eating heavy","Ampang, Wilayah Persekutuan Ku",food sold usually expensive crazy prepare little snack chocolate granola cut piece haa make stomach ache eating heavy
2022-06-04 03:13:54+00:00,kito4036,"Problems with the supply of chickens, the people are poor. Chicken prices go up, automatic chicken foods are expensive. Until when is this @kpdnhep? @mafimalaysia @ismailsabri60",,problem supply chicken people poor chicken price go automatic chicken food expensive
2022-06-04 14:00:25+00:00,WadieAzman,"When it comes to branding, yes it's a bit expensive.
If it's a normal brand, it is still for sale & lt; RM5 for a big setin.
But this does not deny the fact that the country's food prices have soared.","Ampang, Wilayah Persekutuan Ku",come branding yes bit expensive normal brand still sale lt rm big setin deny fact country food price soared
2022-06-07 14:14:53+00:00,qamarins,It is weak to order the same grab but the pande pays can continue to be able to model the pande pande to pay and pay for it and the people who want us to pay and pay for your salaries,,weak order grab pande pay continue able model pande pande pay pay people want u pay pay salary
2022-06-10 12:11:34+00:00,CxkVito,Expensive foods don't necessarily fill.,"Reykjavik, Iceland",expensive food dont necessarily fill
2022-06-10 14:15:10+00:00,azmilalimi,"Why is Chinese Chinese food more expensive than ordinary Chinese? (@ Salam Noodles in Dengkil, Selangor) https://t.co/cmw2ysgflu",,chinese chinese food expensive ordinary chinese salam noodle dengkil selangor
2022-06-11 09:35:36+00:00,ans47,"Anywhere in this world, if we are expensive from Australia, Singapore, Japan, Korea, Dubai, Paris, London

1. Make sure we know what dry food we can and cannot carry

2. If you know what to bring, bring what is right

3. Take medicine don't forget",,anywhere world expensive australia singapore japan korea dubai paris london make sure know dry food carry know bring bring right take medicine dont forget
2022-06-12 12:13:45+00:00,eqazainal,"One thing that I rs every house must have. Cosway pre wash ni. Soak the cloth before entering the machine, the effect of the oil, the makeup stains on the lid, the spilled food on the kids lost woiiii !!!! Rege I'm sure I can afford to milk as if I'm expensive to buy 🤣 https://t.co/5s92yahyqi",Malaysia,one thing r every house must cosway pre wash ni soak cloth entering machine effect oil makeup stain lid spilled food kid lost woiiii rege im sure afford milk im expensive buy
2022-06-14 01:10:55+00:00,laylathefirst,Shah Alam is expensive food,,shah alam expensive food
2022-06-15 01:06:17+00:00,slnvmohd,Mmg is expensive as food in this movie. It feels expensive. Tickets are expensive 1 ticket 20 coat. I'm a good taste,"Selangor, Malaysia",mmg expensive food movie feel expensive ticket expensive ticket coat im good taste
2022-06-15 04:06:37+00:00,hilmiazizi14,So all this time I bought expensive movie food is not normal? https://t.co/dhbk579epk,,time bought expensive movie food normal
2022-06-18 14:28:40+00:00,izzatyhusna_,Annoying crazy sells expensive but not good food. Ughhh.,Sendawa,annoying crazy sell expensive good food ughhh
2022-06-19 04:17:18+00:00,laylathefirst,It's expensive. That day reminds the expensive food in Shah Alam and it seems that all the places are up. Now go out and bring some cooking ready to be ready at home. It can save a little. Get out of dinner.,,expensive day reminds expensive food shah alam seems place go bring cooking ready ready home save little get dinner
2022-06-20 22:22:12+00:00,GamisPhg,"Is it expensive right now?
Who agrees with the admin?

But, if you don't eat, it's more expensive.

Hmm, may everyone get a lawful and blessed sustenance by Allah Almighty. https://t.co/6wwdap0hdm","Kuantan, Pahang",expensive right agrees admin dont eat expensive hmm may everyone get lawful blessed sustenance allah almighty
2022-06-22 11:38:40+00:00,kechekkkkk,"Mummy to work I said ""I used to say that people say food is hard to know, now it's expensive""

Even eating maggi thinking now as a little more can eat rice 😭😭 Siel laa",One Piece,mummy work said used say people say food hard know expensive even eating maggi thinking little eat rice siel laa
2022-06-26 11:41:30+00:00,Skeperism,"My biggest problem is not a sweet food but a canned coffee, a day sometimes 2 cans of coffee. So this is a replacement with Zero Sugar, just the ColdBrew is expensive. https://t.co/kfpbvn0xl7",Sundaland,biggest problem sweet food canned coffee day sometimes can coffee replacement zero sugar coldbrew expensive
2022-07-01 06:13:04+00:00,thenthang,"Where is the policy no plastic bag near Putrajaya start July 1. Tell the store to have to wear this. Food container plus 30sen, cutlery plus 30sen. Do you remember the trader to absorb this cost? Food prices are expensive now. @Ismailsabri60 what are you doing? https://t.co/znjqfbkaal","Rawang, Selangor",policy plastic bag near putrajaya start july tell store wear food container plus sen cutlery plus sen remember trader absorb cost food price expensive
2022-07-02 18:12:45+00:00,MSallehuddin05,"@belialrising but if it is difficult, there is no fridge mmg practical salted fish, inhalation, durable, no fridge. To say that food is difficult to pi buffet Malay place is still expensive there is something to serve if it is served /theme of Malay food","KUL, LHR",difficult fridge mmg practical salted fish inhalation durable fridge say food difficult pi buffet malay place still expensive something serve served theme malay food
2022-07-03 00:24:24+00:00,AbangAirul,Agree this. Mmg gov skg deaf rhinoceros again tulipn. This is when I was busy pulling out the subsidy this is still a lot of families. Expensive cooking oil is it a chain especially for food traders? Abg solo x is impressed but how is the family? https://t.co/e25bnfz048,"Gombak, Selangor",agree mmg gov skg deaf rhinoceros tulipn busy pulling subsidy still lot family expensive cooking oil chain especially food trader abg solo x impressed family
2022-07-03 14:09:24+00:00,ieya_2020,"@luvly_ania, no matter what the chicken is but I am now a hard time cooking as much as it is expensive food","Kuantan, Pahang",matter chicken hard time cooking much expensive food
2022-07-03 15:13:52+00:00,Dar_Moee,"Okay tomorrow's work is a dinner of the team without a leader. Do you know DMN MO DINNER? Japanese resto fancy woy.
I checked sushi price etc.
EMAN is a lot of money for bcs for me its just once to enjoy loh. Not longlast.
But it's easy ""let's eat expensive.",🇹🇭🇮🇩 | ENG • INDO • ไทย,okay tomorrow work dinner team without leader know dmn mo dinner japanese resto fancy woy checked sushi price etc eman lot money bcs enjoy loh longlast easy let eat expensive
2022-07-04 14:14:19+00:00,aimnrhm,"People who love cafe hunting, try to go to this cafe teddy cafe, pj is a Muslim friendly

Delicious food
Portion a lot
Worth with the price

Unlike some overclaim cafes, it looks aesthetic but not so expensive https://t.co/ymz6ea8hly","Selangor, Malaysia",people love cafe hunting try go cafe teddy cafe pj muslim friendly delicious food portion lot worth price unlike overclaim cafe look aesthetic expensive
2022-07-05 15:03:03+00:00,afmnurdin,Done buy meow food. Cats only kibbles to 100 a month. I hrp kibbles xnaik price :( tp shipping must be expensive on average the weight in 2-4kg,,done buy meow food cat kibble month hrp kibble xnaik price tp shipping must expensive average weight kg
2022-07-12 04:03:48+00:00,runningpanda_,"When I was in Silver, the cost of eating outdoors was not expensive so I prefer to eat outside because if it is cooked, tired.

But when you go to KL, cook it yourself again because the food is quite expensive. If you cook it, 300 a month is out of food (price of goods 2021). Extra money can make shopping 😂😂",,silver cost eating outdoors expensive prefer eat outside cooked tired go kl cook food quite expensive cook month food price good extra money make shopping
2022-07-12 12:42:50+00:00,Blessedthisman,"The food, too, the order is supposed to be steak what it reaches fat rice. Must be expensive bills to die, nurses services up to RM800 ++, emergency bell has a charge.","USJ, Subang Jaya",food order supposed steak reach fat rice must expensive bill die nurse service rm emergency bell charge
2022-07-13 03:18:56+00:00,sruliam,@Cescyayan The food here is expensive. Don't eat!,Malaysia,food expensive dont eat
2022-07-14 02:06:15+00:00,ain_manan84,Lunch .. if you can save ... save it right .. the food is really expensive now .. for people who eat mcm I .. can cook simple mcm .. https://t.co/jtfocw1n8p,"Selangor, Malaysia",lunch save save right food really expensive people eat mcm cook simple mcm
2022-07-16 01:14:49+00:00,adek_farid,"Remember to learn the subject of economics about 'last cost'.

If you want to drink milo water you should make sure to take a small amount of food because the milo water is expensive.

VVIP is breakfast? https://t.co/mwfmngyowu",Malaysia,remember learn subject economics last cost want drink milo water make sure take small amount food milo water expensive vvip breakfast
2022-07-21 11:43:37+00:00,noorshaheeraa,So expensive food prices at foodcourt mid 🥲🥲🥲,,expensive food price foodcourt mid
2022-07-22 13:28:17+00:00,zafeiyra,"@_nrzznx yee can say sardin is one of the last meals of the month. Even sardines are expensive, eggs are expensive hahah","Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",yee say sardin one last meal month even sardine expensive egg expensive hahah
2022-07-23 09:59:08+00:00,fatinramleey,"Accept that Sukiya's statement is overrated 😂🤣 It's okay if you like T20 to pay for it but your food shop is a bit of a meal. I am B40 if you pay RM50 to suit the price 😂🤣😂🤣😂 Pay RM50 to eat 10 types of mushrooms, Kim Salam","Ipoh, perak",accept sukiyas statement overrated okay like pay food shop bit meal b pay rm suit price pay rm eat type mushroom kim salam
2022-07-26 06:50:47+00:00,BimmerHp4,"@afnankaman @syafiqmuhdd @brgsjks and buy raw materials for smiling, usually bring 1 or 2 side dishes, je, forget to make costing, bole la save skit, in this expensive food to die",Puchong Selangor,buy raw material smiling usually bring side dish je forget make costing bole la save skit expensive food die
2022-07-29 07:00:12+00:00,NaddyAzahri,Hahhhahahah can relate. That day told her to buy a flower she said it was good to buy expensive flower foods xleh eating 🤣🤣,Kuala Lumpur City,hahhhahahah relate day told buy flower said good buy expensive flower food xleh eating
2022-07-29 07:37:15+00:00,nowthisisrita,The most expensive oil is compared to the price of food in the lunch bill. But it smells good to feel like hotels and spa. https://t.co/nizx9mcm4n,she/her,expensive oil compared price food lunch bill smell good feel like hotel spa
2022-07-31 08:57:26+00:00,syeerayahaya,@cekelatshop is a bit overprice 😆 kaw kaw khunafa ceah bought this rm15 tp as well as to taste 🥹 other foods are expensive. Continue in the car's vroom vroom engine 😂,"Port Dickson, Negeri Sembilan",bit overprice kaw kaw khunafa ceah bought rm tp well taste food expensive continue car vroom vroom engine
2022-08-01 05:36:01+00:00,faqihsyakiran,I'm complaining. It is expensive for mcm mcm food cibai,"Wilayah Persekutuan Putrajaya,",im complaining expensive mcm mcm food cibai
2022-08-01 12:36:24+00:00,syvzwvn,"When I want to order food, look at the expensive price delivery, I have a moment. After thinking and thinking critically, I arrived at the conclusion if I became the rider, confirming that I charged a triple. So I ordered it. We give people sustenance, people make our affairs easier.","Chicago, Kelantan",want order food look expensive price delivery moment thinking thinking critically arrived conclusion became rider confirming charged triple ordered give people sustenance people make affair easier
2022-08-03 18:13:55+00:00,seorgperempuan,It's been a while since I've been waiting. From the scorching heat to the rain it got the table. But it's worth the delicious food. Is it hungry? Even prices can be expensive. Back to the hotel rested then to the Central Festival Mall. This is a walk,Malaysia,since ive waiting scorching heat rain got table worth delicious food hungry even price expensive back hotel rested central festival mall walk
2022-08-04 06:56:26+00:00,Izizainal,Btw now foodpanda with grab food is quite expensive. It is rare to order FP or grab as I feel like I drive myself to buy food at the store and the cost of my car oil does not cost the order to use FP or grab.,Banting/Shah Alam,btw foodpanda grab food quite expensive rare order fp grab feel like drive buy food store cost car oil cost order use fp grab
